AT,V,AP,RH,PE
24.81,60.95,1014.72,54.71,446.09
12.99,43.8,1023.16,64.65,466.95
29.79,69.34,1008.82,65.13,434.74
17.44,45.01,1013.65,75.13,456.08
21.43,59.14,1015.91,64.4,448.51
27.29,64.45,1013.46,45.35,446.94
11.28,40.55,1006.23,97.78,475.14
27.22,66.48,1004.59,52.66,436.06
12.74,41.5,1012.94,86.28,469.92
15.46,-999.0,1017.7,68.2,459.62
6.29,43.65,1020.68,70.14,485.8
24.1,52.84,1006.47,47.58,444.69
32.13,69.98,1013.3,55.85,431.84
18.81,52.08,1004.43,99.6,450.87
32.09,70.4,1003.73,55.65,434.64
22.08,41.1,1002.19,46.69,455.04
20.3,48.41,1007.48,89.66,446.68
16.58,-999.0,1023.5,60.14,464.03
12.85,40.35,1011.29,81.27,472.69
27.62,71.14,1011.6,52.8,434.72
29.53,70.79,1003.7,60.89,426.85
32.41,58.9,1003.26,45.33,439.11
10.6,41.46,1021.23,89.02,481.3
14.66,43.13,1014.97,46.31,467.87
24.96,74.99,1008.25,80.52,440.91
16.98,43.99,1021.65,81.17,456.07
28.07,64.09,1005.41,64.09,436.61
25.71,52.84,1006.32,53.29,445.54
9.86,38.38,1018.22,85.35,479.56
26.41,60.93,1007.16,66.02,436.71
25.71,58.59,1012.77,61.83,451.28
32.83,74.33,1011.44,50.42,427.36
8.05,38.38,1021.14,86.39,482.17
14.88,42.28,1007.26,71.3,466.73
22.37,50.78,1008.84,82.06,449.08
25.44,66.54,1011.9,56.76,437.99
6.65,40.77,1021.79,88.84,482.9
23.4,65.06,1014.32,67.38,442.7
21.97,58.12,1015.29,77.47,449.6
18.0,53.16,1013.02,82.47,455.69
21.33,58.46,1016.17,79.73,445.27
28.8,71.77,1006.41,66.03,426.87
14.37,40.56,1021.67,68.18,470.19
21.52,50.66,1013.56,74.33,455.71
3.73,39.42,1024.4,82.42,488.58
26.49,71.73,1010.07,74.48,431.06
25.22,69.88,1007.17,80.26,443.24
23.26,63.56,1013.64,71.3,446.67
29.35,71.58,1010.07,61.8,434.45
16.73,39.64,1008.94,74.91,464.46
28.68,70.72,1009.43,71.33,435.45
28.81,64.96,1000.46,68.05,427.91
19.51,66.51,1015.28,80.75,448.04
14.74,-999.0,1024.35,81.53,465.49
13.35,41.16,1011.32,89.12,474.57
24.04,-999.0,1008.02,87.2,439.39
24.91,64.45,1013.02,42.34,450.84
29.98,76.09,1007.62,75.6,432.0
23.4,49.16,1002.85,69.82,446.05
20.76,51.19,1009.0,87.23,445.0
14.93,39.39,1014.31,80.68,468.88
18.56,42.18,1001.46,99.59,456.61
25.04,66.48,1004.12,63.01,433.83
13.4,41.58,1020.5,71.17,461.54
32.67,67.83,1007.81,42.16,425.75
11.74,40.6,1013.91,90.57,473.84
17.1,43.52,1020.3,70.51,461.51
30.82,76.2,1007.47,59.3,432.22
28.05,70.36,1006.73,64.42,434.06
2.64,39.64,1011.02,85.24,481.29
9.63,41.14,1027.99,87.89,469.73
24.53,74.78,1009.9,78.34,446.3
28.83,71.32,1006.28,75.65,437.99
11.84,-999.0,1014.54,86.78,473.82
23.74,49.5,1013.2,49.51,463.4
25.6,71.73,1010.15,68.99,436.7
7.3,43.65,1019.33,67.62,482.96
6.08,35.79,1011.08,90.59,483.08
21.53,52.84,1005.06,88.22,444.04
27.36,63.31,1013.7,51.58,440.4
17.14,44.2,1018.91,62.18,457.02
6.25,40.02,1032.14,80.22,481.38
23.08,74.78,1009.85,83.67,437.86
14.48,40.89,1011.39,82.18,470.44
7.5,40.02,1031.39,82.53,476.01
5.94,39.9,1007.84,86.33,485.86
9.22,40.92,1021.83,85.43,474.51
13.7,44.47,1027.51,70.77,468.79
13.11,41.58,1020.43,74.32,460.44
22.67,68.08,1013.0,66.59,443.79
11.4,52.75,1023.31,75.7,465.79
32.15,72.29,1010.13,50.19,435.71
17.3,42.24,1017.07,64.52,469.21
23.45,70.04,1010.99,79.2,436.46
23.38,59.07,1009.29,92.4,442.83
30.05,66.44,1008.46,76.82,427.55
14.8,58.2,1018.29,85.11,455.14
25.81,66.51,1016.53,62.19,437.57
7.94,43.65,1018.75,59.45,479.8
8.83,36.3,1027.08,72.69,479.86
29.47,65.51,1014.71,58.28,444.8
11.68,-999.0,1006.48,96.16,474.8
8.35,40.77,1011.77,90.25,478.82
27.46,61.86,1012.39,66.09,439.72
32.39,74.16,1008.53,61.09,431.17
22.56,48.92,1010.7,51.63,445.07
12.93,45.51,1015.27,87.27,469.83
27.94,63.07,1010.75,38.57,441.0
13.67,44.92,1023.6,85.35,467.71
21.9,63.13,1011.54,81.83,447.4
10.22,41.74,1022.65,83.58,479.01
19.31,43.56,1013.65,41.54,463.35
24.48,69.13,1002.88,69.43,432.71
18.07,44.92,1024.72,69.15,457.53
25.93,60.29,1017.62,50.03,444.04
30.17,74.22,1007.46,49.27,432.0
9.45,41.4,1027.34,86.66,475.49
25.89,74.22,1007.43,81.55,433.73
25.39,70.36,1006.76,73.62,436.5
28.38,72.39,998.93,73.85,432.02
