number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
6.0,102.8023,817.566666666667,153.333333333333,6075.90483333333,61.1666666666667,7.17533333333333,108.55443,2.5,171.0,100.807202222222,104.0
3.0,92.1862933333333,834.7,144.0,9190.0,117.966666666667,16.9433333333333,152.401666666667,4.33333333333333,113.0,22.9075907590759,3.79
7.0,90.3777,734.685714285714,165.285714285714,5665.347,59.0,11.0474285714286,102.289511428571,2.85714285714286,178.0,148.439511428571,1.56
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.5794742857143,27.0
3.0,86.7935,747.833333333333,161.666666666667,8813.33333333333,97.1566666666667,28.2466666666667,166.666666666667,4.0,83.0,160.0,3.0
4.0,93.5306,788.7,169.75,5093.10725,82.3375,7.8305,107.256645,2.25,205.0,95.8835430769231,4.0
6.0,31.8030566666667,973.8,102.333333333333,2531.58648333333,115.516666666667,4.11833333333333,27.48868,3.16666666666667,119.0,32.691556,76.7
2.0,205.79165,652.05,155.0,11595.0,28.65,4.485,40.5,3.5,2.0,35.44,7.06
6.0,94.4012333333333,743.1,165.166666666667,4954.23816666667,60.15,7.322,114.00443,2.5,183.0,86.4233104347826,2.3
3.0,64.1726395333333,666.933333333333,147.0,5531.0,84.0333333333333,23.1,116.333333333333,4.0,80.0,79.5625,7.46
2.0,60.33225,614.4,153.5,6007.0,41.25,14.195,30.0,4.0,35.0,30.5,15.3
3.0,73.5403483333333,660.1,162.333333333333,7884.66666666667,35.1,18.2633333333333,58.5666666666667,4.33333333333333,54.0,50.7374,14.6
2.0,85.93319,802.0,150.5,6694.5,142.05,16.1,27.26,5.5,95.0,27.26,6.9
2.0,50.458275,850.55,139.5,3366.0,93.25,58.2,78.5,3.5,145.0,99.0,3.838
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,90.4941125077399,47.2
5.0,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,171.0,61.5723314285714,35.6
2.0,74.47075,676.15,177.0,8805.0,53.3,22.9,41.0,5.5,12.0,45.0,8.3
2.0,39.367591,738.75,124.0,3876.0,15.95,6.77,109.5,2.5,24.0,149.75,6.7
5.0,85.856759,711.86,174.4,6075.0,43.986,15.0,55.6,3.4,117.0,57.088,7.97
4.0,91.8081,775.175,171.0,4956.10725,82.3375,7.4555,107.756645,2.25,205.0,95.7626137682272,43.6
3.0,39.5939,856.9,114.666666666667,5000.0,85.6666666666667,63.6666666666667,102.0,4.33333333333333,123.0,111.25,5.3
4.0,57.19952375,720.475,166.25,5839.25,52.95,15.0075,82.25,3.25,129.0,71.8856,1.845
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,97.2213449340574,92.0
4.0,117.715955,740.45,166.5,11566.25,85.85,28.675,85.75,4.5,139.0,80.4444444444444,1.9
2.0,92.69,871.95,136.0,8421.0,125.85,11.05,35.76,5.0,66.0,50.8628571428571,58.1
5.0,84.41015,772.18,165.4,6018.0858,78.766,13.6244,117.005316,3.0,177.0,171.818082857143,31.0
5.0,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,205.0,39.5623690909091,88.7
5.0,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,205.0,98.9552482352941,73.0
3.0,64.1726395333333,666.933333333333,147.0,5531.0,84.0333333333333,23.1,116.333333333333,4.0,80.0,190.839481555334,0.628
5.0,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,171.0,65.7911521252796,30.0
6.0,83.8915416666667,754.516666666667,162.0,4825.5715,56.75,7.672,114.50443,2.5,171.0,89.286415,79.0
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,99.3472561904762,50.0
2.0,105.80819,685.9,171.5,7940.0,98.2,16.9,60.5,4.5,53.0,57.25,18.0
3.0,157.599206666667,541.033333333333,212.333333333333,8068.66666666667,50.8333333333333,13.0333333333333,13.3333333333333,3.0,30.0,13.01,2.108
4.0,106.4127175,828.6,135.5,6611.85725,87.125,6.098,112.006645,2.75,147.0,109.256645,15.0
3.0,83.8996666666667,836.733333333333,160.333333333333,5550.0,68.9333333333333,36.54,82.7666666666667,2.33333333333333,176.0,122.83,1.85
3.0,100.062566666667,879.533333333333,145.666666666667,11700.0,127.1,55.6666666666667,143.0,5.33333333333333,123.0,141.4,3.2
4.0,77.0182625,783.425,164.75,4557.85725,80.1075,7.0555,112.006645,2.5,199.0,108.21329,41.5
3.0,64.1313462,621.9,160.666666666667,2846.66666666667,64.85,22.9666666666667,134.333333333333,3.0,142.0,138.314814814815,23.0
4.0,58.4578125,894.825,136.75,5143.35725,73.75,8.018,134.256645,2.25,164.0,110.398732727273,86.6
3.0,14.019,685.8,133.0,1577.66666666667,30.2666666666667,20.5666666666667,90.6666666666667,2.0,80.0,67.5833333333333,35.7
