number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
2.0,57.85275,667.5,165.0,2480.0,70.815,29.1,92.5,3.0,108.0,104.0,0.55
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,103.685667857143,54.0
3.0,121.722689666667,738.466666666667,156.666666666667,9439.66666666667,136.966666666667,22.7333333333333,160.333333333333,4.33333333333333,74.0,190.2,2.55
4.0,64.120475,783.775,130.0,5867.25,87.15,48.55,68.5,3.0,150.0,68.5,2.96
4.0,63.343430295,589.9,205.0,1659.75,76.275,27.97,93.5,1.75,231.0,138.52380952381,8.0
3.0,119.59104,669.366666666667,181.666666666667,5868.33333333333,99.1666666666667,6.2,8.84,4.33333333333333,144.0,6.76,0.48
5.0,100.561774,734.16,155.8,5761.2858,82.98,6.4444,88.205316,2.8,158.0,61.3151885714286,15.0
4.0,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,139.0,56.208,5.1
2.0,208.0902,709.05,148.5,10560.0,64.65,7.835,21.5,4.5,11.0,26.9,7.8
4.0,116.7251625,699.175,174.0,9833.25,65.825,27.35,52.5,3.75,130.0,80.5111111111111,3.06
5.0,43.65488,822.26,144.4,2941.4858,94.846,25.7304,135.005316,2.2,195.0,72.8481,20.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,96.3989276923077,57.0
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,90.90662,5.7
5.0,89.90228,809.48,162.8,5735.4858,66.17,9.7144,110.605316,2.2,205.0,95.8143123076923,84.8
1.0,26.9815386,577.2,118.0,2700.0,44.0,10.7,235.0,3.0,0.0,235.0,1.18
3.0,103.482533333333,806.266666666667,152.0,3771.143,94.5333333333333,4.43733333333333,22.00886,2.66666666666667,217.0,12.215948,11.0
6.0,92.8552416666667,737.666666666667,166.0,4926.90483333333,69.5,7.94366666666667,109.337763333333,2.83333333333333,199.0,67.4275093333333,62.5
5.0,83.79638,740.42,149.6,6404.0,80.02,41.06,57.0,3.0,161.0,65.1433333333333,11.77
4.0,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,205.0,10.955948,23.0
4.0,64.3865,798.05,127.25,5502.5,102.975,23.6825,58.30125,4.75,103.0,54.6466666666667,15.0
2.0,188.0285,818.9,186.5,20905.0,116.3,30.5,160.0,6.0,13.0,164.4,4.46
4.0,103.54625,834.85,133.5,7099.75,127.0,11.975,43.68125,5.5,103.0,58.0531666666667,10.6
6.0,78.6781333333333,776.416666666667,150.833333333333,5132.5715,63.7833333333333,9.09366666666667,120.337763333333,2.66666666666667,171.0,70.488176,69.5
2.0,69.5615,647.65,150.5,4524.0,15.95,5.98,121.0,2.5,11.0,96.04,3.67
4.0,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,205.0,60.97376,28.9
2.0,179.71894,667.65,204.0,14980.0,17.0,30.75,40.0,4.5,8.0,39.32,6.61
4.0,92.2091,776.875,169.25,4428.85725,82.3375,7.6555,108.006645,2.25,205.0,94.7944494992413,42.0
3.0,39.64126,1050.26666666667,107.0,3610.417,83.8333333333333,44.0533333333333,64.6752766666667,4.0,142.0,45.6958974509804,16.4
2.0,17.558,768.75,116.0,2099.0,14.85,29.35,93.5,2.5,58.0,71.3333333333333,39.5
3.0,58.5341816666667,648.533333333333,156.0,6494.66666666667,28.0,13.8633333333333,22.5666666666667,4.0,35.0,29.35364,10.1
7.0,96.3379,752.1,153.428571428571,5767.347,64.8857142857143,9.76171428571429,101.289511428571,3.14285714285714,171.0,164.526394059406,105.55
4.0,90.97585,782.425,146.0,5665.10725,91.35,6.4805,107.006645,2.75,158.0,61.8866171428571,17.5
2.0,75.38625,688.65,174.5,8478.5,60.15,20.2,86.0,5.0,3.0,23.92,1.6
2.0,114.71575,612.65,189.5,9710.0,26.8,24.15,27.0,4.5,37.0,28.3333333333333,8.85
6.0,70.9105416666667,787.333333333333,160.666666666667,3588.90483333333,86.1633333333333,7.07533333333333,78.37193,2.83333333333333,205.0,152.875582857143,50.9
2.0,128.807735,624.65,170.0,6728.0,79.15,6.65,40.0,3.5,50.0,53.5,6.43
4.0,44.91747,726.9,143.0,4466.75,65.0,36.425,63.25,4.0,111.0,50.31,5.4
5.0,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,205.0,91.2768124865281,58.0
5.0,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,171.0,61.5151885714286,19.2
7.0,62.3248928571429,789.171428571429,150.142857142857,3427.63271428571,77.8828571428571,13.2074285714286,71.0330828571429,2.85714285714286,205.0,153.258368571429,44.0
4.0,126.5792425,681.675,172.25,9234.0,110.725,20.9,62.75,4.0,95.0,78.1066666666667,2.04
2.0,123.9540345,769.7,172.5,12705.0,138.2,17.65,175.5,5.0,3.0,103.25,2.97
5.0,76.10446,681.38,178.6,5721.8,62.32,14.066,66.8,2.8,129.0,63.144,23.0
2.0,76.00575,680.2,174.5,9240.0,77.45,24.25,75.5,5.5,7.0,71.94,5.67
2.0,93.592,672.25,198.0,8395.5,58.0,28.5,81.0,5.0,16.0,100.333333333333,0.125
5.0,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,205.0,110.170842666667,61.0
4.0,90.97585,782.425,146.0,5665.10725,91.35,6.4805,107.006645,2.75,158.0,61.8866171428571,22.5
3.0,111.741666666667,799.666666666667,143.666666666667,7860.0,103.833333333333,14.1666666666667,58.0683333333333,5.33333333333333,103.0,61.5809917355372,14.4
3.0,40.9708266666667,1126.06666666667,100.666666666667,2857.56,79.5333333333333,9.12733333333333,18.01747,3.33333333333333,150.0,27.01291575,17.3
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,96.8331217956656,88.0
2.0,78.4575,734.7,167.0,10122.0,60.0,19.75,99.5,4.5,22.0,118.237,0.018
3.0,72.522475,653.033333333333,165.0,7314.66666666667,39.8333333333333,15.1966666666667,30.2333333333333,4.0,62.0,47.648,5.97
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,72.054176,80.5
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,87.03829,126.6
3.0,94.2169033333333,702.9,160.666666666667,8076.66666666667,-63.6333333333333,29.5,64.6666666666667,4.0,135.0,80.5555555555555,9.78
6.0,84.7469833333333,801.016666666667,163.666666666667,5610.90483333333,55.8866666666667,9.15866666666667,109.55443,2.5,205.0,85.2851588617886,125.0
2.0,111.9740538,733.25,146.0,11000.0,-134.15,11.6,277.5,4.0,56.0,315.75,0.0138
2.0,86.8755975,658.05,154.0,8105.0,47.8,9.73,91.0,3.5,4.0,82.54,3.95
4.0,137.514125,671.425,173.5,12252.25,86.4,14.115,98.25,4.75,29.0,81.5714285714286,0.97
3.0,74.5958,863.2,133.0,5323.80966666667,104.633333333333,6.80733333333333,139.00886,2.33333333333333,158.0,62.0151885714286,32.0
2.0,60.33225,614.4,153.5,6007.0,41.25,14.195,30.0,4.0,35.0,30.5,15.2
3.0,93.0405,762.3,157.666666666667,8276.66666666667,70.6666666666667,19.7333333333333,42.0,4.66666666666667,38.0,47.4,1.13
4.0,51.81085,799.125,151.5,3285.35725,68.2,7.4655,158.756645,2.0,171.0,148.621389620253,4.0
3.0,120.376,711.733333333333,141.333333333333,6953.33333333333,110.3,9.25333333333333,50.6666666666667,4.33333333333333,33.0,35.375,1.41
5.0,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,171.0,61.5122613636364,2.5
4.0,64.371225,668.2,183.0,4271.75,38.2825,12.9575,66.0,2.75,129.0,67.7,12.2
4.0,113.48375,776.8,144.0,7722.5,105.075,12.375,60.30125,5.0,103.0,60.539260220636,10.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,74.7450470588235,90.0
2.0,90.6708,874.85,141.5,8875.0,67.35,22.2,60.5,4.5,55.0,63.125,24.761
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.1866171428571,30.3
5.0,55.18976064,966.0,136.4,2804.625,122.244,6.0244,123.610856,1.8,211.0,98.6807281904762,90.0
5.0,73.000813,781.26,151.8,5327.4858,76.726,8.7644,109.605316,2.6,171.0,61.1723314285714,30.0
3.0,117.380254,761.133333333333,181.333333333333,8194.33333333333,56.0166666666667,14.5466666666667,62.7453333333333,4.33333333333333,155.0,41.9002421307506,1.9
4.0,74.7668405,804.75,155.25,4733.5,46.1625,12.535,36.809,3.75,155.0,51.21888,13.475
4.0,77.80697965,677.25,146.5,5975.75,90.225,19.075,104.0,4.0,80.0,68.6,12.5
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,72.414176,60.0
3.0,157.599206666667,541.033333333333,212.333333333333,8068.66666666667,50.8333333333333,13.0333333333333,13.3333333333333,3.0,30.0,13.01,2.108
6.0,120.375211666667,761.05,150.666666666667,6476.23816666667,74.6216666666667,7.21533333333333,81.8377633333333,3.0,171.0,44.6867655677656,31.0
3.0,71.9493062,641.866666666667,168.666666666667,7183.33333333333,68.3333333333333,24.5,142.666666666667,4.66666666666667,80.0,143.875,2.73
2.0,162.2832845,879.15,148.5,12770.0,208.0,15.0,161.5,5.5,51.0,108.666666666667,1.8
3.0,92.1862933333333,834.7,144.0,9190.0,117.966666666667,16.9433333333333,152.401666666667,4.33333333333333,113.0,24.1480263157895,4.2
3.0,95.4869,781.9,155.0,8616.66666666667,-76.7666666666667,55.5,100.666666666667,4.66666666666667,141.0,136.091954022989,12.4
4.0,90.6732175,782.675,148.5,5529.35725,90.85,6.6805,107.506645,2.5,158.0,60.4334626885237,25.1
5.0,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,205.0,92.5469276923077,57.0
2.0,136.08594,709.9,203.0,11580.5,37.55,28.5,40.0,4.5,6.0,28.1,4.28
6.0,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,171.0,72.014176,51.0
5.0,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,171.0,65.7911521252796,30.0
6.0,81.6830416666667,716.15,176.333333333333,4250.5715,60.72,8.06033333333333,108.671096666667,2.33333333333333,205.0,184.218082857143,82.7
2.0,25.5545,752.1,155.0,1558.0,102.65,53.665,120.0,2.5,176.0,138.095238095238,19.0
6.0,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,171.0,70.814176,68.0
4.0,69.32994875,753.1,160.25,6282.75,42.1075,16.425,66.0,3.5,105.0,59.188,7.2
5.0,63.083019,778.64,134.4,6473.8,82.76,42.08,74.8,3.2,150.0,66.3983739837398,4.8
6.0,80.9397833333333,746.033333333333,156.833333333333,4601.5715,50.6533333333333,7.127,137.337763333333,2.16666666666667,205.0,114.591235384615,132.6
5.0,105.45428,746.5,169.8,6180.8858,83.38,7.4644,87.005316,2.8,190.0,60.6266171428571,0.01
6.0,82.3181122,1029.41666666667,103.0,3784.6875,168.7,4.13533333333333,3.62988,3.83333333333333,153.0,4.363028,3.6
2.0,105.80819,685.9,171.5,7940.0,98.2,16.9,60.5,4.5,53.0,57.25,16.9
5.0,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,205.0,136.250956186368,117.5
5.0,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,205.0,98.1595413601236,79.0
5.0,73.000813,781.26,151.8,5327.4858,76.726,8.7644,109.605316,2.6,171.0,61.0009028571429,23.1
6.0,92.8552416666667,737.666666666667,166.0,4926.90483333333,69.5,7.94366666666667,109.337763333333,2.83333333333333,199.0,68.6310781023426,70.0
5.0,71.402474,759.66,155.6,4769.4858,74.106,10.0844,95.805316,2.8,171.0,60.6848314285714,35.9
3.0,101.175,772.566666666667,166.333333333333,7946.66666666667,96.0433333333333,14.91,68.4016666666667,4.66666666666667,132.0,55.440625,3.5
6.0,79.7807825,837.266666666667,150.166666666667,6869.23816666667,66.905,10.052,106.221096666667,3.0,171.0,61.51454,42.0
3.0,71.8366666666667,875.7,122.0,5358.0,136.8,11.01,27.4016666666667,5.0,69.0,43.3684345794393,8.5
3.0,121.392666666667,753.433333333333,137.333333333333,6749.0,108.933333333333,13.4866666666667,36.3333333333333,4.66666666666667,33.0,45.125,1.4
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,102.78204,133.9
8.0,96.8940129,835.3875,151.375,4980.390625,84.38125,5.8865,91.756785,2.25,211.0,187.223005494505,120.5
2.0,91.128,726.6,145.0,8135.0,114.35,10.05,233.5,3.0,0.0,133.6,5.71
3.0,50.1843462,662.433333333333,138.0,4711.0,72.2,21.7666666666667,108.666666666667,4.0,53.0,47.0,11.02
2.0,189.212,813.6,184.0,21790.0,84.25,29.5,99.0,6.5,8.0,128.142857142857,0.61
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,97.7520495787831,87.05
3.0,110.723793333333,792.6,146.333333333333,7290.0,108.566666666667,11.1,29.735,5.0,111.0,17.9060037878788,2.72
3.0,135.013666666667,710.2,185.0,10094.3333333333,114.25,19.9333333333333,49.6666666666667,4.0,128.0,60.1176470588235,5.35
6.0,83.4220916666667,733.466666666667,162.333333333333,4910.5715,54.1,7.577,116.337763333333,2.33333333333333,171.0,77.4143123076923,35.0
2.0,70.38669,660.7,187.0,6538.5,48.35,22.75,38.0,4.5,22.0,39.6,9.4
6.0,103.097283333333,722.183333333333,171.5,5628.73816666667,58.9866666666667,7.34366666666667,112.50443,2.33333333333333,205.0,78.8835430769231,78.0
4.0,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,205.0,11.201948,30.4
3.0,51.59336,907.633333333333,143.333333333333,4359.417,35.0666666666667,15.2866666666667,25.3419433333333,4.0,142.0,19.4997633333333,15.1
4.0,141.46525,668.6,166.5,10967.25,85.8,10.44,77.5,4.25,40.0,81.5414285714286,0.8
3.0,55.9686403933333,652.266666666667,185.0,1702.33333333333,85.5666666666667,36.5633333333333,105.333333333333,2.0,231.0,138.756972111554,7.0
