AT,V,AP,RH,PE
15.15,41.35,1006.3,86.16,468.64
26.75,56.57,1013.76,57.93,443.92
16.01,49.64,1026.35,77.75,457.8
12.68,40.69,1014.46,79.77,475.37
18.5,47.03,1013.97,93.6,460.08
28.84,73.03,1013.99,76.05,435.75
24.39,63.77,1013.3,77.53,443.65
26.53,63.87,1017.38,48.53,445.11
27.44,58.9,1003.86,66.74,442.19
23.46,57.85,1012.7,65.54,444.66
19.94,38.52,1018.4,55.9,450.48
14.95,42.74,1027.66,66.71,464.31
26.36,54.5,1015.35,66.87,451.81
15.3,43.14,1015.11,71.35,466.0
7.67,41.66,1016.25,77.0,485.03
27.88,75.23,1011.33,58.91,439.33
28.01,65.34,1014.68,46.86,440.77
30.57,69.71,1008.94,59.99,439.38
15.52,42.86,1015.09,83.48,467.12
12.41,45.87,1004.78,80.02,468.14
14.66,41.76,1022.12,78.13,463.6
16.37,44.0,1024.61,78.26,460.14
27.94,49.16,1004.22,35.46,436.75
21.03,69.05,1002.17,75.35,444.35
8.82,43.56,1014.95,81.54,482.71
28.46,60.23,1010.2,63.38,439.88
22.86,66.48,1003.77,71.22,435.56
16.0,42.86,1013.88,81.74,467.5
32.38,69.05,1000.76,45.85,429.31
14.14,43.34,1017.1,81.77,464.36
27.69,69.71,1009.9,69.91,440.43
23.09,63.76,1009.82,72.36,443.86
22.12,49.39,1019.8,72.83,451.0
6.37,41.03,1022.23,80.36,490.47
17.83,44.92,1025.04,70.58,458.42
21.39,63.9,1013.44,70.95,449.38
28.23,62.26,1010.88,60.86,435.76
23.69,63.77,1013.39,79.5,444.07
26.65,74.67,1015.73,77.32,435.9
31.15,66.25,1008.89,61.08,437.55
17.12,48.6,1007.38,79.15,454.47
13.79,45.08,1025.02,84.36,469.55
25.57,65.46,1014.81,38.58,444.46
4.89,45.87,1007.58,99.35,482.69
24.96,69.68,1011.37,63.12,447.2
15.89,38.73,1001.45,74.37,465.76
4.24,39.9,1009.28,96.74,491.25
19.35,39.39,1013.91,61.53,465.28
13.1,41.48,1009.0,87.41,460.34
20.1,58.95,1018.46,80.87,446.7
9.46,36.66,1026.22,72.58,479.06
6.64,35.19,1019.83,76.01,484.03
30.58,68.84,1011.34,51.29,439.71
15.78,41.16,1008.43,80.25,464.85
6.52,39.85,1012.55,86.36,483.01
5.76,45.87,1010.83,95.79,481.4
26.8,68.31,1011.04,61.48,447.85
28.37,67.07,1005.65,56.13,435.94
11.12,44.92,1025.58,93.52,470.82
13.16,43.41,1016.43,79.47,465.6
27.79,69.23,1012.86,45.71,435.06
22.78,58.59,1012.84,65.55,445.45
13.64,34.03,1018.32,62.2,469.61
26.94,66.48,1005.46,60.62,440.12
9.55,39.66,1018.8,74.88,480.74
26.19,49.3,1003.69,65.88,440.13
16.01,65.46,1014.0,87.68,454.16
31.25,74.34,999.06,69.85,432.22
8.01,40.46,1019.42,76.15,475.42
18.18,67.71,1004.5,87.26,449.24
5.89,40.07,1018.99,63.13,493.9
9.88,37.83,1005.68,97.61,470.44
28.22,51.43,1006.06,63.72,438.43
19.95,57.25,1011.08,88.04,453.03
23.56,71.85,1009.67,74.78,439.48
14.24,41.4,1019.7,70.32,466.88
23.97,44.57,1007.35,62.71,448.17
20.51,45.38,1014.29,69.14,461.87
23.34,73.5,1011.43,89.74,441.14
30.12,69.68,1012.89,60.64,436.34
9.37,38.56,1016.84,62.07,482.77
7.9,43.79,1016.14,83.05,485.26
10.24,41.58,1021.17,94.34,465.86
18.53,61.27,1019.84,75.22,454.72
10.51,37.5,1010.7,96.29,474.24
15.84,49.69,1015.14,90.41,462.6
17.34,44.06,1015.84,74.88,458.5
22.46,58.49,1011.5,70.54,448.46
8.85,41.06,1020.99,86.05,486.4
28.61,69.75,1009.82,71.7,440.53
23.36,65.18,1012.35,78.09,436.39
18.8,47.83,1005.86,76.77,453.9
26.31,44.57,1007.51,52.6,452.73
31.35,70.8,1010.11,66.37,432.19
16.05,65.46,1013.92,87.99,456.94
21.95,60.95,1015.22,75.09,450.38
25.2,63.76,1009.78,64.96,438.15
31.02,70.4,1006.24,77.86,431.37
25.46,70.32,1010.65,64.7,433.08
22.18,65.46,1016.74,54.02,447.92
15.56,41.1,1003.55,76.92,464.42
11.02,40.81,1016.31,78.13,474.01
28.43,68.08,1011.32,58.19,433.05
35.56,68.94,1006.56,38.75,429.69
15.76,44.89,1010.33,85.06,459.67
29.38,69.68,1011.35,49.25,430.2
24.8,66.51,1016.74,65.72,441.34
20.01,43.77,1012.13,65.53,455.66
13.67,54.3,1015.92,75.42,467.87
10.2,41.01,1021.39,96.64,468.27
26.21,65.12,1016.06,44.31,444.44
21.04,50.32,1008.41,90.19,446.33
29.26,69.34,1009.76,58.64,435.32
21.96,58.79,1010.51,87.32,448.89
30.85,70.94,1007.47,54.79,431.77
26.71,70.4,1007.59,82.63,432.64
15.01,42.77,1018.21,73.22,462.6
9.28,40.22,1009.23,88.43,480.73
18.13,49.39,1021.29,82.52,458.53
25.5,58.79,1016.02,64.4,440.01
