Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.94602108
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.30364936
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85209244
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.82725136
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.234302
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.20386516
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3.0,15.52010476
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.835874796
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.225328839999996
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.039949719999996
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.179323768
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0,40.93419012
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89334116
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3.0,21.02212324
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.494884039999995
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.426376088
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696
