frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
630.0,0.0,0.1524,55.5,0.00172668,123.583
1600.0,15.4,0.0508,71.3,0.0264269,130.065
1000.0,2.0,0.2286,39.6,0.00346574,129.147
250.0,17.4,0.0254,71.3,0.016104,113.796
200.0,15.4,0.0508,31.7,0.0289853,119.975
2500.0,4.0,0.2286,71.3,0.00400603,124.338
4000.0,4.0,0.3048,39.6,0.00579636,115.863
630.0,17.4,0.0254,55.5,0.0165706,122.411
630.0,0.0,0.1016,31.7,0.00150092,126.413
315.0,7.3,-999.0,31.7,0.0132672,130.239
4000.0,12.3,0.1016,55.5,0.0368233,114.404
800.0,3.0,0.3048,31.7,0.00529514,128.708
5000.0,22.2,0.0254,39.6,0.0229028,118.816
12500.0,0.0,0.0508,55.5,0.00076193,125.376
3150.0,4.0,0.2286,71.3,0.00400603,124.108
800.0,3.3,0.1016,31.7,0.00251435,131.362
630.0,0.0,0.1016,71.3,0.00121072,124.155
12500.0,4.0,0.3048,71.3,0.00497773,107.405
630.0,3.0,0.3048,55.5,0.00452492,129.569
5000.0,8.4,0.0508,55.5,0.00544854,115.812
1600.0,4.0,0.3048,39.6,0.00579636,123.213
400.0,12.3,0.1016,71.3,0.0337792,139.428
1600.0,2.0,0.2286,31.7,0.00372371,125.797
6300.0,5.3,0.2286,39.6,0.00614329,112.541
4000.0,0.0,0.1016,55.5,0.00131983,129.5
630.0,12.6,0.1524,39.6,0.0584113,116.55
2500.0,7.2,0.1524,71.3,0.00752039,124.353
6300.0,9.9,0.1524,31.7,0.0252785,108.689
2000.0,0.0,0.1016,71.3,0.00121072,132.095
3150.0,5.3,0.2286,71.3,0.0051942,123.12
2500.0,1.5,0.3048,71.3,0.00336729,124.512
400.0,6.7,0.1016,39.6,0.00578076,128.295
630.0,15.6,0.1016,39.6,0.0528487,118.084
10000.0,0.0,0.1016,39.6,0.00146332,119.561
5000.0,0.0,0.1524,39.6,0.00193287,123.453
2500.0,0.0,0.1524,39.6,0.00193287,126.863
2000.0,17.4,0.0254,71.3,0.016104,126.826
1250.0,0.0,0.3048,39.6,0.00310138,125.499
500.0,12.6,0.1524,71.3,0.0483159,121.664
10000.0,0.0,0.1016,55.5,0.00131983,121.93
200.0,12.3,0.1016,55.5,0.0368233,132.304
5000.0,9.5,0.0254,31.7,0.00461377,124.426
1250.0,4.0,0.2286,31.7,0.00509068,128.119
10000.0,4.0,-999.0,71.3,0.00497773,110.905
5000.0,3.3,0.1016,31.7,0.00251435,122.082
6300.0,5.4,0.1524,55.5,0.00433288,117.287
1000.0,5.3,0.2286,71.3,0.0051942,134.0
400.0,9.5,0.0254,55.5,0.0043284,120.952
3150.0,0.0,0.2286,55.5,0.00229336,125.16
1600.0,3.3,0.1016,71.3,0.00202822,133.664
1600.0,9.9,0.1524,31.7,0.0252785,117.119
5000.0,0.0,0.3048,55.5,0.00283081,119.606
2500.0,5.3,-999.0,71.3,0.0051942,123.74
800.0,0.0,0.3048,71.3,0.00266337,126.201
1250.0,17.4,0.0254,71.3,0.016104,126.356
1600.0,3.0,0.3048,71.3,0.00425727,126.514
6300.0,5.4,0.1524,31.7,0.00525474,115.591
