Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.315540328
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3.0,9.84965714581204
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,46.2293658
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.089791784
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3.0,35.36322404
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82075636
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270.0,53.300631656
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88455782
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37264682
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.192064116000005
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56.0,39.2656582
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.1695112
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,50.526869708
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28.0,47.813781648
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.89607912
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.056057496
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.664355176
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14492992
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.507014687999999
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,57.02655996
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,36.3009114
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.940954892
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.38612668
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478
