frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
8000.0,4.0,0.2286,39.6,-0.00473801,113.129
6300.0,9.5,0.0254,55.5,0.0043284,124.222
1600.0,1.5,0.3048,71.3,0.00336729,126.632
2500.0,7.2,0.1524,71.3,0.00752039,124.353
1250.0,4.0,0.2286,31.7,0.00509068,128.119
1250.0,2.7,0.1524,71.3,0.00243851,130.144
630.0,6.7,0.1016,71.3,0.00478288,131.448
315.0,17.4,0.0254,39.6,0.0172206,115.144
5000.0,0.0,0.1524,31.7,0.00209405,122.397
3150.0,5.4,0.1524,71.3,0.00401199,123.311
1000.0,0.0,0.1016,55.5,0.00131983,129.8
5000.0,0.0,0.0254,55.5,0.00041229,135.803
3150.0,9.9,0.1524,31.7,0.0252785,112.209
630.0,9.9,0.1524,39.6,0.0233328,126.465
250.0,0.0,0.3048,39.6,0.00310138,119.319
250.0,0.0,0.3048,31.7,0.00331266,118.595
630.0,15.4,0.0508,71.3,0.0264269,129.645
1000.0,12.3,0.1016,55.5,0.0368233,125.484
2500.0,11.2,0.0508,39.6,0.0150478,122.17
8000.0,3.0,0.3048,71.3,0.00425727,114.634
1600.0,0.0,0.2286,55.5,0.00229336,126.79
3150.0,0.0,0.1524,71.3,0.0015988,129.377
2000.0,0.0,0.1524,39.6,0.00193287,129.633
1600.0,4.0,0.2286,39.6,0.00473801,125.319
4000.0,12.3,0.1016,71.3,0.0337792,118.018
630.0,4.8,0.0254,31.7,0.000930789,120.078
500.0,2.0,0.2286,39.6,0.00346574,125.157
500.0,5.3,0.2286,39.6,0.00614329,132.251
2000.0,7.2,0.1524,39.6,0.00909175,120.228
1600.0,12.3,0.1016,71.3,0.0337792,124.748
630.0,3.0,0.3048,71.3,0.00425727,129.354
6300.0,9.9,0.1524,39.6,0.0233328,109.885
1600.0,9.9,0.1524,31.7,0.0252785,117.119
4000.0,0.0,0.3048,71.3,0.00266337,123.061
800.0,0.0,0.2286,39.6,0.00253511,130.205
6300.0,9.5,0.0254,39.6,0.00449821,120.324
2000.0,0.0,0.1524,55.5,0.00172668,129.673
2500.0,0.0,0.0254,55.5,0.00041229,130.073
315.0,7.2,0.1524,71.3,-0.00752039,128.713
400.0,0.0,0.3048,39.6,0.00310138,124.809
2000.0,0.0,0.1016,55.5,0.00131983,132.54
3150.0,5.4,0.1524,55.5,0.00433288,121.587
2000.0,0.0,0.2286,71.3,0.00214345,128.244
500.0,0.0,0.2286,55.5,0.00229336,123.78
800.0,15.4,0.0508,39.6,0.0282593,128.423
400.0,8.4,0.0508,31.7,0.00580776,120.076
630.0,12.7,0.0254,39.6,0.0130253,128.867
500.0,12.7,0.0254,71.3,0.0121808,126.898
5000.0,0.0,0.0254,39.6,0.000428464,136.536
200.0,8.9,0.1016,71.3,0.0103088,133.503
400.0,6.7,0.1016,39.6,0.00578076,128.295
800.0,4.0,0.3048,39.6,0.00579636,130.723
800.0,0.0,0.3048,71.3,0.00266337,126.201
3150.0,5.4,0.1524,39.6,0.00485029,119.137
10000.0,4.0,0.2286,71.3,0.00400603,113.108
2500.0,15.6,0.1016,39.6,0.0528487,110.264
315.0,7.3,0.2286,39.6,0.0123481,132.149
500.0,0.0,0.1524,39.6,0.00193287,119.513
12500.0,4.8,0.0254,71.3,0.000848633,127.688
4000.0,0.0,0.3048,39.6,0.00310138,119.229
200.0,9.9,0.1524,39.6,0.0233328,127.315
2500.0,7.2,0.1524,39.6,0.00909175,117.478
250.0,7.3,0.2286,55.5,0.0111706,136.384
4000.0,0.0,0.0254,71.3,0.000400682,138.557
3150.0,4.0,0.2286,31.7,0.00509068,120.229
6300.0,5.4,0.1524,55.5,0.00433288,117.287
1600.0,5.4,0.1524,71.3,0.00401199,133.241
4000.0,4.0,0.2286,55.5,0.0042862,120.654
400.0,7.2,0.1524,71.3,-0.00752039,130.123
5000.0,0.0,0.0254,71.3,0.000400682,136.837
800.0,0.0,0.3048,39.6,0.00310138,129.099
2000.0,6.7,0.1016,71.3,0.00478288,134.568
6300.0,3.3,0.1016,71.3,0.00202822,124.904
1250.0,0.0,0.0508,71.3,0.000740478,128.56
630.0,0.0,0.3048,31.7,0.00331266,129.095
6300.0,15.4,0.0508,71.3,0.0264269,115.215
2000.0,0.0,0.1524,31.7,0.00209405,128.907
3150.0,5.3,0.2286,71.3,0.0051942,123.12
4000.0,2.7,0.1524,39.6,0.00294804,121.889
6300.0,0.0,0.0508,71.3,0.000740478,133.04
315.0,12.3,0.1016,31.7,0.0418756,124.717
8000.0,5.3,0.2286,71.3,0.0051942,114.9
1250.0,3.0,0.3048,39.6,0.00495741,125.802
630.0,0.0,0.3048,39.6,0.00310138,128.629
2500.0,3.0,0.3048,71.3,0.00425727,124.024
2500.0,9.5,0.0254,55.5,0.0043284,134.152
2000.0,0.0,0.3048,39.6,0.00310138,123.689
800.0,6.7,0.1016,71.3,0.00478288,134.478
12500.0,0.0,0.2286,71.3,0.00214345,117.624
200.0,19.7,0.0508,71.3,0.0341183,118.005
4000.0,2.0,0.2286,55.5,0.00313525,122.232
630.0,6.7,0.1016,31.7,0.00592927,132.116
5000.0,17.4,0.0254,39.6,0.0172206,119.854
12500.0,0.0,0.3048,71.3,0.00266337,112.241
6300.0,7.3,0.2286,39.6,0.0123481,110.839
1600.0,8.9,0.1016,39.6,0.0124596,123.82
500.0,6.7,0.1016,31.7,0.00592927,130.206
2500.0,2.0,0.2286,39.6,0.00346574,121.397
6300.0,17.4,0.0254,55.5,0.0165706,114.861
2500.0,0.0,0.3048,71.3,0.00266337,125.571
4000.0,9.5,0.0254,55.5,0.0043284,131.582
5000.0,7.3,0.2286,39.6,0.0123481,111.959
6300.0,0.0,0.1524,71.3,0.0015988,125.427
1000.0,12.7,0.0254,39.6,0.0130253,130.947
630.0,8.9,0.1016,71.3,0.0103088,138.423
1000.0,6.7,0.1016,71.3,0.00478288,136.758
16000.0,0.0,0.1524,55.5,0.00172668,112.803
800.0,9.5,0.0254,71.3,0.00420654,127.206
800.0,22.2,0.0254,39.6,0.0229028,137.076
200.0,9.9,0.1524,71.3,0.0193001,134.319
3150.0,0.0,0.1524,39.6,0.00193287,125.603
6300.0,7.2,0.1524,39.6,0.00909175,112.688
1600.0,5.4,0.1524,31.7,0.00525474,123.761
800.0,0.0,0.1524,71.3,0.0015988,125.817
630.0,8.4,0.0508,55.5,0.00544854,126.152
1250.0,0.0,0.2286,31.7,0.0027238,128.805
2000.0,7.3,0.2286,71.3,0.0104404,122.708
1600.0,17.4,0.0254,71.3,0.016104,126.406
315.0,2.0,0.2286,39.6,0.00346574,120.137
4000.0,0.0,0.0508,31.7,0.000812164,134.11
