number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
2.0,75.38625,688.65,174.5,8478.5,60.15,20.2,86.0,5.0,3.0,29.68,2.6
3.0,86.9768173,686.433333333333,191.666666666667,4706.33333333333,107.3,13.2733333333333,58.4016666666667,4.33333333333333,211.0,45.5181818181818,6.3
4.0,61.611355,799.025,132.25,5605.75,87.15,47.3,68.5,3.0,159.0,65.3333333333333,8.56
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,99.4425869830186,59.4
4.0,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,205.0,179.003797142857,87.63
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,135.7533225,14.6
7.0,98.7793471428571,696.785714285714,182.857142857143,5834.77557142857,73.0042857142857,9.86028571428571,75.1466542857143,3.14285714285714,199.0,55.8391647058823,12.8
4.0,94.03645,827.5,138.75,5342.85725,90.4075,8.0555,110.756645,2.75,171.0,61.414176,91.5
2.0,144.0885,776.45,185.0,16420.0,112.95,31.0,144.5,6.0,10.0,148.9,0.29
7.0,120.525057142857,781.4,170.285714285714,8044.06128571429,64.79,10.4874285714286,91.1895114285714,3.0,183.0,118.1564475,65.0
5.0,88.45565,796.32,162.4,7416.6858,63.206,13.1444,100.005316,3.2,171.0,94.2281464122137,73.0
2.0,118.289,695.65,144.5,7003.5,67.55,11.48,53.0,4.0,23.0,53.0,2.1
1.0,26.9815386,577.2,118.0,2700.0,44.0,10.7,235.0,3.0,0.0,235.0,1.8
7.0,110.540542857143,736.385714285714,163.0,5944.91842857143,64.8,7.71885714285714,98.7180828571429,2.85714285714286,190.0,168.477658,88.0
4.0,144.041845,771.15,186.25,15715.0,130.075,27.2,103.5,5.75,21.0,100.0,6.13
5.0,102.605574,739.18,174.8,5303.6858,75.77,7.5244,88.405316,2.4,205.0,178.289511428571,88.0
2.0,113.6145,712.6,158.5,7980.0,15.95,4.78,89.0,2.5,5.0,82.14,3.3445
5.0,80.23848,736.3,169.2,4206.2858,66.644,7.3924,127.005316,2.2,205.0,96.8212353846154,90.36
3.0,127.36455,592.333333333333,203.333333333333,8566.33333333333,68.6,12.7,48.0,4.66666666666667,69.0,83.8,5.82
6.0,98.5317666666667,735.4,161.0,5460.40483333333,69.5,10.4603333333333,109.837763333333,2.66666666666667,171.0,66.2808426666667,29.0
4.0,71.4178675,889.875,128.25,4937.10725,72.175,12.0055,35.506645,3.25,147.0,36.8889851948052,28.3
3.0,161.784166666667,802.466666666667,179.333333333333,19200.0,123.766666666667,26.2333333333333,129.0,6.0,12.0,104.01,0.22
3.0,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,78.0,72.0866666666667,37.0
4.0,89.7017925,902.725,128.75,7514.31275,73.25,19.165,27.7564575,3.75,139.0,27.7564575,6.7
5.0,60.93397464,1047.9,111.0,3950.025,123.64,9.6564,28.410856,2.8,153.0,35.5066758,21.1
4.0,54.0683875,1024.5,113.0,2463.8035,215.775,31.35,39.282225,4.25,145.0,52.3687041666667,4.7
2.0,183.57744,759.6,194.0,18835.0,24.25,34.5,52.5,6.0,12.0,56.775,3.458
6.0,100.929283333333,711.733333333333,167.0,5480.23816666667,58.9866666666667,6.86033333333333,113.50443,2.33333333333333,205.0,81.8373892307692,90.8
4.0,106.164025,672.8,170.0,6518.75,70.7,6.3975,45.88,3.25,162.0,38.4181818181818,32.0
5.0,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,171.0,61.3480457142857,11.0
7.0,113.139181428571,735.0,148.571428571429,6394.48985714286,68.3042857142857,6.98314285714286,74.2895114285714,3.0,171.0,79.27443,12.0
5.0,63.083019,778.64,134.4,6473.8,82.76,42.08,74.8,3.2,150.0,65.836902800659,10.5
5.0,65.53419,766.34,149.6,5200.2,75.94,38.72,57.2,3.0,166.0,65.27,4.2
4.0,88.302,879.475,138.5,10155.0,118.85,12.045,167.55125,4.0,93.0,90.1171428571429,3.3
4.0,80.323025,743.45,165.5,7170.25,53.6075,17.8,78.5,4.0,105.0,62.15,21.9
2.0,49.40425,653.95,173.5,5308.5,30.6,20.75,26.5,4.5,5.0,27.4,7.46
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,95.4296969230769,67.0
4.0,90.1422625,781.2,156.25,5572.60725,91.35,6.4305,106.006645,3.0,199.0,60.8294742857143,19.5
4.0,74.07358,865.8,152.5,7718.272475,72.625,20.0145,66.045125,4.0,145.0,44.9609794520548,4.82
4.0,49.019775,817.375,134.75,6319.0,93.3,39.15,127.75,3.5,111.0,114.658,6.72
5.0,89.395704,734.96,170.8,4875.4858,73.986,6.9044,92.205316,2.6,199.0,61.34376,34.0
5.0,88.56496,775.56,164.2,6089.0858,88.57,11.6844,104.805316,2.2,205.0,92.6796969230769,89.5
4.0,94.03645,827.5,138.75,5342.85725,90.4075,8.0555,110.756645,2.75,171.0,43.9917333333333,6.05
2.0,103.5159,756.0,152.0,5900.5,126.5,11.865,8.1025,4.5,130.0,8.1025,1.1
2.0,109.412,764.35,164.5,6375.5,117.15,19.25,13.0,5.0,83.0,8.0,4.0
5.0,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,205.0,93.9900161370716,75.0
3.0,100.039731666667,669.5,171.666666666667,9319.66666666667,73.1666666666667,15.8,77.0,4.66666666666667,33.0,71.0,0.47
5.0,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,205.0,103.746382142857,62.2
6.0,79.4231338666667,972.666666666667,142.166666666667,4592.85416666667,102.12,5.402,104.39238,1.83333333333333,211.0,187.029523333333,114.0
2.0,128.807735,624.65,170.0,6728.0,79.15,6.65,40.0,3.5,50.0,53.5,6.55
6.0,75.8870166666667,719.65,165.333333333333,3962.90483333333,69.2333333333333,7.182,123.837763333333,2.33333333333333,195.0,74.1475093333333,64.0
4.0,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,205.0,61.0509028571429,29.0
4.0,110.056303,699.475,173.0,9429.0,89.675,28.55,83.0,4.0,106.0,114.736842105263,6.03
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,101.471156518219,20.0
4.0,73.688875,724.625,156.0,5576.5,79.3325,26.675,79.0,3.5,108.0,60.12,2.72
4.0,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,205.0,96.7659860324826,91.0
5.0,79.736926,767.92,171.2,5102.6858,79.31,11.9044,97.805316,2.8,205.0,57.9186593548387,77.3
5.0,103.010254,770.22,150.0,5503.4858,82.226,7.7044,91.205316,2.8,171.0,41.754796168717,21.0
3.0,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,73.0,20.3354838709677,3.9
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,97.3723857498057,75.1
4.0,109.1184675,722.05,175.5,4166.85725,64.7375,5.4055,12.006645,2.5,205.0,5.30730858617131,36.5
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,99.61644645469,56.3
5.0,66.55195772,750.64,155.2,3928.6858,70.59,8.6844,134.005316,2.4,205.0,94.8758507692308,68.6
5.0,103.010254,770.22,150.0,5503.4858,82.226,7.7044,91.205316,2.8,171.0,43.9963163636364,16.0
3.0,132.577156666667,596.466666666667,175.0,6715.0,69.9333333333333,6.26666666666667,30.3333333333333,3.66666666666667,50.0,53.49185,4.33
6.0,80.85525,861.883333333333,148.5,6575.90483333333,56.2883333333333,8.577,109.55443,2.66666666666667,171.0,61.96454,57.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,139.20886,90.5
4.0,104.19317375,643.925,166.5,8837.25,64.575,11.665,85.75,4.25,33.0,77.2857142857143,1.43
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,96.26662,22.0
2.0,99.10885,922.4,127.5,11640.0,85.7,69.0,94.0,5.5,121.0,51.68,1.98
6.0,103.075675,706.533333333333,189.0,4718.5715,64.5633333333333,7.32033333333333,84.1710966666667,2.5,205.0,98.4133178190255,63.0
2.0,79.314425,597.05,174.0,5188.0,30.75,8.495,23.0,3.0,76.0,25.0,1.68
5.0,43.65488,822.26,144.4,2941.4858,94.846,25.7304,135.005316,2.2,195.0,72.8481,20.0
7.0,94.5087714285714,733.785714285714,171.142857142857,6975.91842857143,78.3042857142857,14.0745714285714,102.289511428571,3.57142857142857,185.0,59.8244588235294,17.5
5.0,91.06128,813.88,162.0,5236.2858,66.17,7.2744,115.405316,2.2,205.0,97.8758507692308,87.8
4.0,77.80697965,677.25,146.5,5975.75,90.225,19.075,104.0,4.0,80.0,80.944,13.9
4.0,79.1145,742.675,139.5,6363.5,103.525,12.58,58.80125,4.75,103.0,62.2184,13.3
5.0,85.85668,807.1,145.2,5960.0858,73.38,6.6544,109.605316,2.6,158.0,61.2866171428571,14.0
7.0,77.2295314285714,723.657142857143,171.857142857143,4644.77557142857,54.2171428571429,8.766,103.86094,2.42857142857143,205.0,93.732391212329,51.0
2.0,116.6427,720.1,144.0,5759.0,47.1,9.8,84.0,3.5,2.0,84.0,0.7
6.0,92.8552416666667,737.666666666667,166.0,4926.90483333333,69.5,7.94366666666667,109.337763333333,2.83333333333333,199.0,71.7908426666667,83.15
4.0,104.19317375,643.925,166.5,8837.25,64.575,11.665,85.75,4.25,33.0,75.3571428571429,1.73
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,104.196623333333,89.0
2.0,123.155,788.6,134.0,6775.0,150.25,12.25,35.0,5.0,22.0,34.51269035533,0.189
5.0,99.894904,733.18,164.0,5687.2858,82.98,6.4044,87.405316,3.0,199.0,60.82376,19.8
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.2400457142857,28.6
2.0,99.43275,702.15,181.5,11365.0,92.3,28.85,144.5,6.0,17.0,144.5,1.97
5.0,86.38344,732.6,171.4,4772.4858,66.644,10.3724,126.805316,2.2,205.0,106.262401929101,41.0
6.0,92.521545,740.083333333333,157.333333333333,4844.5715,69.1666666666667,7.84366666666667,109.337763333333,2.66666666666667,171.0,71.9368426666667,84.7
2.0,17.558,768.75,116.0,2099.0,14.85,29.35,93.5,2.5,58.0,57.6923076923077,36.9
5.0,59.626788,973.96,121.8,4191.10378,73.0,10.156,28.441416,2.8,190.0,36.5146855012853,54.2
5.0,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,171.0,58.88376,28.3
6.0,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,171.0,69.852176,90.0
5.0,73.17706,672.5,183.0,5375.0,55.11,13.806,67.6,2.6,139.0,63.88,11.1
5.0,64.69816064,957.92,141.4,3020.625,122.776,5.9164,90.610856,1.8,211.0,61.01357,46.0
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,110.134176,63.5
5.0,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,205.0,95.396933125,53.1
5.0,62.24932064,937.1,143.0,4264.025,132.32,8.1344,62.610856,2.2,223.0,43.4047971084337,3.1
5.0,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,205.0,98.6166824844721,75.6
4.0,61.611355,799.025,132.25,5605.75,87.15,47.3,68.5,3.0,159.0,65.3333333333333,8.4
5.0,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,205.0,139.192778325253,116.3
2.0,183.57744,759.6,194.0,18835.0,24.25,34.5,52.5,6.0,12.0,56.55,2.77
5.0,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,205.0,109.414176,62.5
6.0,81.1273166666667,715.333333333333,183.166666666667,4188.90483333333,60.72,8.027,108.00443,2.5,205.0,99.1527738461538,71.2
2.0,54.9373475,704.1,161.5,7505.0,58.65,19.5,65.5,4.5,19.0,31.483,4.52
2.0,157.7002,753.2,156.0,10901.5,73.95,13.8,39.5,4.5,26.0,45.8,3.7
4.0,86.9507875,668.375,174.0,6129.25,58.725,24.35,65.5,3.25,106.0,101.914,3.51
6.0,68.539375,778.533333333333,165.666666666667,4272.23816666667,52.3866666666667,8.102,125.837763333333,2.16666666666667,205.0,96.3111035109718,42.0
5.0,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,205.0,93.098899299834,91.0
2.0,163.8452,705.55,144.0,8545.0,100.75,8.95,37.5,4.5,2.0,31.6,7.0
5.0,86.56316,778.2,165.6,5856.0858,88.57,9.7044,104.005316,2.2,205.0,88.80662,32.3
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.34376,35.6
2.0,141.56819,741.7,191.5,15580.0,97.6,28.9,70.5,5.5,13.0,67.2,1.78
2.0,208.0902,709.05,148.5,10560.0,64.65,7.835,21.5,4.5,11.0,17.45,8.8
4.0,94.8431,781.9,168.5,5255.60725,82.3375,8.1055,107.256645,2.25,205.0,95.9373892307692,91.7
2.0,149.212,687.45,180.0,8925.5,39.6,12.885,29.0,4.0,52.0,27.5,4.6
6.0,98.7817333333333,719.9,180.166666666667,5872.0715,55.7866666666667,10.8936666666667,108.671096666667,2.5,205.0,98.36176386346,82.7
6.0,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,171.0,89.177147368421,107.0
3.0,110.914950633333,819.433333333333,179.666666666667,7043.47633333333,89.8666666666667,12.4373333333333,68.6755266666667,3.0,250.0,42.0650558139535,2.0
5.0,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,205.0,92.1204661538461,72.2
