Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,44.0
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,53.0
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.0
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.0
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.0
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.0
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.0
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,35.0
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,16.0
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,44.0
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,25.0
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,80.0
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,22.0
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.0
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.0
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56.0,43.0
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,18.0
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.0
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.0
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.0
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,51.0
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,52.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.0
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.0
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28.0,37.0
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,44.0
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7.0,22.0
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,16.0
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,33.0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,13.0
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,51.0
