number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
4.0,104.19317375,643.925,166.5,8837.25,64.575,11.665,85.75,4.25,33.0,76.0714285714286,1.38
5.0,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,205.0,95.9050815384615,93.4
2.0,51.4688,651.25,168.5,6650.0,58.95,21.65,62.5,5.5,5.0,32.6695,3.89
2.0,49.858425,707.8,149.5,3466.0,29.65,30.7,22.0,3.0,125.0,25.5714285714286,6.0
1.0,92.90638,663.6,198.0,8570.0,87.6,26.8,54.0,5.0,0.0,54.0,9.18
5.0,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,205.0,95.7647515160796,22.0
3.0,64.1726395333333,666.933333333333,147.0,5531.0,84.0333333333333,23.1,116.333333333333,4.0,80.0,77.375,17.4
2.0,133.3447845,734.0,155.0,12602.0,127.35,9.045,174.5,4.0,38.0,126.0,1.15
7.0,106.454828571429,778.271428571429,148.0,5851.20414285714,72.4,9.31885714285714,100.289511428571,3.14285714285714,171.0,142.772151648352,136.0
6.0,103.394475,691.533333333333,188.166666666667,5263.73816666667,64.5633333333333,9.70366666666667,80.3377633333333,2.5,205.0,97.064457992278,79.0
5.0,66.164747,862.96,132.0,5838.01798,57.54,12.7516,48.0361,3.4,132.0,35.412625,23.0
3.0,129.624833333333,669.566666666667,181.333333333333,9608.66666666667,90.5,16.2,77.3333333333333,4.33333333333333,81.0,77.0,1.32
5.0,89.90548,913.12,140.8,5593.0858,96.17,5.0684,85.306316,2.8,205.0,88.622466,77.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,74.7450470588235,90.0
6.0,94.2181122,962.7,125.5,4207.02083333333,144.533333333333,4.652,5.70988,3.33333333333333,196.0,4.287428,3.26
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.4223314285714,36.0
2.0,148.943125,659.15,177.5,7126.0,61.9,11.15,12.5,4.0,69.0,13.4,2.25
2.0,107.33319,748.45,165.5,7633.5,96.15,23.25,39.0,5.0,65.0,48.9,1.95
2.0,159.65,857.1,158.0,10422.0,55.15,4.645,37.65,3.0,26.0,37.65,4.2
5.0,89.395704,734.96,170.8,4875.4858,73.986,6.9044,92.205316,2.6,199.0,61.34376,34.0
4.0,36.906175,959.0,127.0,1762.61625,115.675,6.89,27.0086825,3.25,150.0,12.0549465408805,11.6
3.0,98.4287933333333,717.3,185.666666666667,10291.0,72.0666666666667,26.5,88.0,5.0,29.0,74.264,1.34
2.0,92.06519,661.65,202.0,7540.5,65.1,23.9,38.5,4.5,8.0,44.7,10.8
3.0,94.7487933333333,710.6,156.0,7067.66666666667,105.633333333333,21.8666666666667,60.3333333333333,4.33333333333333,73.0,56.9175,14.3
6.0,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,171.0,150.496172847318,67.6
5.0,84.74818,743.22,149.2,6507.0,80.02,42.82,57.8,3.0,159.0,65.2,10.8
3.0,39.6334666666667,839.266666666667,135.0,3605.47633333333,92.3333333333333,13.074,74.6755266666667,3.0,142.0,38.1151405857741,2.2
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.7289282130042,22.0
3.0,26.6906373333333,722.766666666667,138.666666666667,2394.33333333333,16.4333333333333,24.9,67.6666666666667,2.66666666666667,97.0,65.5733333333333,30.0
4.0,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,139.0,55.8216,23.4
5.0,69.188633856,760.46,160.0,3136.6858,65.21,9.8444,40.805316,2.8,205.0,23.4210966666667,4.5
4.0,90.1422625,781.2,156.25,5572.60725,91.35,6.4305,106.006645,3.0,199.0,60.8180457142857,10.4
5.0,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,205.0,96.6847991358025,93.2
3.0,49.5945166666667,786.3,151.666666666667,3746.33333333333,65.2,45.0333333333333,59.6666666666667,3.66666666666667,145.0,87.8723404255319,10.7
5.0,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,205.0,87.0481584615385,18.6
5.0,97.92365,789.14,170.2,7238.6858,77.81,13.5444,121.005316,3.0,205.0,146.146654285714,60.0
