AT,V,AP,RH,PE
8.86,478.88,1025.64,79.65,36.71
14.12,468.45,1007.13,78.16,42.99
15.62,466.15,1007.01,79.21,40.89
11.48,470.39,1018.29,90.76,44.6
10.03,462.73,1014.55,95.61,41.62
18.26,457.43,1014.04,69.7,58.96
23.19,446.95,1007.83,63.31,42.67
15.8,468.55,1016.08,77.83,41.2
24.45,446.33,1013.38,45.35,68.63
27.17,429.87,1015.67,49.03,67.45
13.61,475.23,1022.36,72.87,40.71
24.13,436.22,1012.62,91.52,73.18
9.05,486.55,1015.57,75.48,40.67
27.37,433.34,1007.52,89.12,76.09
27.5,439.59,1014.93,47.46,65.34
23.74,463.4,1013.2,49.51,49.5
9.01,482.37,1016.67,63.61,38.56
14.33,462.94,1015.43,55.4,43.41
12.19,468.91,1018.96,80.91,44.63
28.08,438.83,1016.16,58.08,59.14
29.12,432.46,1008.05,46.86,67.83
12.1,477.61,1005.53,68.37,40.27
15.64,462.55,1024.51,78.31,43.71
18.15,449.48,1017.42,88.24,58.46
22.75,440.26,1015.4,81.41,59.39
31.9,432.27,1010.82,60.58,73.42
7.25,477.45,1024.99,95.85,41.14
18.98,454.6,1018.85,63.16,38.52
29.19,446.97,1011.48,55.55,67.51
13.97,459.84,1020.88,74.88,41.16
25.34,442.82,1014.61,57.51,65.61
15.6,463.82,1018.35,85.91,44.68
6.45,483.12,1018.86,67.84,35.77
20.34,442.73,1012.76,91.05,69.45
21.55,443.93,1017.42,92.59,60.27
14.94,466.73,1004.82,98.04,41.35
32.13,436.3,1003.34,56.39,74.34
23.09,438.56,1011.4,89.76,73.5
25.09,446.11,1013.2,70.42,57.43
9.68,479.56,1007.6,89.97,40.22
19.97,450.06,1016.05,70.58,59.14
6.93,486.94,1018.61,88.31,43.13
14.03,467.16,1020.5,83.65,49.15
11.48,464.07,1027.67,90.5,41.14
16.87,460.31,1012.7,71.63,52.05
14.24,466.88,1019.7,70.32,41.4
24.94,438.55,1012.72,73.71,63.94
32.81,430.53,1009.17,53.13,77.17
9.16,484.96,1021.3,76.08,41.03
14.04,469.75,1008.98,82.04,40.83
13.41,471.85,1015.1,79.32,39.35
34.09,431.19,1009.0,32.96,68.51
25.47,438.42,1007.27,65.91,60.75
26.12,434.67,1009.93,72.13,70.47
8.69,477.2,1026.87,80.28,41.04
17.73,453.94,1009.33,76.68,43.72
5.5,478.65,1021.46,78.91,39.04
24.55,447.3,1015.36,62.45,57.5
27.53,428.83,1009.13,89.06,72.58
9.75,481.34,1016.81,82.42,43.69
31.33,435.77,1011.97,36.62,65.18
22.11,448.15,1012.82,84.67,59.44
23.62,447.93,1010.07,48.77,61.87
19.92,459.39,1014.32,69.17,46.97
16.3,465.7,1001.79,73.45,38.73
21.31,455.34,1020.18,71.35,49.39
23.73,442.22,1009.71,78.7,61.02
18.31,455.24,1020.38,79.02,62.1
19.29,449.28,1007.94,63.71,67.71
10.32,481.51,1011.64,84.05,40.35
22.24,441.9,1011.83,79.37,69.23
13.85,462.39,1011.13,75.2,48.06
27.48,452.24,1012.2,45.06,61.41
12.28,468.0,1011.76,77.07,39.96
18.83,453.28,1016.33,74.23,48.98
11.73,472.51,1008.02,72.68,37.92
30.17,439.75,1017.06,43.81,64.79
7.67,480.06,1017.55,60.97,35.77
24.65,455.68,1014.76,66.63,52.36
7.94,479.8,1018.75,59.45,43.65
8.91,478.38,1022.78,98.0,43.52
29.59,426.62,1006.33,62.35,71.77
12.31,475.76,1021.19,74.38,41.06
20.77,442.82,1012.96,62.89,69.51
24.33,435.38,1008.5,82.45,77.54
5.81,479.66,1009.63,94.38,45.87
20.35,453.5,1012.6,72.43,50.9
19.32,450.88,1004.29,83.51,52.84
23.9,451.99,1011.95,67.87,61.41
20.37,454.47,1017.44,76.33,60.08
31.62,439.09,1010.94,58.93,64.05
20.97,453.26,1007.64,73.69,44.63
22.22,447.1,1015.87,53.18,48.98
22.4,440.04,1008.06,84.52,70.94
26.43,435.59,1004.36,55.9,66.48
26.03,440.6,1007.3,82.52,59.07
20.3,454.12,1020.27,76.49,56.53
24.35,441.74,1017.6,75.45,60.27
17.3,469.21,1017.07,64.52,42.24
31.0,431.07,1006.29,48.56,71.77
6.33,492.22,1012.06,93.16,39.33
13.32,472.33,1005.37,88.48,38.73
13.36,471.89,1010.3,93.26,39.64
26.9,434.18,1017.47,75.58,77.95
26.11,445.37,1007.64,70.12,70.36
27.44,452.0,1010.99,56.42,59.74
13.78,467.22,1027.94,71.09,44.47
26.05,443.18,1009.83,56.36,44.89
19.62,456.02,1020.76,76.53,62.96
9.47,480.79,1026.21,89.08,41.4
20.69,447.58,1008.71,91.95,50.78
22.51,450.75,1015.1,57.19,68.63
16.2,451.86,1013.97,89.84,65.46
25.3,440.86,1007.22,95.1,70.98
18.87,449.61,1005.25,99.19,52.08
15.03,467.61,1015.26,56.55,35.71
25.52,440.02,1007.33,85.12,67.17
21.46,457.28,1010.91,76.41,51.61
14.66,463.6,1019.37,79.79,42.77
18.58,459.06,1016.61,48.15,44.6
