Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.01138571527068
202.0,11.0,141.0,206.0,1.72,942.0,801.0,28.0,21.96670536
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.426376088
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.284354003999994
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,28.23748958
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.523602176
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.921839559999995
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.039949719999996
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56.0,36.56291228
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.80422888
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.940954892
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28.0,39.84481804
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.917043144
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.881630039999997
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.447869684
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.249270679999995
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.681082448
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.887365759999994
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.82725136
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.08573488
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28.0,39.37597436
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.200357771999997
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.377003588
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.104080959999997
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,55.25460664
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.398217439999996
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0,18.12632404
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.3938507
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024
