frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
5000.0,9.9,0.1524,55.5,0.0208438,112.065
2000.0,9.5,0.0254,55.5,0.0043284,134.052
6300.0,0.0,0.1524,39.6,0.00193287,121.313
2500.0,15.6,0.1016,71.3,0.0437259,118.998
1600.0,17.4,0.0254,31.7,0.0176631,126.846
250.0,22.2,0.0254,39.6,0.0229028,117.386
1600.0,8.4,0.0508,55.5,0.00544854,133.032
6300.0,7.3,0.2286,39.6,0.0123481,110.839
6300.0,0.0,0.1016,39.6,0.00146332,125.631
630.0,15.4,0.0508,31.7,0.0289853,124.685
5000.0,17.4,0.0254,71.3,0.016104,123.126
4000.0,4.8,0.0254,31.7,0.000930789,135.328
800.0,0.0,0.1524,31.7,0.00209405,129.117
6300.0,5.3,0.2286,71.3,0.0051942,116.92
16000.0,0.0,0.1524,55.5,0.00172668,112.803
5000.0,0.0,0.0508,55.5,0.00076193,134.556
1000.0,7.2,0.1524,71.3,0.00752039,134.273
200.0,9.9,0.1524,31.7,0.0252785,127.299
630.0,15.6,0.1016,39.6,0.0528487,118.084
2000.0,4.2,0.0508,71.3,0.00142788,129.848
800.0,12.3,0.1016,55.5,0.0368233,125.114
800.0,15.6,0.1016,39.6,0.0528487,118.964
3150.0,9.5,0.0254,31.7,0.00461377,128.536
4000.0,0.0,0.0254,31.7,0.000439472,137.047
1600.0,0.0,0.1524,39.6,0.00193287,131.013
500.0,11.2,0.0508,39.6,0.0150478,131.96
6300.0,9.9,0.1524,31.7,0.0252785,108.689
6300.0,3.0,0.3048,31.7,0.00529514,109.718
5000.0,12.7,0.0254,39.6,0.0130253,125.107
2000.0,15.6,0.1016,71.3,0.0437259,119.888
800.0,0.0,0.1016,31.7,0.00150092,129.053
6300.0,0.0,0.3048,71.3,0.00266337,119.541
3150.0,3.3,0.1016,31.7,0.00251435,128.252
6300.0,8.9,0.1016,71.3,0.0103088,117.253
400.0,11.2,0.0508,39.6,0.0150478,130.67
12500.0,2.7,0.1524,71.3,0.00243851,113.034
4000.0,0.0,0.0508,71.3,0.000740478,134.43
1600.0,3.0,0.3048,55.5,0.00452492,124.439
500.0,19.7,0.0508,39.6,0.036484,128.444
630.0,9.5,0.0254,71.3,0.00420654,125.726
400.0,8.9,0.1016,71.3,0.0103088,138.123
2000.0,4.8,0.0254,71.3,0.000848633,128.398
1250.0,22.2,0.0254,39.6,0.0229028,126.446
5000.0,2.7,0.1524,39.6,0.00294804,121.499
8000.0,0.0,0.0508,55.5,0.00076193,130.156
1000.0,4.0,0.2286,39.6,0.00473801,129.969
2500.0,7.2,0.1524,71.3,0.00752039,124.353
2500.0,6.7,0.1016,55.5,0.0052139,124.273
315.0,12.3,0.1016,55.5,0.0368233,135.674
10000.0,3.3,0.1016,39.6,0.00245138,115.321
10000.0,0.0,0.0254,39.6,0.000428464,133.376
2500.0,17.4,0.0254,31.7,0.0176631,124.166
8000.0,4.8,0.0254,31.7,0.000930789,127.008
400.0,8.4,0.0508,31.7,0.00580776,120.076
800.0,15.6,0.1016,71.3,0.0437259,124.188
1600.0,12.6,0.1524,71.3,0.0483159,120.534
3150.0,8.4,0.0508,71.3,0.00529514,131.966
630.0,0.0,0.1524,31.7,0.00209405,125.997
1600.0,0.0,0.2286,31.7,0.0027238,125.625
5000.0,8.4,0.0508,71.3,0.00529514,121.146
2000.0,2.0,0.2286,31.7,0.00372371,123.037
12500.0,0.0,0.0254,31.7,0.000439472,128.977
1250.0,4.0,0.2286,31.7,0.00509068,128.119
1250.0,6.7,0.1016,31.7,0.00592927,129.256
800.0,0.0,0.0508,39.6,0.000791822,126.508
315.0,15.4,0.0508,31.7,0.0289853,122.845
6300.0,7.3,0.2286,31.7,0.0132672,110.689
1600.0,22.2,0.0254,39.6,0.0229028,122.216
1250.0,7.3,0.2286,71.3,0.0104404,127.358
1250.0,0.0,0.2286,31.7,0.0027238,128.805
1250.0,0.0,0.3048,39.6,0.00310138,125.499
1250.0,3.3,0.1016,71.3,0.00202822,132.304
6300.0,9.5,0.0254,39.6,0.00449821,120.324
800.0,0.0,0.1016,71.3,0.00121072,126.805
1250.0,0.0,0.1524,39.6,0.00193287,131.023
2000.0,4.0,0.3048,71.3,0.00497773,124.395
315.0,17.4,0.0254,39.6,0.0172206,115.144
6300.0,4.0,0.2286,55.5,0.0042862,117.154
630.0,7.3,0.2286,31.7,0.0132672,126.189
500.0,15.4,0.0508,39.6,0.0282593,125.963
400.0,11.2,0.0508,71.3,0.014072,129.281
1600.0,17.4,0.0254,55.5,0.0165706,126.471
250.0,9.5,0.0254,31.7,0.00461377,120.136
5000.0,5.3,0.2286,71.3,0.0051942,118.05
6300.0,0.0,0.0508,31.7,0.000812164,130.34
2500.0,7.3,0.2286,39.6,0.0123481,116.559
8000.0,7.2,0.1524,71.3,0.00752039,113.333
2500.0,19.7,0.0508,39.6,0.036484,116.184
2500.0,4.0,0.2286,55.5,0.0042862,122.384
1600.0,7.3,0.2286,55.5,0.0111706,123.354
2500.0,22.2,0.0254,39.6,0.0229028,121.306
3150.0,0.0,0.1016,31.7,0.00150092,129.973
2500.0,0.0,0.2286,31.7,0.0027238,123.445
5000.0,3.0,0.3048,39.6,0.00495741,115.792
500.0,0.0,0.3048,55.5,0.00283081,126.416
1250.0,12.3,0.1016,39.6,0.0408268,121.165
3150.0,5.3,0.2286,39.6,0.00614329,118.441
800.0,2.7,0.1524,71.3,0.00243851,127.394
1000.0,0.0,0.0508,31.7,0.000812164,126.78
2500.0,4.0,0.2286,31.7,0.00509068,120.209
630.0,5.4,0.1524,55.5,0.00433288,131.807
400.0,15.6,0.1016,39.6,0.0528487,120.484
500.0,7.3,0.2286,39.6,0.0123481,130.299
5000.0,8.4,0.0508,55.5,0.00544854,115.812
1600.0,12.7,0.0254,39.6,0.0130253,129.977
8000.0,4.0,0.2286,55.5,0.0042862,112.524
200.0,19.7,0.0508,71.3,0.0341183,118.005
315.0,12.6,0.1524,39.6,0.0584113,116.02
630.0,17.4,0.0254,71.3,0.016104,122.606
800.0,11.2,0.0508,39.6,0.0150478,133.79
1000.0,3.3,0.1016,71.3,0.00202822,131.434
500.0,7.3,0.2286,31.7,0.0132672,128.169
5000.0,5.4,0.1524,55.5,0.00433288,118.757
2000.0,17.4,0.0254,55.5,0.0165706,125.261
2500.0,17.4,0.0254,39.6,0.0172206,124.154
4000.0,8.4,0.0508,71.3,0.00529514,126.926
6300.0,7.3,0.2286,71.3,0.0104404,115.818
500.0,12.6,0.1524,71.3,0.0483159,121.664
500.0,17.4,0.0254,39.6,0.0172206,117.514
1600.0,0.0,0.1524,55.5,0.00172668,130.183
