Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28.0,56.83350668
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.763120119999996
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28.0,31.17810472
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,23.8903434
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28.0,39.41734292
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,38.56239268
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,59.30183076
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,48.71837416
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360.0,44.296075096
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28.0,55.55108132
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.0932892
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28.0,57.915983999999995
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38150014
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,44.395359639999995
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,42.42345828
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28.0,64.90037588
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.483912255999998
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,61.23236356
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952296
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,38.01770664
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,52.908319811999995
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,27.923778
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,48.67011084
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,56.619079644
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.684340008
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,26.91369566
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,32.401235144
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,20.91870184
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.63917714581204
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3.0,11.98309288
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365.0,38.995383608
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,36.3009114
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.0621928
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,39.6621069
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.93522932
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56.0,51.72448952
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3.0,2.331807832
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.306627
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.84897484
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,25.422359072
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,55.50971276
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,32.922478999999996
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28.0,41.542997428
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,42.131120456
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.221551679999997
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.392211948
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62276688
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.526310044
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.41590396
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.382869119999995
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,11.654902304
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.398217439999996
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,41.20308576
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.494884039999995
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.98920824
