AT,V,AP,RH,PE
12.88,43.8,1023.19,59.18,468.19
31.91,69.89,1014.59,54.51,429.29
17.58,44.9,1020.52,71.48,459.78
18.89,58.66,1010.96,84.07,453.33
21.16,50.66,1014.13,72.77,455.86
21.84,59.39,1015.77,88.12,442.11
25.42,67.25,1017.92,68.61,439.43
25.28,72.39,1002.28,89.43,432.52
19.67,44.89,1009.43,73.88,455.2
25.69,73.18,1012.64,86.35,432.82
16.48,41.35,1005.61,89.07,465.64
5.84,40.62,1018.58,82.73,482.1
21.53,70.02,1010.33,95.95,440.93
19.82,46.63,1013.17,87.1,456.36
15.66,41.7,1018.0,77.0,452.58
29.08,67.79,1010.91,55.96,442.78
21.11,41.67,1012.44,52.86,460.33
16.68,53.16,1014.32,78.02,456.29
10.68,38.38,1020.79,72.33,476.22
28.01,73.18,1012.25,75.02,431.02
27.58,71.97,1008.51,87.99,430.53
26.97,67.32,1014.35,55.07,439.61
9.52,39.61,1021.18,73.78,478.79
22.22,59.14,1017.32,83.41,442.31
14.97,43.67,1011.13,87.33,465.54
23.84,49.21,1013.1,44.72,445.44
24.19,46.21,1010.79,62.04,440.87
29.32,63.77,1013.24,55.1,438.09
22.75,70.94,1008.03,81.95,439.91
5.84,40.62,1018.58,82.73,482.1
23.73,59.15,1014.08,62.65,444.07
22.74,61.87,1009.66,55.03,444.59
19.65,44.89,1009.76,75.36,451.35
31.59,62.7,1009.3,50.16,442.58
26.84,71.94,1006.6,79.12,427.2
12.28,39.96,1011.76,77.07,468.0
18.89,58.66,1010.96,84.07,453.33
25.42,67.25,1017.92,68.61,439.43
7.41,39.16,1015.23,90.66,486.91
26.82,66.51,1016.32,55.76,439.48
23.84,49.21,1013.1,44.72,445.44
19.41,46.63,1013.23,86.28,452.6
21.3,66.86,1013.04,55.43,450.56
10.98,41.54,1019.94,69.83,479.08
29.14,67.45,1015.51,46.47,433.34
15.39,39.31,1008.78,66.67,461.39
24.4,67.45,1015.63,57.1,435.47
19.0,58.95,1018.05,83.38,451.96
15.64,43.71,1024.51,78.31,462.55
13.93,42.86,1032.37,71.11,468.88
31.0,77.95,1010.14,65.97,431.62
26.71,76.86,1002.86,74.5,437.31
27.47,66.86,1006.1,70.2,437.45
19.81,56.65,1020.62,67.99,457.72
18.48,52.05,1012.41,68.2,458.62
27.46,69.98,1013.28,63.73,435.36
17.9,58.33,1013.6,85.81,452.28
25.37,66.75,1017.94,79.26,434.16
16.25,58.16,1018.34,78.59,458.31
22.52,67.32,1011.4,66.2,443.49
18.85,67.32,1012.91,82.37,446.7
24.8,50.23,1016.62,63.13,453.56
22.43,55.97,1008.97,85.98,443.74
10.82,42.02,996.03,99.34,475.46
27.98,67.17,1007.32,75.29,440.68
24.4,67.45,1015.63,57.1,435.47
17.98,59.15,1012.09,83.03,451.97
23.92,71.98,1006.22,92.96,433.23
10.04,41.62,1013.36,95.17,463.87
13.1,49.83,1007.29,92.79,466.08
12.88,43.8,1023.19,59.18,468.19
20.31,69.94,1009.7,86.53,446.87
20.37,69.48,1011.04,84.31,445.81
23.63,58.62,1016.45,69.97,445.51
24.88,49.16,1006.04,64.54,445.18
21.63,71.85,1009.44,76.89,434.1
25.31,60.75,1008.65,79.35,437.33
11.6,40.27,1008.55,72.12,473.89
17.48,52.9,1020.03,76.47,458.34
25.14,60.37,1006.63,77.17,438.39
11.1,40.92,1021.98,94.14,462.07
25.86,61.08,1013.51,67.5,449.67
23.63,73.18,1012.29,88.81,437.7
10.27,38.38,1022.16,70.77,475.58
23.92,61.87,1009.63,54.16,441.15
25.21,63.21,1012.24,85.14,441.04
9.47,41.4,1026.49,87.9,479.68
14.17,42.86,1030.94,66.47,466.2
29.56,70.4,1006.49,82.95,432.85
33.63,70.4,1004.02,53.6,430.05
19.62,62.96,1020.76,76.53,456.02
21.38,49.21,1012.49,53.77,449.66
14.56,41.76,1023.82,85.36,464.3
6.05,41.14,1027.69,86.93,481.02
6.57,43.65,1018.24,74.47,481.46
28.56,69.51,1012.45,46.59,434.35
21.32,49.02,1008.81,85.81,445.65
24.97,54.2,1012.68,74.25,439.71
13.3,37.9,997.41,91.51,465.61
27.24,77.17,1009.37,81.51,439.12
10.91,37.92,1008.66,66.53,473.72
12.68,40.69,1014.46,79.77,475.37
15.39,39.31,1008.78,66.67,461.39
30.62,66.54,1004.11,55.36,429.01
22.74,61.87,1009.66,55.03,444.59
17.9,58.33,1013.6,85.81,452.28
21.3,66.86,1013.04,55.43,450.56
21.09,74.93,1015.11,81.93,443.51
28.62,69.98,1013.3,68.53,432.11
23.92,61.87,1009.63,54.16,441.15
28.9,68.12,1011.87,46.56,438.53
33.37,79.05,1007.19,62.64,430.42
23.51,63.78,1016.1,69.79,446.58
31.71,69.04,1008.79,49.32,441.15
19.82,46.63,1013.17,87.1,456.36
31.44,64.44,1014.04,49.15,437.6
20.6,60.08,1017.84,75.92,454.39
27.6,69.34,1009.63,71.58,440.6
26.16,52.36,1013.62,58.52,453.08
30.69,73.67,1006.14,60.58,430.45
