AT,V,AP,RH,PE
26.88,73.56,1004.85,94.36,430.63
11.34,41.54,1020.25,75.83,477.24
19.09,44.63,1019.91,39.32,461.36
24.36,68.61,1010.27,63.78,448.71
23.09,60.95,1015.02,68.78,450.31
15.95,42.24,1017.71,69.32,465.35
18.67,58.46,1016.73,87.7,447.16
23.17,51.19,1009.5,76.15,441.77
29.31,68.67,1006.18,63.38,435.57
26.39,49.02,1007.62,70.82,438.53
12.26,39.96,1011.79,79.06,470.87
14.18,42.99,1007.19,73.21,468.35
15.55,45.09,1014.33,62.19,457.36
26.19,73.77,1001.31,91.87,433.34
23.63,58.98,1010.99,81.16,444.43
24.62,58.66,1011.43,56.61,449.8
13.91,44.58,1021.36,78.98,472.67
15.28,40.0,1016.65,65.0,458.76
31.41,64.44,1013.84,49.49,439.3
31.85,69.04,1008.35,46.09,434.79
22.36,58.79,1016.69,73.6,445.76
28.53,69.84,1004.46,68.03,427.72
30.16,73.17,1010.74,58.99,434.43
10.33,40.69,1014.25,84.46,480.18
18.93,59.39,1013.92,68.78,450.14
23.04,48.06,1014.16,54.99,459.36
11.93,38.78,1013.15,96.08,474.57
31.11,71.8,1010.81,56.08,437.2
26.44,71.73,1009.52,81.75,430.55
27.54,75.6,1018.26,57.89,440.87
12.28,43.67,1012.69,70.23,475.08
8.99,39.04,1021.99,75.98,483.35
25.89,63.56,1013.82,64.51,443.82
8.85,40.43,1025.68,80.42,491.81
22.84,59.39,1014.61,80.36,443.71
10.29,41.46,1020.84,89.03,480.32
16.47,44.89,1010.04,82.01,459.69
19.5,40.79,1003.8,89.45,457.09
20.19,66.86,1012.97,64.7,454.84
15.87,39.31,1009.95,66.78,460.59
27.74,74.78,1010.05,60.82,436.87
10.48,39.58,1011.81,88.86,472.61
18.18,50.16,1010.22,99.73,451.14
22.67,60.77,1017.56,79.43,444.43
16.78,39.63,1005.84,87.91,465.97
17.3,42.24,1017.07,64.52,469.21
21.76,47.93,1005.34,86.28,444.77
22.51,68.63,1015.1,57.19,450.75
11.82,41.67,1012.94,84.51,476.73
18.11,43.43,1008.65,73.3,451.38
17.48,44.71,1014.99,36.71,465.61
8.91,40.69,1015.11,89.65,481.59
24.2,59.07,1009.25,88.25,441.93
24.1,52.84,1006.47,47.58,444.69
17.97,65.94,1012.92,88.22,448.88
14.12,42.86,1011.84,88.29,471.86
4.99,41.03,1022.33,83.11,493.16
22.61,60.27,1018.81,83.27,440.98
15.52,40.0,1017.0,66.27,454.14
16.5,49.39,1018.35,93.42,462.48
29.6,71.14,1011.46,52.69,430.55
11.87,41.58,1017.29,90.3,464.77
22.57,62.4,1009.77,86.05,444.69
24.6,48.78,1018.1,73.71,442.23
8.27,39.64,1011.0,84.64,479.91
7.3,39.72,1020.85,77.83,485.1
20.6,60.08,1017.84,75.92,454.39
7.71,38.06,1021.0,83.47,482.78
8.35,40.77,1011.77,90.25,478.82
23.07,69.23,1011.78,76.06,437.08
16.51,41.79,1007.1,74.03,457.74
13.47,43.34,1012.75,87.04,468.8
21.98,59.39,1015.25,84.52,446.79
21.95,60.95,1015.22,75.09,450.38
30.56,72.39,999.96,69.81,430.85
16.33,42.44,1013.98,84.9,462.44
25.41,68.94,1007.21,69.2,436.95
9.3,38.18,1017.19,71.51,480.14
26.7,70.32,1011.04,86.41,438.46
21.44,48.98,1014.4,54.22,454.5
16.97,42.86,1013.92,74.8,463.62
8.01,40.46,1019.42,76.15,475.42
15.01,39.52,1017.53,72.0,468.02
29.92,67.22,1014.09,50.62,444.78
14.08,43.41,1015.59,54.15,466.99
14.17,41.67,1013.4,72.77,471.42
24.09,73.68,1014.93,94.55,441.34
32.09,70.4,1003.73,55.65,434.64
28.71,51.43,1006.4,64.79,440.17
26.88,74.78,1010.42,64.81,440.84
18.87,43.43,1009.16,69.5,454.58
22.55,69.84,1006.57,76.29,438.54
15.01,42.77,1018.21,73.22,462.6
21.95,57.76,1018.02,67.72,452.27
16.66,36.71,1013.68,70.66,466.07
30.09,64.96,1001.29,56.04,430.3
16.44,53.16,1014.82,75.29,458.49
17.74,49.69,1006.09,80.7,457.05
13.69,44.85,1016.89,79.87,470.78
3.91,35.47,1016.92,86.03,488.67
8.96,40.02,1031.21,82.32,475.47
32.2,69.68,1012.12,42.47,437.35
25.52,71.98,1006.89,86.94,433.42
32.31,66.44,1009.6,63.92,428.44
16.69,44.78,1010.41,58.18,456.17
6.79,38.5,1012.61,72.46,488.69
20.67,57.5,1014.42,81.89,453.29
17.2,58.49,1012.06,92.01,458.5
26.12,70.47,1009.93,72.13,434.67
30.5,66.75,1017.55,38.2,432.87
29.19,67.51,1011.48,55.55,446.97
7.74,42.49,1009.07,90.11,481.69
28.39,65.51,1014.52,66.48,438.78
7.63,40.56,1023.13,81.01,486.7
6.05,38.68,1017.46,66.13,483.5
24.61,69.68,1012.06,92.47,438.51
11.9,39.16,1016.53,84.59,477.75
10.16,40.8,1028.13,86.39,477.49
23.71,50.23,1017.55,73.24,458.59
31.73,73.42,1010.8,61.81,430.46
