Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.091250688
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7.0,7.995853172
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54104884
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.931941843999994
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.19984832
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.39847724
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307951999994
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174488
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3.0,30.44726016
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.93522932
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.494884039999995
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.260122448
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.83518532
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180.0,41.836714204
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.75674496
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.314271244
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.881630039999997
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56.0,74.3649114581204
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.6440906
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.966865263999996
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.70002808
339.0,0.0,-999.0,185.0,0.0,1069.0,754.0,7.0,21.16001844
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96429718
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,57.02655996
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,59.89478012
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.335934716
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100.0,56.7438748
277.05,0.0,97.39,160.6,11.83,973.9,875.61,100.0,55.6407132
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.215586251999994
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28.0,23.8903434
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28.0,26.22766704
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515183999994
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.331488199999995
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.447519959999997
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.569747032
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76377968
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.38846488
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246
229.68,0.0,-999.0,195.23,6.13,1028.1,757.63,100.0,40.85834776
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048
289.0,134.0,-999.0,195.0,6.0,924.0,760.0,28.0,46.24315532
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.786922
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517131999996
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.511011759999995
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.416073836
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.83974188
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,15.069975430541358
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.1695112
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.986610239999997
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29453624
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.296095039999997
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.69860924
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.52010476
317.9,0.0,-999.0,209.7,5.7,860.5,736.6,28.0,40.062002979999995
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14.0,33.72916592
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.310404159999997
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.99078716
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37264682
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77327244
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796000005
362.6,189.0,-999.0,164.9,11.6,944.7,755.8,56.0,77.29715436
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.377003588
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14.0,19.41564416
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.0297974
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.280886679999995
181.38,0.0,-999.0,169.59,7.56,1055.6,777.8,3.0,13.62404576
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.86585204399999
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100.0,56.06129356
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.225328839999996
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.38520732
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.694722036
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52272288
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.2985732
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.27555072
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3.0,15.340841
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,38.32797084
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14.0,31.35047372
