AT,V,AP,RH,PE
22.49,61.47,1009.14,90.23,437.01
20.98,43.77,1010.67,62.73,449.88
4.0,39.9,1009.64,97.16,490.79
30.12,69.71,1009.1,52.02,435.85
22.58,58.12,1014.88,80.59,448.32
10.58,42.34,1022.32,94.01,474.91
16.73,58.59,1015.02,89.61,455.3
11.89,40.03,1019.53,89.48,471.85
27.89,73.17,1009.85,64.22,432.83
15.69,39.3,1019.03,60.57,464.17
23.38,48.78,1019.03,78.69,446.18
8.66,44.68,1022.99,95.45,479.62
20.55,65.46,1013.87,58.09,448.83
27.01,69.75,1009.78,81.29,442.57
28.97,78.92,1011.71,88.5,430.98
12.79,41.62,1010.52,81.83,466.91
24.17,48.78,1018.08,75.14,440.96
11.45,40.8,1027.74,78.6,476.28
11.02,44.58,1016.4,83.57,481.85
11.85,42.07,1017.92,93.45,467.25
1.81,39.42,1026.92,76.97,490.55
16.47,38.01,1022.3,72.29,461.54
32.63,74.99,1002.42,40.07,432.79
25.51,67.69,1004.53,80.03,433.02
9.15,44.03,1012.45,81.67,474.26
31.81,69.88,1007.94,55.91,432.6
8.48,40.05,1015.89,90.25,483.5
28.29,68.08,1010.77,53.92,430.93
15.98,44.68,1018.48,85.94,462.77
12.97,40.75,1016.05,79.67,476.28
9.97,41.26,1020.6,91.14,475.43
9.03,37.14,1012.79,76.27,478.95
9.93,39.04,1023.78,77.08,480.54
31.21,66.44,1008.57,65.76,430.7
18.64,67.71,1003.84,89.63,442.26
16.51,51.86,1022.37,81.18,442.48
6.77,40.78,1024.86,96.58,478.24
18.11,44.85,1014.48,48.94,458.85
12.59,41.14,1025.79,86.55,465.74
20.55,46.21,1013.21,73.18,448.66
28.66,77.95,1009.56,69.07,431.23
32.67,77.95,1014.62,50.73,432.32
30.47,70.02,1009.65,62.03,435.72
27.14,64.27,1012.71,54.4,441.68
24.29,62.91,1013.04,65.85,442.18
25.5,63.91,1009.4,75.22,444.26
19.64,46.33,1013.33,98.99,451.45
15.25,52.9,1014.86,76.87,463.93
6.57,42.07,1004.48,74.82,483.86
11.2,41.38,1021.65,61.89,476.87
11.85,42.07,1017.92,93.45,467.25
26.36,73.68,1013.99,86.44,430.39
12.52,41.44,1016.08,68.94,477.18
29.01,70.04,1010.02,57.35,430.26
22.61,42.8,1014.24,69.71,460.26
30.36,69.82,1010.02,54.22,439.05
30.28,74.67,1016.45,55.76,428.27
10.58,42.34,1022.32,94.01,474.91
28.29,68.08,1010.77,53.92,430.93
30.82,70.36,1006.47,58.79,439.16
18.87,43.43,1009.16,69.5,454.58
23.55,62.96,1020.16,70.16,447.65
10.1,41.58,1021.26,94.06,468.19
7.36,40.07,1017.29,52.55,489.45
29.87,73.68,1015.1,40.96,433.43
15.25,52.9,1014.86,76.87,463.93
23.63,63.57,1011.05,87.96,449.01
17.31,44.71,1017.43,35.4,463.05
28.75,77.24,1008.92,77.17,433.03
15.93,52.75,1024.57,58.71,457.92
5.62,41.31,1001.37,89.16,485.6
23.36,72.24,1010.99,94.41,434.15
25.16,60.23,1011.21,68.31,444.98
18.44,45.38,1014.3,86.02,461.99
8.33,39.72,1020.24,82.84,479.12
23.97,64.33,1010.54,84.65,443.87
17.46,39.99,1008.52,69.73,461.01
19.59,66.54,1012.73,85.84,447.16
22.08,41.54,1014.21,73.73,458.74
25.03,60.84,1017.69,59.23,441.58
17.13,43.79,1016.09,58.94,465.3
18.92,67.71,1008.19,64.53,446.77
10.42,41.46,1021.04,89.16,479.24
9.82,36.18,1019.18,65.8,475.21
26.67,59.44,1012.01,58.83,441.29
29.3,73.67,1005.64,65.31,431.07
28.9,68.84,1011.64,64.44,437.06
30.57,73.03,1013.75,73.68,437.42
10.87,38.38,1020.85,69.78,477.03
16.13,53.82,1015.63,63.08,459.16
9.15,41.82,1032.88,75.11,477.78
22.95,67.79,1009.89,91.69,442.19
12.29,40.71,1019.71,83.09,469.75
22.66,68.3,1017.73,86.92,431.27
8.48,40.05,1015.89,90.25,483.5
18.86,50.78,1008.46,91.67,446.7
10.39,40.22,1006.59,87.77,479.14
18.75,63.09,1018.19,87.84,450.98
25.51,67.69,1004.53,80.03,433.02
11.12,44.92,1025.58,93.52,470.82
23.63,63.57,1011.05,87.96,449.01
19.07,49.69,1007.22,76.79,453.09
30.7,69.59,1008.03,66.78,433.4
21.18,45.01,1012.57,48.05,451.62
33.5,70.8,1008.99,57.24,433.19
22.51,68.63,1015.1,57.19,450.75
29.79,77.17,1009.68,64.0,432.84
13.22,40.83,1007.82,92.72,472.72
11.45,40.8,1027.74,78.6,476.28
26.2,71.73,1010.14,76.14,430.89
19.69,56.65,1020.86,73.41,455.32
30.68,69.68,1012.86,56.56,438.68
19.69,56.65,1020.77,62.83,456.29
32.63,74.99,1002.42,40.07,432.79
19.07,49.69,1007.22,76.79,453.09
23.45,70.04,1010.99,79.2,436.46
7.36,40.07,1017.29,52.55,489.45
14.44,40.1,1015.51,79.78,468.19
12.29,40.71,1019.71,83.09,469.75
23.18,59.04,1011.44,79.28,443.12
