AT,V,AP,RH,PE
18.89,67.71,1003.92,86.12,443.54
34.09,68.51,1009.0,32.96,431.19
4.73,41.31,999.77,93.44,486.6
22.61,50.32,1008.41,79.4,444.74
14.85,40.69,1014.91,72.64,469.3
31.79,76.2,1007.89,56.3,434.01
30.58,65.18,1011.61,37.43,437.17
30.71,68.27,1007.76,68.04,428.27
29.0,69.13,1001.22,52.96,425.5
28.18,60.07,1016.34,49.13,441.61
30.71,68.24,1006.15,34.15,429.41
23.57,64.15,1020.95,68.19,450.08
10.04,39.13,1011.26,88.91,474.61
21.38,58.33,1013.05,72.75,446.8
27.51,73.67,1005.71,76.75,431.97
21.65,56.89,1013.13,66.07,445.93
9.29,34.03,1018.84,74.81,483.74
27.5,68.24,1010.38,73.44,430.9
21.39,52.3,1009.2,79.77,446.87
22.92,60.37,1007.05,89.94,438.86
20.57,44.9,1008.39,62.69,456.18
17.65,62.1,1019.63,84.3,452.2
21.45,45.09,1013.83,52.26,453.15
30.82,70.36,1006.47,58.79,439.16
21.43,63.94,1012.68,99.68,445.29
11.97,41.04,1026.42,70.75,468.81
30.24,66.75,1017.95,55.66,435.02
19.7,51.3,1014.88,88.1,454.94
24.8,65.48,1018.56,62.05,442.02
24.49,59.87,1018.4,59.95,444.54
12.73,44.34,1015.11,93.55,472.94
15.61,38.52,1018.4,80.99,439.21
28.03,60.23,1010.23,66.04,438.88
27.84,71.32,1007.72,79.25,431.37
28.12,73.42,1011.49,80.16,435.46
11.38,39.22,1018.62,57.14,473.71
22.61,60.27,1018.81,83.27,440.98
29.12,58.84,1001.31,52.86,446.51
14.12,39.52,1018.41,78.32,465.09
19.16,43.43,1012.36,72.59,451.0
20.46,54.2,1011.4,84.0,448.1
13.78,43.22,1011.31,69.7,463.71
21.93,61.45,1008.92,98.54,443.91
25.45,70.04,1011.2,82.48,430.2
25.3,58.46,1015.91,69.71,439.25
22.82,69.94,1004.65,73.47,437.32
21.63,50.16,1005.7,84.84,448.32
31.54,72.58,1007.61,65.57,427.31
23.36,74.93,1016.57,71.91,443.78
21.6,59.8,1016.9,76.59,450.14
7.01,37.8,1021.47,62.84,483.95
13.11,41.44,1015.55,74.45,471.61
24.25,74.93,1013.07,69.31,445.44
10.03,43.72,1011.46,96.89,473.26
28.68,61.86,1011.78,62.67,440.57
16.58,38.01,1023.5,60.14,464.03
6.28,43.02,1013.72,88.13,487.17
22.51,66.49,1014.59,63.03,453.08
15.79,58.86,1015.85,91.91,455.15
26.58,59.39,1014.49,65.87,439.46
30.97,69.13,1009.78,58.92,435.6
27.75,66.54,1010.21,46.37,437.58
20.76,59.21,1017.94,80.84,447.67
10.48,37.5,1009.81,95.26,474.57
16.6,53.16,1014.5,76.75,457.26
28.29,69.13,1009.29,58.18,429.28
9.87,42.74,1024.61,87.74,470.9
6.05,42.85,1013.09,91.88,485.02
30.97,74.22,1007.93,49.74,431.58
9.71,42.44,1014.29,94.03,481.03
23.48,60.23,1011.91,79.48,437.44
13.87,49.83,1006.76,89.14,462.46
13.45,42.44,1012.79,83.12,473.96
28.53,49.3,1003.83,59.69,438.17
7.16,38.56,1019.17,70.1,486.12
8.63,43.79,1016.08,83.25,483.91
29.07,51.43,1006.22,61.58,438.79
24.1,68.61,1010.97,74.87,443.75
13.52,40.83,1008.31,84.14,471.95
11.84,40.05,1014.54,86.78,473.82
31.27,73.77,1003.27,71.48,430.32
14.43,45.08,1023.23,83.98,465.07
28.16,70.4,1003.77,83.17,434.01
5.17,39.33,1009.68,94.19,485.46
11.68,39.22,1017.9,57.95,471.8
30.33,70.36,1006.72,70.31,438.47
15.22,41.67,1013.18,67.17,469.93
18.1,48.06,1015.47,82.47,454.04
31.17,69.51,1010.51,43.11,428.94
25.57,62.96,1019.92,58.34,444.81
32.83,74.16,1007.57,60.2,432.05
7.9,40.0,1018.74,79.55,474.5
19.68,62.96,1020.41,82.26,453.58
18.38,62.1,1020.12,77.27,452.91
16.53,46.18,1010.2,95.42,458.67
20.37,60.08,1017.44,76.33,454.47
28.12,44.89,1009.18,47.14,441.13
13.61,42.34,1017.78,88.84,466.17
11.58,39.69,1005.17,86.55,469.6
19.21,58.49,1011.7,91.29,452.82
18.7,52.72,1024.84,57.72,458.06
13.97,52.05,1012.05,85.36,463.64
11.51,41.06,1021.3,78.11,476.91
19.4,42.44,1013.19,58.63,459.76
10.74,40.05,1015.45,87.33,477.93
29.96,70.04,1010.15,54.47,427.1
16.84,45.01,1016.14,75.74,456.85
14.64,53.82,1016.33,60.59,463.18
9.32,41.39,1020.03,70.21,481.88
8.12,43.02,1013.56,85.26,483.55
4.62,38.44,1016.09,73.14,486.84
23.24,68.31,1009.71,80.8,440.78
19.48,58.66,1013.32,73.16,454.4
9.44,39.82,1013.26,91.55,483.18
24.86,65.34,1012.99,60.33,447.25
12.03,40.75,1015.93,85.07,474.97
5.18,40.27,1010.84,81.64,489.1
18.32,65.94,1012.74,86.77,450.5
6.93,39.81,1017.25,87.29,484.98
25.38,71.73,1009.97,72.6,434.44
