Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28.0,37.2661778
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.899986092
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,43.01296026
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.826961643999994
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.447519959999997
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56.0,51.25564584
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14.0,25.3727168
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,57.59882504
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79421652
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307951999994
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.524711356
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28.0,24.84871504
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.051670812
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.98920824
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.9574724
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.77027468
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365.0,41.052779992
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922478999999996
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.11662571527068
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3.0,23.07676172
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436883999999
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,52.516697443999995
284.0,15.0,141.0,179.0,5.46,842.0,801.0,56.0,44.520450284729314
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.21823428799999
