Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.215586251999994
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24379476
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,24.65566176
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14492992
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,44.63667624
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.221551679999997
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05140104
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692496
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.382869119999995
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3.0,14.39625888
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11423328
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.986610239999997
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.536402356
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.446370892
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.29101888
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.53519328
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931782
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515183999994
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28.0,39.37597436
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14.0,35.9561734
446.0,24.0,79.0,162.0,11.61,967.0,712.0,7.0,52.00717468
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3.0,21.91154728
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.398217439999996
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.019005639999996
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.062002979999995
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54026944
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3.0,17.36790044
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12320644
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14.0,29.93015316
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.41890172
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.7853632
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28.0,36.443632932
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270.0,53.300631656
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.79811352
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.280886679999995
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.28978986
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692496
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.58541516
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28.0,25.559564796
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.892042159999995
424.0,22.0,132.0,178.0,8.48,822.0,750.0,7.0,39.004642284729314
