AT,V,AP,RH,PE
27.67,59.14,1016.51,61.2,433.37
25.68,70.17,1001.38,85.89,433.92
7.55,42.85,1011.21,93.25,484.93
32.26,73.68,1014.75,60.9,426.48
6.99,39.37,1020.19,75.06,487.18
16.37,53.16,1014.89,74.84,459.52
12.27,49.83,1007.75,92.02,467.1
30.69,74.16,1012.71,60.89,435.17
12.35,40.8,1027.35,72.69,476.88
28.76,60.23,1010.03,58.24,437.42
8.47,41.03,1021.72,70.16,485.1
18.99,56.65,1020.46,77.16,457.55
20.04,48.92,1011.14,68.92,447.89
12.28,42.34,1019.19,95.8,467.03
13.09,39.85,1012.86,58.42,475.89
28.31,74.34,998.42,79.23,431.95
13.89,43.7,1015.12,64.99,470.88
22.29,43.79,1015.68,41.75,461.23
26.48,51.43,1006.76,74.3,438.1
30.2,71.8,1011.13,60.66,436.94
25.89,59.22,1013.4,80.17,445.75
19.72,51.19,1008.51,95.28,446.01
31.35,68.67,1005.26,66.85,433.73
31.54,77.24,1008.23,70.19,431.27
18.47,62.1,1019.86,82.57,452.51
30.64,74.87,1009.44,59.01,437.43
13.7,42.86,1030.68,79.77,470.28
24.06,71.25,1002.39,92.18,438.85
27.11,66.49,1013.71,39.28,435.79
21.98,55.97,1009.12,89.51,442.65
23.45,69.04,1010.5,80.77,442.48
23.85,74.22,1009.99,82.72,441.66
20.78,68.28,1008.75,60.87,450.57
28.53,49.3,1003.83,59.69,438.17
13.39,44.58,1016.5,79.26,474.7
17.45,42.28,1007.64,69.19,463.83
7.18,38.56,1016.49,70.37,487.63
7.39,39.81,1019.45,85.02,482.99
15.19,41.43,1011.34,89.67,470.41
33.92,77.95,1010.15,58.89,433.01
13.44,41.14,1026.41,77.26,461.44
10.48,39.58,1011.81,88.86,472.61
20.16,57.76,1019.34,72.1,455.13
32.31,62.04,1010.45,38.01,449.65
5.85,41.55,1001.95,99.41,484.47
23.7,62.91,1012.26,57.89,444.99
28.4,74.93,1013.65,48.6,442.23
24.29,57.5,1014.85,67.28,449.98
22.59,70.32,1007.07,74.39,437.39
32.14,75.08,1005.35,49.92,439.22
9.52,41.26,1020.55,89.73,475.44
11.41,39.61,1018.69,69.44,467.19
22.4,58.12,1015.24,78.03,449.13
16.34,41.16,1006.36,75.52,462.56
27.36,66.54,1011.31,45.3,436.69
26.68,68.08,1011.41,67.33,433.04
10.22,39.64,1010.72,63.05,477.22
23.02,69.94,1007.94,64.66,439.4
28.68,73.77,1004.72,87.01,431.66
8.26,40.96,1025.23,89.22,485.73
26.85,75.6,1017.43,74.55,433.48
29.42,79.74,1007.24,61.26,437.61
11.81,40.75,1016.13,84.14,477.22
16.76,43.77,1012.25,77.95,457.0
29.39,68.24,1009.06,66.76,427.96
18.5,47.45,1009.23,83.21,450.22
8.91,40.11,1022.87,78.39,475.43
12.57,39.16,1016.53,88.91,476.2
9.55,38.08,1019.34,68.38,479.23
17.48,43.14,1018.68,74.85,459.59
28.88,54.89,1007.16,46.6,440.99
26.88,69.51,1012.76,-45.03,436.3
20.3,44.9,1008.25,64.08,457.6
6.07,38.91,1019.25,83.39,483.56
14.01,45.08,1023.28,-82.49,464.79
20.69,50.78,1008.71,91.95,447.58
29.0,70.72,1009.51,67.72,437.55
27.98,74.87,1010.02,66.44,435.32
16.73,39.64,1008.94,74.91,464.46
10.59,41.54,1019.94,73.88,477.05
15.9,39.99,1007.03,78.49,465.5
26.17,58.86,1014.52,51.28,443.69
22.67,64.15,1021.02,70.49,453.47
14.66,41.92,1030.81,68.88,464.57
9.1,39.42,1025.28,68.78,471.85
25.99,74.67,1016.59,83.39,434.7
23.38,54.42,1013.95,73.02,451.87
19.1,43.79,1016.02,77.34,462.28
14.72,41.23,997.91,82.69,467.11
4.15,39.9,1008.84,96.68,491.22
6.02,41.38,1021.2,88.71,490.57
24.57,49.82,1016.82,65.25,452.3
10.59,39.96,1025.87,97.05,468.96
32.46,74.33,1012.61,37.07,427.87
20.03,66.86,1013.05,64.59,450.93
25.68,70.32,1009.08,90.48,431.32
11.21,40.75,1016.45,86.14,479.2
21.75,65.12,1015.53,66.0,452.89
22.95,70.98,1005.36,93.76,438.83
11.02,41.26,1020.69,92.13,471.93
25.45,69.59,1008.51,83.17,445.61
25.93,69.34,1008.91,79.43,434.08
22.72,64.15,1021.14,60.34,453.13
15.03,35.71,1015.26,56.55,467.61
17.83,43.72,1008.64,78.72,453.86
31.95,70.79,1003.8,55.25,426.37
15.84,41.04,1025.64,63.43,456.21
28.61,68.12,1012.23,46.45,435.28
27.44,52.3,1008.15,58.92,441.75
28.59,75.08,1005.58,60.3,442.7
14.29,37.85,1009.98,92.81,468.63
21.22,43.43,1010.96,61.07,448.06
24.43,58.05,1011.88,71.39,445.68
24.32,65.48,1017.55,59.02,443.31
13.5,45.51,1015.33,86.95,469.08
23.84,68.94,1007.45,71.35,436.05
12.9,43.41,1015.92,59.15,464.26
25.41,48.06,1013.12,46.52,444.01
17.12,48.6,1007.38,-79.15,454.47
21.05,61.87,1009.69,62.81,449.05
