AT,V,AP,RH,PE
22.49,62.52,1016.57,63.69,451.87
18.67,44.06,1017.13,77.18,454.51
23.81,57.5,1015.53,70.66,448.72
25.02,60.29,1017.49,54.75,445.61
2.71,39.42,1026.66,81.11,489.3
10.94,39.69,1004.5,86.29,459.69
14.84,43.69,101.631,68.67,472.07
21.46,46.63,1012.97,71.29,452.1
20.98,42.23,101.31200000000001,67.37,461.9
8.97,39.66,1021.63,78.94,482.62
21.33,50.32,1008.58,85.3,442.44
22.15,43.77,1010.81,60.08,448.46
28.01,44.89,1008.98,48.52,444.76
21.89,45.38,101.44200000000001,68.95,459.45
10.72,45.0,102.322,86.95,480.62
10.35,37.14,1013.37,69.26,472.63
24.41,69.48,1008.34,76.13,435.38
25.88,71.73,101.001,72.8,430.86
18.77,39.54,100.93900000000001,63.35,458.58
24.6,63.78,101.72500000000001,60.33,448.65
23.92,63.21,1012.52,86.51,445.26
24.66,57.43,1013.17,71.82,445.41
19.8,67.71,100.558,69.65,446.03
23.09,69.13,1010.93,90.07,436.67
13.86,50.59,1019.2,97.22,467.23
14.91,40.73,1017.44,86.91,458.99
27.26,63.77,1014.07,66.58,436.01
15.62,35.4,1016.19,53.95,467.95
5.37,38.68,1017.76,76.48,487.07
9.35,44.03,1011.02,88.11,476.25
15.52,41.93,1022.97,52.92,471.97
11.17,39.72,1002.4,81.4,474.64
9.44,40.0,1015.62,81.16,471.32
25.01,66.56,100.968,64.94,435.73
8.07,43.41,1016.02,76.26,467.56
22.02,69.45,1013.84,75.75,440.26
17.42,44.06,1016.63,82.15,456.57
26.9,59.14,101.618,70.88,436.16
20.85,48.7,1007.11,87.2,449.57
19.36,39.54,1008.97,58.92,458.75
25.84,67.83,1009.26,59.55,433.32
11.91,40.69,1014.41,83.71,476.71
29.09,70.98,1007.86,80.35,439.34
13.34,40.83,1008.09,85.85,471.82
19.51,44.05,1008.52,78.38,451.7
6.1,39.33,1010.4,95.34,491.37
26.42,59.27,1012.9,65.38,443.94
22.88,65.48,1017.33,66.26,447.14
6.74,36.08,1020.36,86.98,484.18
33.71,69.98,1013.09,42.62,431.99
23.39,71.25,100.522,93.7,435.68
14.07,42.86,1032.16,71.53,467.47
9.55,38.08,1019.34,68.38,479.23
10.54,34.03,101.87100000000001,74.0,478.77
9.08,40.46,1019.48,77.37,476.81
13.94,44.84,1023.69,95.3,468.06
28.8,74.9,1003.48,75.01,434.01
22.71,75.23,101.048,76.86,444.0
8.93,40.46,1019.03,71.0,472.77
25.27,63.91,1009.82,75.48,440.39
3.4,39.64,1011.1,83.43,459.86
30.57,69.71,1008.94,59.99,439.38
7.93,41.01,1023.64,97.23,476.37
14.85,40.8,1025.38,53.29,471.78
20.06,44.9,1008.79,70.06,448.51
14.45,52.75,1023.97,63.59,459.85
29.53,71.97,1008.6,79.25,434.96
6.11,38.68,1017.53,79.23,482.97
27.64,75.6,1017.35,54.78,441.04
25.11,62.26,1011.12,78.01,434.97
10.36,43.67,1011.95,78.15,477.23
28.32,47.93,1003.26,54.5,439.5
28.71,71.64,1005.21,71.11,432.05
29.07,72.51,1009.24,58.38,439.8
23.63,58.79,1017.2,67.68,442.86
20.18,56.53,1020.3,77.1,454.14
5.71,40.77,1022.49,87.9,487.48
22.32,70.47,101.09700000000001,83.16,441.87
22.03,64.69,100.721,75.75,440.92
30.67,72.86,1004.25,52.72,432.76
8.04,41.92,1029.7,92.21,482.58
10.63,37.5,1008.93,98.14,474.81
7.6,41.04,1021.82,88.97,475.32
24.6,49.3,1003.72,72.26,439.46
6.02,41.38,1021.2,88.71,490.57
22.69,49.21,1012.64,46.83,449.01
20.65,66.51,1014.94,71.83,456.49
24.86,60.77,101.685,71.24,440.68
10.93,39.16,1016.54,90.56,479.83
27.14,70.32,100.70800000000001,73.08,427.21
30.05,69.34,1008.26,61.5,436.82
34.15,68.51,101.075,37.02,430.19
31.54,67.32,1013.79,36.99,433.02
27.24,77.17,1009.37,81.51,439.12
12.75,44.03,1007.29,89.46,465.86
16.31,52.75,102.44000000000001,55.69,456.58
23.83,71.37,100.20400000000001,64.78,443.29
20.36,60.1,1011.21,84.79,454.25
8.97,36.24,1013.21,90.77,477.89
24.49,68.61,1010.56,64.03,447.57
10.32,41.46,101.798,87.66,479.61
28.75,64.84,1009.61,58.24,441.3
8.51,41.26,1023.17,87.79,477.51
11.93,38.78,1013.15,96.08,474.57
16.69,46.18,101.08,96.8,466.03
14.19,43.71,1024.38,83.03,467.8
16.31,68.28,1003.98,98.62,450.33
29.57,67.83,1009.19,55.74,427.62
21.03,67.45,101.501,68.59,447.11
14.01,43.34,1016.95,83.41,463.81
23.48,51.43,1007.13,84.83,441.78
23.09,63.91,1012.23,83.25,447.9
29.11,74.78,100.96000000000001,56.93,438.75
11.63,40.55,1022.89,87.12,474.67
23.19,42.67,1007.83,63.31,446.95
18.07,44.92,1024.72,69.15,457.53
9.26,39.61,1021.18,84.58,480.38
12.62,34.03,1019.06,74.78,471.55
32.05,77.24,1008.06,67.09,432.49
10.3,41.79,1021.09,49.39,471.58
