Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28.0,24.0
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.0
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,43.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.0
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,15.0
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.0
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.0
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.0
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,22.0
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.0
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,34.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.0
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365.0,39.0
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14.0,30.0
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.0
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,28.0
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,30.0
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,67.0
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,51.0
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.0
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.0
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3.0,7.0
