AT,V,AP,RH,PE
12.58,39.72,1018.08,64.25,433.34
8.02,41.92,1029.8,92.05,467.21
23.01,44.05,1006.56,74.95,450.67
18.2,49.39,1018.83,96.3,455.86
21.09,67.07,1004.38,89.01,444.75
20.37,44.58,1016.77,66.22,463.2
16.22,46.36,1020.04,91.73,460.73
16.23,43.72,1009.96,83.01,457.9
11.63,40.55,1022.89,87.12,474.67
12.12,40.0,1018.72,84.42,462.1
27.71,69.51,1009.65,58.38,440.75
8.51,38.5,1013.33,64.28,482.39
10.88,44.63,1020.52,86.81,469.57
28.71,51.43,1006.4,64.79,440.17
21.94,64.69,1007.39,77.58,442.13
21.24,50.32,1008.54,84.83,447.32
33.2,70.8,1008.75,59.41,436.84
18.92,44.06,1017.47,68.75,453.72
27.14,63.13,1013.38,75.68,438.82
15.92,39.16,1006.59,71.32,440.03
23.95,58.46,1017.5,68.46,437.6
10.22,39.16,1015.71,96.2,466.47
27.84,68.08,1013.34,46.19,436.37
14.8,38.73,1003.18,80.73,467.95
18.22,44.34,1019.35,56.78,469.27
23.41,54.42,1012.86,70.12,454.68
23.62,56.85,1011.11,64.44,442.96
5.57,42.85,1013.55,92.14,488.85
23.06,56.85,1012.5,64.03,452.42
13.25,43.7,1013.61,76.05,472.22
16.92,44.6,1017.34,58.75,460.17
26.92,73.17,1011.42,76.94,439.94
15.84,52.72,1026.45,62.57,464.93
11.2,42.02,999.99,96.69,465.68
12.38,45.51,1016.15,81.37,470.46
17.34,44.06,1015.84,74.88,458.5
27.72,69.88,1007.58,72.25,434.02
11.95,41.48,1013.44,74.83,459.85
25.35,63.21,1012.31,80.16,442.23
29.19,70.32,1008.28,55.42,427.9
19.62,52.05,1012.09,50.02,448.1
30.55,70.04,1010.51,49.37,429.56
24.26,69.71,1008.98,81.58,438.6
23.76,58.82,1011.75,77.34,444.57
21.44,60.32,1015.2,81.1,471.05
5.43,39.9,1007.5,86.27,487.84
7.77,35.77,1016.53,73.79,479.68
27.46,66.54,1002.39,67.09,431.81
18.97,44.85,1014.86,46.31,480.47
14.22,45.08,1023.26,84.41,449.36
11.61,39.69,1006.85,83.69,470.78
16.74,38.01,1022.63,69.19,463.61
25.07,60.27,1018.13,70.33,439.52
24.88,52.36,1014.45,68.39,452.31
9.05,40.0,1015.48,80.91,472.41
10.51,39.04,1023.95,85.35,479.15
11.78,39.96,1011.37,82.95,472.79
10.12,41.78,1013.43,73.47,477.67
10.56,41.54,1019.92,78.95,479.33
24.43,59.87,1019.08,60.57,457.88
16.45,63.31,1015.96,83.97,431.69
7.05,43.65,1018.41,72.36,467.54
20.76,62.52,1015.63,81.04,451.69
10.63,44.2,1018.63,90.26,477.19
29.08,66.54,1004.67,64.5,430.16
16.18,41.66,1010.01,65.62,465.82
10.76,44.58,1016.41,79.24,483.54
18.77,50.66,1014.89,87.34,457.07
12.62,40.92,1021.85,81.41,435.04
7.17,39.4,1011.48,90.38,484.33
25.69,72.43,1006.86,86.38,429.99
27.37,63.31,1012.89,60.11,439.15
22.63,45.61,1014.14,73.06,472.27
27.37,76.09,1007.52,89.12,433.34
20.26,51.19,1008.9,93.47,481.68
8.22,41.82,1032.77,71.63,477.86
15.62,35.4,1016.19,53.95,456.81
5.37,40.07,1012.75,63.58,449.13
22.07,60.08,1017.68,71.23,452.56
7.3,43.65,1019.33,67.62,482.96
19.41,67.32,1012.34,78.8,446.71
18.25,43.14,1011.51,55.16,466.17
15.56,41.1,1004.65,84.58,467.32
12.93,39.58,1010.93,75.9,473.09
31.44,64.44,1014.04,49.15,460.45
25.14,60.37,1006.63,77.17,438.39
26.91,61.5,1009.47,55.26,465.41
9.65,41.03,1021.09,64.97,469.38
29.1,70.4,1003.97,77.57,430.98
24.85,67.9,1005.9,64.55,445.18
28.62,70.94,1007.38,53.0,432.71
23.48,70.79,1006.7,88.57,432.25
28.17,63.13,1012.44,66.61,478.45
25.84,67.83,1009.26,59.55,433.32
10.34,37.5,1010.35,95.56,474.08
26.38,44.89,1009.14,51.79,442.13
29.14,67.45,1015.51,46.47,454.74
18.22,45.09,1013.62,75.56,494.21
14.22,37.85,1011.24,88.49,430.71
19.67,60.77,1017.33,88.13,444.87
23.74,72.43,1007.99,91.36,437.55
12.19,40.23,1017.45,82.07,474.91
6.75,39.37,1020.26,70.99,486.26
19.65,62.1,1019.46,77.82,462.78
27.62,67.51,1012.38,60.25,441.61
18.56,42.18,1001.46,99.59,456.61
31.03,69.98,1011.33,52.16,436.13
31.44,79.74,1006.95,56.99,448.84
14.84,38.91,1013.78,69.27,467.83
28.19,71.97,1008.85,84.67,438.8
25.54,49.16,1003.64,47.4,443.55
27.44,65.59,1010.76,68.67,441.08
14.45,52.75,1023.97,63.59,431.29
21.96,51.43,1007.28,89.96,442.87
10.8,39.28,1010.7,82.62,478.8
24.27,60.37,1005.13,77.16,437.78
21.79,60.93,1006.44,87.68,443.01
33.87,71.32,1007.91,39.48,435.89
13.45,41.49,1020.19,88.72,467.3
11.12,41.54,1020.13,75.07,477.69
