number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
4.0,90.1422625,781.2,156.25,5572.60725,91.35,6.4305,106.006645,3.0,199.0,60.8294742857143,22.9
3.0,71.2144666666667,925.433333333333,141.0,6178.47633333333,80.1,12.6406666666667,31.3421933333333,3.33333333333333,158.0,34.2677909,2.09
5.0,85.614574,807.3,147.2,5851.4858,72.98,6.8144,110.005316,2.4,158.0,59.851623748236,35.6
6.0,110.320616666667,790.816666666667,161.166666666667,6567.5715,50.6533333333333,6.05866666666667,112.05443,2.16666666666667,205.0,190.860548333333,112.0
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,96.3373892307692,67.0
5.0,95.50928,742.52,177.4,4334.2858,67.176,7.4044,98.405316,2.2,205.0,107.396623333333,78.5
3.0,95.13436,880.1,154.0,7293.75033333333,32.5333333333333,17.5533333333333,25.6752766666667,4.0,152.0,19.457228989899,7.33
4.0,103.36765,780.6,166.5,9420.25,77.5075,17.375,58.75,4.0,105.0,58.44,1.6
5.0,64.95533064,971.2,140.0,3389.025,127.69,6.5964,87.010856,2.0,211.0,98.2116404388715,35.0
7.0,87.96575,770.614285714286,161.857142857143,5371.91842857143,48.8571428571429,7.476,111.86094,2.42857142857143,171.0,80.3220046153846,22.0
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,101.504023706464,12.3
5.0,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,171.0,61.5723314285714,9.8
2.0,84.8135,745.55,154.5,5602.0,56.9,19.2,23.0,4.5,43.0,22.5,7.2
6.0,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,171.0,72.684176,90.9
5.0,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,205.0,214.685153757225,88.0
6.0,90.0163116666667,703.766666666667,173.5,4529.5715,63.7866666666667,7.21033333333333,108.00443,2.33333333333333,205.0,112.54714924384,80.5
5.0,84.05704064,1045.3,105.2,3750.625,163.54,4.0424,5.051856,3.4,164.0,5.0873832,3.52
3.0,132.930833333333,743.1,166.333333333333,12733.3333333333,96.3666666666667,33.9,107.666666666667,4.66666666666667,97.0,107.666666666667,3.5
5.0,75.10025,750.94,158.8,4569.4858,67.87,7.6624,92.805316,2.4,205.0,94.68662,86.9
4.0,51.492075,779.25,147.25,3877.25,116.275,5.815,44.93125,4.0,156.0,49.6963125,1.9
4.0,90.97585,782.425,146.0,5665.10725,91.35,6.4805,107.006645,2.75,158.0,61.8951885714286,21.7
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,128.605316,110.0
6.0,89.0509833333333,708.6,187.333333333333,4368.90483333333,61.1633333333333,7.937,80.50443,2.5,205.0,98.6798398913887,49.0
