number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
5.0,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,205.0,166.146654285714,50.0
4.0,51.63507375,788.625,137.5,6752.5,113.1,12.8825,148.55125,4.5,79.0,85.66,2.7
2.0,75.458085,813.4,131.0,4203.0,102.45,55.65,76.5,3.5,128.0,89.2,11.2
3.0,45.9621666666667,651.366666666667,147.0,3261.33333333333,56.4566666666667,21.4433333333333,126.333333333333,3.0,83.0,126.333333333333,4.05
4.0,79.814,747.925,150.0,9117.0,87.825,22.425,63.5,3.5,90.0,68.3333333333333,3.07
3.0,74.54236,819.166666666667,136.666666666667,6046.66666666667,117.266666666667,46.2666666666667,87.0,4.33333333333333,131.0,78.75,4.0
2.0,188.2185,789.45,186.5,21805.0,61.8,32.0,67.5,6.5,3.0,69.84,0.94
3.0,67.0525873333333,870.433333333333,135.666666666667,4384.33333333333,103.866666666667,9.01333333333333,7.91866666666667,5.0,108.0,7.9092,5.34
1.0,92.90638,663.6,198.0,8570.0,87.6,26.8,54.0,5.0,0.0,54.0,7.95
3.0,87.5192933333333,673.966666666667,171.333333333333,7330.0,82.8333333333333,18.8666666666667,50.6666666666667,4.66666666666667,53.0,56.3875,17.1
3.0,20.6991795333333,704.9,116.666666666667,2299.33333333333,24.5666666666667,23.1333333333333,140.666666666667,2.66666666666667,58.0,73.3333333333333,35.5
5.0,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,205.0,75.214176,106.8
3.0,103.06945,756.5,167.666666666667,9787.33333333333,106.233333333333,29.2,105.666666666667,4.33333333333333,101.0,115.0,3.1
6.0,55.9406058666667,1041.78333333333,108.833333333333,3595.52083333333,115.116666666667,8.15366666666667,23.7150466666667,3.16666666666667,153.0,30.530259,19.0
5.0,121.72102,730.44,168.2,5097.4858,67.43,5.2444,32.205316,2.8,205.0,10.635948,9.3
6.0,110.790066666667,811.866666666667,160.833333333333,6482.5715,53.3033333333333,6.15366666666667,110.221096666667,2.33333333333333,205.0,103.11579,132.0
6.0,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,171.0,88.2054147193347,73.3
3.0,49.5833333333333,671.6,139.333333333333,4781.33333333333,72.5333333333333,26.1966666666667,70.0,4.0,60.0,54.7,12.33
6.0,54.8512836666667,980.166666666667,117.833333333333,3796.41981666667,72.9166666666667,8.57,23.7405133333333,3.16666666666667,190.0,32.6494478,28.0
5.0,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,205.0,95.4384850197231,85.0
1.0,12.0107,1085.7,67.0,2260.0,155.4,105.0,140.0,4.0,0.0,140.0,50.0
