Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.0
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.0
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,62.0
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.0
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,24.0
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,22.0
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.0
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100.0,64.0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,41.0
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,27.0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.0
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90.0,41.0
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,44.0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,59.0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.0
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,75.0
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,24.0
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,24.0
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,38.0
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56.0,67.0
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,25.0
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,19.0
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.0
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,39.0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.0
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,46.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.0
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.0
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.0
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365.0,56.0
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,17.0
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0,41.0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0
