AT,V,AP,RH,PE
7.41,39.16,1015.23,90.66,486.91
14.64,42.77,1017.59,79.6,464.27
18.37,58.96,1015.5,67.79,460.25
13.66,41.67,1013.43,80.56,469.17
13.21,41.2,1016.63,74.1,474.26
22.61,45.38,1013.92,62.91,459.53
24.26,47.93,1003.87,70.44,439.16
29.81,73.67,1005.6,60.91,430.67
24.73,74.22,1010.15,79.83,436.55
29.39,68.24,1009.06,66.76,427.96
27.44,65.59,1010.76,68.67,441.08
24.41,58.59,1012.62,64.52,442.64
23.56,71.85,1009.67,74.78,439.48
29.71,71.85,1008.81,70.86,428.49
11.04,39.96,1025.75,94.44,468.84
15.25,39.58,1012.1,73.05,466.21
27.01,63.78,1016.72,47.89,442.6
29.77,67.07,1005.82,48.38,433.89
16.81,45.87,1008.7,98.0,455.96
7.9,43.79,1016.14,83.05,485.26
8.64,38.56,1016.51,66.03,484.45
23.72,70.47,1010.65,75.39,438.5
5.49,38.5,1012.18,79.33,490.84
24.62,72.24,1011.39,83.94,432.13
8.6,42.28,1008.58,80.15,484.21
14.87,35.71,1015.53,57.7,468.75
23.64,58.49,1011.4,74.2,445.75
27.59,59.21,1012.93,51.46,437.49
20.6,44.58,1017.67,48.36,466.2
19.83,39.39,1013.73,59.16,463.72
18.65,52.08,1005.48,99.94,449.55
27.11,48.6,1002.78,53.39,439.4
29.1,77.95,1010.01,71.48,431.28
10.16,41.79,1021.35,52.4,472.75
14.8,44.92,1024.06,91.67,464.01
15.84,52.72,1026.45,62.57,464.93
10.34,41.74,1020.07,79.17,480.84
23.38,58.82,1012.27,77.87,446.54
10.15,39.22,1020.09,68.75,474.87
14.23,46.18,1017.39,87.29,463.86
6.65,40.69,1020.11,89.84,479.35
29.15,73.42,1011.43,66.49,432.26
25.79,70.4,1007.11,86.03,437.98
27.9,63.13,1011.8,70.04,439.76
6.82,41.03,1022.12,87.63,489.64
10.76,44.58,1016.41,79.24,483.54
21.1,62.66,1011.19,83.49,448.8
12.01,41.48,1017.75,66.67,469.08
32.81,71.32,1007.69,47.29,434.38
10.15,41.46,1019.78,83.56,481.31
30.53,73.21,1000.37,74.17,430.2
31.46,71.29,1008.57,41.79,430.8
27.58,78.05,1010.83,94.98,431.95
13.07,43.13,1016.93,70.02,471.47
25.11,62.26,1011.12,78.01,434.97
32.57,65.74,1011.03,46.27,440.56
15.11,45.01,1014.35,65.03,460.91
24.08,49.3,1003.23,70.42,443.46
15.37,43.34,1014.84,80.37,460.02
4.62,38.44,1016.09,73.14,486.84
18.1,45.0,1023.05,48.41,465.46
11.35,38.91,1017.93,83.45,474.22
19.48,39.72,1001.75,55.41,457.16
14.69,35.71,1015.78,57.34,467.39
5.18,40.27,1010.84,81.64,489.1
28.6,61.86,1011.86,62.13,439.74
8.07,43.41,1016.02,76.26,467.56
21.22,59.15,1014.68,59.71,450.96
33.17,70.4,1004.45,58.0,430.14
19.69,56.65,1020.79,66.94,457.17
21.35,59.04,1012.28,95.71,445.83
22.23,46.93,1013.09,58.02,448.27
34.1,73.03,1014.01,41.26,437.65
29.34,71.98,1005.19,75.19,428.24
9.3,38.18,1017.19,71.51,480.14
11.67,37.73,1021.2,68.88,473.54
20.62,48.41,1007.37,87.51,445.4
11.2,35.76,1019.24,64.59,473.33
7.94,42.02,1006.22,90.97,480.53
15.86,43.67,1011.11,82.24,465.46
20.03,66.86,1013.05,64.59,450.93
24.43,65.27,1013.25,55.4,440.99
20.21,58.12,1015.36,79.18,453.19
27.61,49.16,1005.01,35.63,441.18
31.27,73.91,1003.72,68.92,430.59
12.24,41.62,1013.38,90.26,461.23
10.15,41.62,1015.86,97.4,463.89
9.94,41.44,1015.21,87.02,481.24
23.58,58.82,1009.68,81.38,445.01
18.07,44.92,1024.72,69.15,457.53
16.74,41.16,1006.87,74.24,463.0
20.27,63.56,1014.24,86.55,446.93
14.47,39.58,1011.31,69.85,467.34
9.71,42.44,1014.29,94.03,481.03
24.81,63.94,1018.76,44.51,444.26
10.48,40.0,1021.35,88.52,478.86
23.0,57.76,1017.64,56.86,451.39
10.59,41.54,1019.94,73.88,477.05
27.6,69.05,1003.87,42.01,436.08
19.89,44.9,1008.12,67.3,453.09
27.78,72.43,1006.72,74.53,429.62
24.81,60.95,1014.72,54.71,446.09
30.49,64.44,1013.43,51.73,438.09
31.6,73.17,1010.05,43.48,433.37
25.39,70.36,1006.76,73.62,436.5
25.86,61.08,1013.51,67.5,449.67
27.15,73.9,1007.57,74.42,433.09
30.86,70.32,1011.88,62.68,433.71
10.06,37.83,1005.49,99.46,473.51
27.07,77.95,1012.34,76.64,433.61
7.68,39.96,1023.73,87.48,477.84
9.66,41.82,1033.19,73.19,477.67
31.61,69.04,1008.11,47.96,439.19
28.44,69.84,1003.25,68.24,426.69
13.29,71.14,1019.63,75.09,464.18
13.31,40.1,1014.81,82.11,468.74
24.48,50.23,1017.03,66.89,456.02
17.28,65.94,1013.62,89.97,454.76
31.46,77.17,1009.26,59.61,435.56
18.81,61.87,1009.71,70.47,448.49
