frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
4000.0,0.0,0.2286,31.7,0.0027238,122.035
4000.0,12.3,0.1016,31.7,0.0418756,108.407
1250.0,15.6,0.1016,39.6,0.0528487,118.214
500.0,12.6,0.1524,71.3,0.0483159,121.664
1250.0,22.2,0.0254,39.6,0.0229028,126.446
2000.0,15.4,0.0508,71.3,0.0264269,129.285
3150.0,7.3,0.2286,71.3,0.0104404,120.458
1600.0,0.0,0.3048,55.5,0.00283081,126.986
250.0,11.2,0.0508,71.3,0.014072,127.101
8000.0,7.2,0.1524,39.6,0.00909175,111.588
200.0,9.9,0.1524,71.3,0.0193001,134.319
2000.0,15.4,0.0508,31.7,0.0289853,120.835
1600.0,0.0,0.0508,39.6,0.000791822,130.908
400.0,7.3,0.2286,55.5,0.0111706,135.924
630.0,4.0,0.2286,55.5,0.0042862,129.964
630.0,12.3,-999.0,39.6,0.0408268,121.315
1250.0,12.7,0.0254,39.6,0.0130253,130.777
500.0,3.0,0.3048,31.7,0.00529514,127.548
3150.0,0.0,0.1524,31.7,0.00209405,124.207
4000.0,12.7,0.0254,71.3,0.0121808,131.808
5000.0,2.7,0.1524,71.3,0.00243851,124.364
2500.0,17.4,0.0254,31.7,0.0176631,124.166
6300.0,9.5,0.0254,71.3,0.00420654,127.246
800.0,9.5,0.0254,39.6,0.00449821,129.014
4000.0,2.0,0.2286,31.7,0.00372371,120.527
1000.0,11.2,0.0508,39.6,0.0150478,132.43
250.0,15.4,0.0508,55.5,0.0271925,124.17
5000.0,0.0,0.2286,39.6,0.00253511,122.175
250.0,7.3,0.2286,31.7,0.0132672,130.089
3150.0,12.6,0.1524,39.6,0.0584113,106.26
1250.0,22.2,0.0254,71.3,0.0214178,140.987
1250.0,3.0,0.3048,31.7,0.00529514,124.838
1600.0,8.4,0.0508,39.6,0.00566229,130.965
630.0,0.0,0.1524,31.7,0.00209405,125.997
630.0,22.2,0.0254,39.6,0.0229028,137.026
1250.0,7.2,0.1524,39.6,0.00909175,122.428
1250.0,12.6,0.1524,39.6,0.0584113,112.16
400.0,17.4,0.0254,39.6,0.0172206,115.444
2500.0,8.9,0.1016,39.6,0.0124596,119.19
4000.0,3.3,0.1016,31.7,0.00251435,124.852
2000.0,4.2,0.0508,71.3,0.00142788,129.848
2500.0,4.8,0.0254,39.6,0.000907475,131.236
20000.0,4.0,0.2286,71.3,0.00400603,109.638
200.0,9.9,0.1524,55.5,0.0208438,131.955
4000.0,2.0,0.2286,39.6,0.00346574,120.227
5000.0,2.0,0.2286,55.5,0.00313525,120.472
500.0,7.3,0.2286,39.6,0.0123481,130.299
3150.0,0.0,0.1524,71.3,0.0015988,129.377
1000.0,9.9,0.1524,71.3,0.0193001,126.349
3150.0,0.0,0.0508,71.3,0.000740478,135.07
10000.0,5.3,0.2286,71.3,0.0051942,111.35
4000.0,4.0,0.3048,71.3,0.00497773,119.535
2500.0,12.6,0.1524,39.6,0.0584113,106.88
6300.0,7.2,0.1524,39.6,0.00909175,112.688
8000.0,4.0,0.2286,39.6,0.00473801,113.129
5000.0,9.5,0.0254,71.3,0.00420654,131.186
250.0,12.6,0.1524,71.3,0.0483159,129.744
1250.0,9.9,0.1524,39.6,0.0233328,120.555
3150.0,4.0,0.3048,71.3,0.00497773,121.775
12500.0,0.0,0.3048,71.3,0.00266337,112.241
5000.0,15.4,0.0508,39.6,0.0282593,114.453
3150.0,0.0,0.2286,39.6,0.00253511,124.625
315.0,19.7,0.0508,39.6,0.036484,129.864
315.0,6.7,0.1016,31.7,0.00592927,126.266
8000.0,4.8,0.0254,71.3,0.000848633,131.518
2500.0,5.4,-999.0,31.7,0.00525474,119.151
3150.0,3.3,0.1016,39.6,0.00245138,128.401
8000.0,4.8,0.0254,31.7,0.000930789,127.008
1600.0,3.0,0.3048,31.7,0.00529514,122.088
2500.0,12.6,0.1524,71.3,0.0483159,115.234
200.0,11.2,-999.0,39.6,0.0150478,125.01
6300.0,4.8,0.0254,55.5,0.000873218,135.164
12500.0,0.0,0.1524,71.3,0.0015988,117.087
1600.0,17.4,0.0254,31.7,0.0176631,126.846
2000.0,0.0,-999.0,55.5,0.00283081,126.616
1250.0,15.4,0.0508,31.7,0.0289853,123.255
400.0,17.4,0.0254,71.3,0.016104,117.396
630.0,6.7,0.1016,71.3,0.00478288,131.448
1000.0,1.5,0.3048,71.3,0.00336729,125.992
2000.0,7.3,0.2286,71.3,0.0104404,122.708
400.0,5.4,0.1524,31.7,0.00525474,127.781
6300.0,4.0,0.2286,31.7,0.00509068,112.699
2500.0,9.9,0.1524,71.3,0.0193001,119.639
630.0,3.0,0.3048,31.7,0.00529514,128.698
2500.0,8.4,0.0508,31.7,0.00580776,125.576
10000.0,4.0,0.2286,71.3,0.00400603,113.108
5000.0,8.4,0.0508,71.3,0.00529514,121.146
2500.0,15.4,0.0508,39.6,0.0282593,122.413
2000.0,2.0,0.2286,55.5,0.00313525,124.612
500.0,15.4,0.0508,55.5,0.0271925,127.22
