number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
5.0,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,171.0,60.9023314285714,33.6
6.0,77.0947,739.25,155.5,5183.5715,57.6,9.477,118.671096666667,2.66666666666667,171.0,158.36094,83.5
6.0,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,171.0,131.2533225,58.0
6.0,95.3388666666667,700.516666666667,173.666666666667,5091.90483333333,64.12,9.56033333333333,107.50443,2.5,205.0,96.9720046153846,63.0
4.0,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,147.0,60.8466171428571,18.2
2.0,17.558,768.75,116.0,2099.0,14.85,29.35,93.5,2.5,58.0,71.3333333333333,8.13
7.0,72.4260285714286,804.942857142857,140.714285714286,4827.06128571429,97.2142857142857,8.52742857142857,104.890225714286,3.0,171.0,120.557021951219,78.0
5.0,82.98973464,1047.22,103.0,3577.825,163.14,3.8824,4.251856,3.4,153.0,4.287428,2.7
3.0,52.2789706666667,713.766666666667,149.666666666667,5938.33333333333,50.2,30.5666666666667,54.3333333333333,4.0,97.0,67.1111111111111,7.2
2.0,82.76819,711.8,161.5,6946.5,104.05,29.3,57.0,4.5,73.0,55.08,6.12
5.0,86.38344,732.6,171.4,4772.4858,66.644,10.3724,126.805316,2.2,205.0,102.298921158059,54.0
7.0,107.66375,783.8,168.142857142857,6195.347,50.1314285714286,6.90314285714286,96.9037971428571,2.42857142857143,205.0,62.2935093333333,74.5
7.0,97.4795707142857,767.528571428571,150.714285714286,6165.91842857143,66.7571428571429,8.81885714285714,111.146654285714,3.0,171.0,71.574176,48.6
2.0,120.905485,630.3,184.0,9298.0,80.35,14.0,81.5,4.5,22.0,54.1,2.58
6.0,54.520502,803.85,152.666666666667,3239.40483333333,62.7333333333333,6.98366666666667,108.71043,2.66666666666667,171.0,104.488423874644,80.0
5.0,92.36873464,1035.5,106.2,4149.625,162.14,4.6164,4.314856,3.4,153.0,4.413428,3.48
3.0,79.5326395333333,649.666666666667,153.666666666667,6193.33333333333,80.1333333333333,14.8333333333333,118.666666666667,4.0,80.0,74.05,15.7
3.0,79.5326395333333,649.666666666667,153.666666666667,6193.33333333333,80.1333333333333,14.8333333333333,118.666666666667,4.0,80.0,74.05,15.7
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,97.8283380015613,89.5
6.0,62.4696338666667,995.783333333333,124.5,4977.52083333333,122.283333333333,11.2803333333333,38.84238,2.66666666666667,196.0,35.5366786,45.7
6.0,91.7579633333333,725.15,172.166666666667,5700.5715,76.5883333333333,10.3536666666667,85.50443,3.0,190.0,55.8391647058823,27.0
4.0,89.4450125,771.8,173.25,4777.85725,82.3375,7.0555,107.756645,2.5,205.0,99.140906984127,60.0
7.0,90.3777,734.685714285714,165.285714285714,5665.347,59.0,11.0474285714286,102.289511428571,2.85714285714286,178.0,144.36094,22.3
2.0,96.8158,827.2,129.5,6518.5,94.15,17.35,58.5,4.5,31.0,58.5,3.41
3.0,88.0255,686.6,166.0,7421.0,63.6333333333333,26.7333333333333,63.3333333333333,4.0,151.0,80.1111111111111,2.51
6.0,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,171.0,171.56173442623,111.0
2.0,77.4465975,721.45,171.0,9590.0,69.3,26.1,119.5,5.0,38.0,138.98752,0.31
3.0,101.3741,669.766666666667,168.666666666667,8180.33333333333,96.4666666666667,32.6333333333333,95.3333333333333,4.33333333333333,106.0,111.2,2.4
2.0,141.0835,721.95,189.0,15650.0,44.7,34.5,93.5,6.5,2.0,75.3,7.62
4.0,142.082,712.6,144.5,8050.0,91.875,8.1325,46.75,4.25,33.0,30.268,3.6
3.0,98.9864033333333,757.6,166.333333333333,7186.66666666667,108.8,18.1766666666667,52.0683333333333,5.0,135.0,56.3184210526316,1.95
2.0,161.8992,630.45,149.5,8545.0,61.55,7.08,45.0,4.0,13.0,78.3,4.65
4.0,60.6964508,1067.4,110.25,3993.28125,160.85,5.1705,104.26357,2.0,164.0,62.0152365714286,27.0
