Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.06688932
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.96566616
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.082437432
451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28.0,78.80021203999999
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,25.02108404
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.782065751999994
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064311264
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.398217439999996
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.02993736
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.30364936
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.053469468
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.85584685418796
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.798273423999994
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3.0,35.36322404
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.561653168
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,62.93536928
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42086028
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.874825204
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3.0,8.06342182
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56.0,51.03501352
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,28.6822016
