frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
800.0,0.0,0.3048,55.5,0.00283081,128.086
2000.0,8.9,0.1016,39.6,0.0124596,119.04
250.0,17.4,0.0254,39.6,0.0172206,114.714
5000.0,7.3,0.2286,71.3,0.0104404,115.298
1250.0,3.3,0.1016,39.6,0.00245138,133.211
500.0,4.0,0.2286,39.6,0.00473801,127.039
1250.0,3.0,0.3048,31.7,0.00529514,124.838
6300.0,0.0,0.3048,71.3,0.00266337,119.541
1250.0,0.0,0.1524,71.3,0.0015988,128.927
500.0,7.3,0.2286,39.6,0.0123481,130.299
10000.0,3.3,0.1016,55.5,0.002211,115.659
6300.0,4.0,0.2286,31.7,0.00509068,112.699
1000.0,4.0,0.3048,39.6,0.00579636,128.723
500.0,15.4,0.0508,39.6,0.0282593,125.963
1000.0,3.0,0.3048,55.5,0.00452492,129.329
200.0,9.9,0.1524,39.6,0.0233328,127.315
800.0,15.4,0.0508,31.7,0.0289853,125.555
1250.0,3.0,0.3048,71.3,0.00425727,127.634
6300.0,3.3,0.1016,71.3,0.00202822,124.904
4000.0,3.0,0.3048,39.6,0.00495741,116.792
630.0,4.0,0.2286,71.3,0.00400603,129.038
630.0,2.7,0.1524,39.6,0.00294804,125.809
1000.0,9.9,0.1524,31.7,0.0252785,122.149
4000.0,12.3,0.1016,31.7,0.0418756,108.407
1600.0,7.3,0.2286,39.6,0.0123481,121.059
500.0,12.6,0.1524,39.6,0.0584113,114.9
-2000.0,7.3,0.2286,31.7,0.0132672,115.309
1250.0,0.0,0.1524,39.6,0.00193287,131.023
4000.0,4.2,0.0508,39.6,0.00152689,131.807
-2000.0,15.4,0.0508,71.3,0.0264269,129.285
3150.0,0.0,0.1524,31.7,0.00209405,124.207
1600.0,5.3,0.2286,39.6,0.00614329,123.081
1000.0,3.3,0.1016,55.5,0.002211,131.129
1000.0,0.0,0.1016,55.5,0.00131983,129.8
2000.0,4.8,0.0254,71.3,0.000848633,128.398
1000.0,0.0,0.1524,31.7,0.00209405,130.987
315.0,12.6,0.1524,71.3,0.0483159,128.484
800.0,0.0,0.1016,71.3,0.00121072,126.805
10000.0,0.0,0.1524,55.5,0.00172668,119.253
3150.0,12.7,0.0254,71.3,0.0121808,133.758
315.0,4.0,0.3048,39.6,0.00579636,126.843
2500.0,4.8,0.0254,39.6,0.000907475,131.236
500.0,22.2,0.0254,71.3,0.0214178,117.967
6300.0,0.0,0.0508,39.6,0.000791822,131.918
2000.0,0.0,0.1016,39.6,0.00146332,133.251
800.0,22.2,0.0254,71.3,0.0214178,123.227
3150.0,4.0,0.3048,39.6,0.00579636,118.743
2500.0,2.0,0.2286,39.6,0.00346574,121.397
400.0,4.0,0.2286,31.7,0.00509068,126.149
315.0,7.3,0.2286,31.7,0.0132672,130.239
5000.0,0.0,0.1016,39.6,0.00146332,126.021
2000.0,0.0,0.0254,39.6,0.000428464,130.026
-4000.0,15.6,0.1016,39.6,0.0528487,106.604
630.0,3.3,0.1016,39.6,0.00245138,127.251
5000.0,3.0,0.3048,39.6,0.00495741,115.792
500.0,0.0,0.3048,55.5,0.00283081,126.416
2000.0,0.0,0.2286,39.6,0.00253511,125.305
500.0,9.9,0.1524,31.7,0.0252785,127.179
2000.0,5.4,0.1524,39.6,0.00485029,124.647
800.0,0.0,0.0508,39.6,0.000791822,126.508
800.0,3.0,0.3048,39.6,0.00495741,129.552
3150.0,5.4,0.1524,71.3,0.00401199,123.311
500.0,12.3,0.1016,31.7,0.0418756,118.667
800.0,0.0,0.1524,31.7,0.00209405,129.117
630.0,7.3,0.2286,31.7,0.0132672,126.189
6300.0,22.2,0.0254,71.3,0.0214178,123.127
315.0,9.5,0.0254,39.6,0.00449821,119.294
1250.0,1.5,0.3048,71.3,0.00336729,125.872
6300.0,4.0,0.2286,55.5,0.0042862,117.154
4000.0,12.7,0.0254,71.3,0.0121808,131.808
630.0,9.5,0.0254,39.6,0.00449821,126.514
2000.0,9.5,0.0254,31.7,0.00461377,130.496
1000.0,2.0,0.2286,31.7,0.00372371,130.307
3150.0,7.3,0.2286,31.7,0.0132672,113.229
200.0,12.3,0.1016,31.7,0.0418756,124.987
8000.0,0.0,0.0508,71.3,0.000740478,130.89
200.0,12.3,0.1016,55.5,0.0368233,132.304
1600.0,3.0,0.3048,71.3,0.00425727,126.514
2500.0,9.9,0.1524,31.7,0.0252785,114.729
2500.0,8.9,0.1016,39.6,0.0124596,119.19
2500.0,15.4,0.0508,71.3,0.0264269,127.625
6300.0,0.0,0.1016,39.6,0.00146332,125.631
2000.0,8.4,0.0508,39.6,0.00566229,129.965
5000.0,0.0,0.3048,39.6,0.00310138,117.789
1000.0,2.0,0.2286,71.3,0.00293031,128.956
630.0,8.4,0.0508,39.6,0.00566229,126.045
2500.0,9.5,0.0254,71.3,0.00420654,135.956
3150.0,11.2,0.0508,39.6,0.0150478,119.67
400.0,0.0,0.2286,39.6,0.00253511,123.565
200.0,7.3,0.2286,39.6,0.0123481,130.989
6300.0,9.5,0.0254,55.5,0.0043284,124.222
1250.0,12.3,0.1016,31.7,0.0418756,118.767
3150.0,3.0,0.3048,55.5,0.00452492,120.189
1000.0,2.7,0.1524,39.6,0.00294804,130.589
1250.0,3.3,0.1016,55.5,0.002211,132.769
1250.0,12.6,0.1524,39.6,0.0584113,112.16
1600.0,5.4,0.1524,31.7,0.00525474,123.761
4000.0,17.4,0.0254,71.3,0.016104,125.586
630.0,17.4,0.0254,71.3,0.016104,122.606
3150.0,15.4,0.0508,55.5,0.0271925,123.46
250.0,7.3,0.2286,55.5,0.0111706,136.384
1000.0,1.5,0.3048,71.3,0.00336729,125.992
6300.0,3.3,0.1016,31.7,0.00251435,120.702
1000.0,15.4,0.0508,39.6,0.0282593,127.893
800.0,9.5,0.0254,55.5,0.0043284,128.082
1250.0,8.9,0.1016,71.3,0.0103088,132.793
2500.0,0.0,0.1016,71.3,0.00121072,132.595
1000.0,12.3,0.1016,71.3,0.0337792,127.928
1600.0,4.0,0.3048,39.6,0.00579636,123.213
8000.0,4.8,0.0254,39.6,0.000907475,131.346
500.0,17.4,0.0254,31.7,0.0176631,127.676
1250.0,8.4,0.0508,71.3,0.00529514,132.086
1250.0,11.2,0.0508,71.3,0.014072,136.191
3150.0,22.2,0.0254,71.3,0.0214178,124.127
250.0,11.2,0.0508,71.3,0.014072,127.101
500.0,0.0,0.2286,55.5,0.00229336,123.78
1250.0,17.4,0.0254,39.6,0.0172206,131.364
2000.0,7.3,0.2286,39.6,0.0123481,117.809
800.0,3.3,0.1016,55.5,0.002211,129.119
6300.0,0.0,0.3048,55.5,0.00283081,117.976
