Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,31.74347504
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.42046052
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.20386516
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.55887532
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.310404159999997
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.398217439999996
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,38.01770664
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.931941843999994
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100.0,37.9556538
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,33.70158688
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.874825204
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85209244
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,21.48062478
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,39.300132
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.421479776
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100.0,37.6798634
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436883999999
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,36.3009114
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88455782
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28.0,42.14008364399999
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.15808
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.178794196
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.826961643999994
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.79811352
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56.0,39.64487
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.447869684
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003984
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28.0,42.14008364399999
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.29101888
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.798513279999995
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100.0,37.6798634
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.39553371527068
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71367764
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54026944
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.870858223999996
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.83934212
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.02993736
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.446370892
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.90127512
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.70028788
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.681082448
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.447519959999997
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.947729812
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.826961643999994
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.226507999999995
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,31.74347504
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.068218236
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872
