frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
3150.0,9.9,0.1524,31.7,0.0252785,112.209
500.0,11.2,0.0508,39.6,0.0150478,131.96
10000.0,4.8,0.0254,55.5,0.000873218,126.944
630.0,2.0,0.2286,71.3,0.00293031,127.356
16000.0,0.0,0.1524,55.5,0.00172668,112.803
315.0,17.4,0.0254,71.3,0.016104,115.846
1000.0,3.0,0.3048,71.3,0.00425727,129.004
3150.0,0.0,0.0508,39.6,0.000791822,135.938
500.0,0.0,0.1524,55.5,0.00172668,120.573
630.0,15.4,0.0508,71.3,0.0264269,129.645
1250.0,12.6,0.1524,39.6,0.0584113,112.16
4000.0,0.0,0.2286,55.5,0.00229336,123.41
1250.0,8.4,0.0508,55.5,0.00544854,132.252
800.0,0.0,0.1524,39.6,0.00193287,127.903
630.0,3.3,0.1016,39.6,0.00245138,127.251
3150.0,2.7,0.1524,71.3,0.00243851,127.054
4000.0,0.0,0.1016,71.3,0.00121072,130.935
4000.0,9.5,0.0254,55.5,0.0043284,131.582
12500.0,0.0,0.0254,71.3,0.000400682,133.207
4000.0,11.2,0.0508,71.3,0.014072,122.471
250.0,9.9,0.1524,39.6,0.0233328,128.335
250.0,15.6,0.1016,71.3,0.0437259,132.158
1250.0,22.2,0.0254,71.3,0.0214178,140.987
10000.0,2.0,0.2286,71.3,0.00293031,113.086
315.0,6.7,0.1016,31.7,0.00592927,126.266
800.0,9.5,0.0254,55.5,0.0043284,128.082
12500.0,0.0,0.0508,71.3,0.000740478,125.22
4000.0,0.0,0.2286,31.7,0.0027238,122.035
16000.0,0.0,0.0254,71.3,0.000400682,130.477
315.0,0.0,0.3048,31.7,0.00331266,122.765
400.0,3.0,0.3048,71.3,0.00425727,127.564
2500.0,15.6,0.1016,39.6,0.0528487,110.264
3150.0,4.0,0.3048,39.6,0.00579636,118.743
3150.0,0.0,0.2286,55.5,0.00229336,125.16
500.0,2.0,0.2286,39.6,0.00346574,125.157
6300.0,5.4,0.1524,39.6,0.00485029,116.677
500.0,5.3,0.2286,39.6,0.00614329,132.251
3150.0,7.3,0.2286,39.6,0.0123481,114.309
800.0,3.0,0.3048,39.6,0.00495741,129.552
8000.0,12.7,0.0254,39.6,0.0130253,120.607
5000.0,15.6,0.1016,39.6,0.0528487,106.224
8000.0,0.0,0.0508,39.6,0.000791822,128.518
1000.0,9.5,0.0254,55.5,0.0043284,130.332
1000.0,15.4,0.0508,71.3,0.0264269,131.865
1250.0,9.5,0.0254,71.3,0.00420654,131.656
5000.0,1.5,0.3048,39.6,0.00392107,116.241
500.0,0.0,0.2286,31.7,0.0027238,126.675
1250.0,4.8,0.0254,39.6,0.000907475,125.026
800.0,12.3,0.1016,71.3,0.0337792,127.318
2000.0,0.0,0.2286,71.3,0.00214345,128.244
10000.0,3.0,0.3048,55.5,0.00452492,112.169
1250.0,8.4,0.0508,71.3,0.00529514,132.086
5000.0,4.2,0.0508,39.6,0.00152689,129.777
4000.0,7.3,0.2286,55.5,0.0111706,117.284
1600.0,19.7,0.0508,71.3,0.0341183,120.575
800.0,4.8,0.0254,39.6,0.000907475,120.766
