frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
2000.0,11.2,0.0508,39.6,0.0150478,124.42
8000.0,0.0,0.1016,39.6,0.00146332,122.341
1250.0,8.4,0.0508,71.3,0.00529514,132.086
10000.0,0.0,0.1524,39.6,0.00193287,115.413
1250.0,0.0,0.0508,31.7,0.000812164,129.27
2500.0,4.0,0.3048,71.3,0.00497773,123.775
3150.0,15.4,0.0508,31.7,0.0289853,118.045
315.0,9.9,0.1524,39.6,0.0233328,128.595
1250.0,0.0,0.0508,39.6,0.000791822,129.148
12500.0,4.0,0.2286,71.3,0.00400603,114.258
4000.0,15.4,0.0508,71.3,0.0264269,122.675
2500.0,8.4,0.0508,31.7,0.00580776,125.576
3150.0,3.3,0.1016,31.7,0.00251435,128.252
8000.0,5.3,0.2286,71.3,0.0051942,114.9
3150.0,7.3,0.2286,31.7,0.0132672,113.229
8000.0,3.3,0.1016,71.3,0.00202822,121.234
4000.0,0.0,0.3048,71.3,0.00266337,123.061
1250.0,7.3,0.2286,31.7,0.0132672,120.509
-999.0,22.2,0.0254,71.3,0.0214178,124.127
630.0,0.0,0.3048,39.6,0.00310138,128.629
1250.0,8.9,0.1016,71.3,0.0103088,132.793
630.0,19.7,0.0508,39.6,0.036484,120.324
500.0,7.3,0.2286,55.5,0.0111706,133.174
2500.0,7.3,0.2286,31.7,0.0132672,114.709
2000.0,0.0,0.2286,39.6,0.00253511,125.305
3150.0,1.5,0.3048,39.6,0.00392107,119.111
630.0,11.2,0.0508,39.6,0.0150478,133.13
4000.0,0.0,0.3048,39.6,0.00310138,119.229
250.0,9.9,0.1524,39.6,0.0233328,128.335
1250.0,5.3,0.2286,39.6,0.00614329,125.721
3150.0,2.0,0.2286,31.7,0.00372371,121.527
315.0,15.4,0.0508,55.5,0.0271925,125.39
4000.0,0.0,0.2286,71.3,0.00214345,125.824
1600.0,0.0,0.0508,71.3,0.000740478,129.68
1600.0,0.0,0.0254,39.6,0.000428464,124.156
2500.0,3.0,0.3048,39.6,0.00495741,120.162
630.0,8.4,0.0508,31.7,0.00580776,125.856
1600.0,17.4,0.0254,55.5,0.0165706,126.471
5000.0,3.0,0.3048,71.3,0.00425727,118.134
6300.0,7.3,0.2286,71.3,0.0104404,115.818
5000.0,3.3,0.1016,39.6,0.00245138,122.371
400.0,0.0,0.2286,55.5,0.00229336,121.66
10000.0,0.0,0.0508,39.6,0.000791822,125.998
500.0,3.0,0.3048,31.7,0.00529514,127.548
