Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.494884039999995
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28.0,21.066249704
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.925226931999994
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.902344236
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,14.2032056
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,49.80085148
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,44.698039603999995
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,25.02108404
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28.0,38.56239268
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56.0,37.2661778
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,39.48629052
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,33.05347944
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.86810032
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.917043144
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14.0,25.3727168
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,33.70158688
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28.0,38.32797084
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14.0,25.62092816
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52062436
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,12.459520796
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28.0,37.363393916
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,34.39795764
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,42.69924868
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56.0,51.03501352
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.14922668
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,32.72253096
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,17.275510655999998
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.165883972
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,21.16001844
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.033934256
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.0603742
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,55.19944856
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56.0,35.34253976
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,29.97841648
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3.0,6.8085755
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,62.05284
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.55653712
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,45.70536404
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90.0,40.563252031999994
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.3377234
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.991086848
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.94602108
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.222171176
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.398217439999996
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,51.021224
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,38.21075992
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,39.358047983999995
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42475728
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.70158688
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14.0,31.81242264
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,32.109882284729316
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.63719584
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.0969264
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.45883132
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,37.997022359999995
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.69721314581203
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,44.395359639999995
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.69962832
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28.0,30.84715624
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,37.81086384
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,36.447769788
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56.0,53.46196904
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.859147104
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,52.426376088
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.349864196
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54104884
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28.0,24.84871504
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,17.43684804
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,46.2293658
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.101223159999996
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.85964676
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.04124872
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.83518532
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,33.5430074
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,42.1269836
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,50.94882902
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.17614616
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.200357771999997
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56.0,51.4349096
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,34.48758952
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.374375495999999
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,59.19840936
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,14.94094492
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7.0,10.730314988
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,23.51802636
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,26.22766704
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28.0,17.959470848000002
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28.0,33.0431373
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.180972492
