number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
3.0,90.4798,678.766666666667,153.0,6973.33333333333,95.1666666666667,18.1666666666667,54.0,3.33333333333333,60.0,62.6723276723277,0.03
3.0,95.1024,828.533333333333,168.666666666667,6927.80966666667,90.3333333333333,12.4706666666667,76.00886,3.0,217.0,43.0434154589372,5.1
4.0,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,205.0,12.759948,19.0
5.0,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,205.0,141.0033225,108.0
5.0,101.62801,725.46,186.2,5292.8858,76.17,7.3444,88.805316,2.6,205.0,178.432368571429,19.4
8.0,111.936475,720.85,161.5,6184.053625,60.5,7.349,96.3783225,2.875,185.0,143.77094,55.0
4.0,113.5267,651.125,177.0,8434.25,58.5,29.4,44.5,3.75,139.0,47.4,6.295
3.0,107.24042,693.833333333333,191.333333333333,9909.0,43.0666666666667,27.1666666666667,44.3333333333333,4.66666666666667,24.0,30.03,7.4
5.0,73.000813,781.26,151.8,5327.4858,76.726,8.7644,109.605316,2.6,171.0,61.1294742857143,6.8
5.0,84.956174,771.28,150.4,5009.4858,85.446,6.9244,103.005316,2.6,171.0,60.6301885714286,5.2
3.0,119.208533333333,787.766666666667,170.0,9935.66666666667,97.61,18.5666666666667,52.0,4.33333333333333,105.0,55.4,5.45
5.0,102.654174,772.68,152.2,5815.4858,71.006,6.4784,96.605316,2.6,171.0,69.6069195810364,33.9
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,97.6499464302601,25.0
5.0,106.38676,801.92,150.6,4899.0858,72.89,11.5044,14.405316,3.6,205.0,14.0710966666667,10.6
5.0,102.106174,737.24,160.8,5408.0858,82.98,6.8844,87.605316,2.8,183.0,61.0509028571429,0.048
6.0,68.539375,778.533333333333,165.666666666667,4272.23816666667,52.3866666666667,8.102,125.837763333333,2.16666666666667,205.0,96.9190010526316,43.0
6.0,97.4467833333333,731.4,164.0,5260.23816666667,57.5,6.96033333333333,120.00443,2.33333333333333,174.0,99.5373892307692,83.0
5.0,120.73388,865.14,161.0,9405.0858,59.07,11.3224,94.865316,3.0,205.0,52.4914611188811,34.7
5.0,69.15387,835.36,147.4,4674.2858,58.914,12.2124,68.005316,3.0,177.0,55.796645,15.6
4.0,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,139.0,59.464,32.0
6.0,94.2669,741.95,168.0,6425.23816666667,79.1216666666667,10.4203333333333,96.1710966666667,3.16666666666667,185.0,126.5033225,14.0
5.0,104.07756,768.3,152.2,5676.2858,82.626,7.8644,92.005316,2.8,171.0,83.0047464285714,20.0
3.0,109.423666666667,692.466666666667,174.666666666667,4738.0,101.5,6.04333333333333,10.4016666666667,4.0,144.0,6.128125,3.0
5.0,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,171.0,72.414176,3.5
5.0,103.010254,770.22,150.0,5503.4858,82.226,7.7044,91.205316,2.8,171.0,43.4163163636364,36.0
2.0,114.71575,612.65,189.5,9710.0,26.8,24.15,27.0,4.5,37.0,28.3333333333333,9.15
6.0,97.9399783333333,697.033333333333,177.666666666667,4709.5715,64.23,7.12033333333333,80.50443,2.33333333333333,205.0,61.05576,30.0
5.0,102.090834,747.42,152.6,5917.4858,67.826,6.3644,98.805316,2.4,171.0,70.6369888888889,33.0
2.0,122.3449,545.85,176.5,7872.5,40.95,13.795,22.5,3.0,81.0,25.75,2.2
3.0,20.6991795333333,704.9,116.666666666667,2299.33333333333,24.5666666666667,23.1333333333333,140.666666666667,2.66666666666667,58.0,73.8333333333333,37.8
2.0,144.9364745,776.45,186.0,13935.0,155.95,19.65,187.0,5.0,24.0,117.84,11.0
4.0,103.54625,834.85,133.5,7099.75,127.0,11.975,43.68125,5.5,103.0,58.0531666666667,40.0
7.0,100.616295714286,775.371428571429,167.285714285714,6313.06128571429,65.6885714285714,7.10742857142857,152.76094,2.0,205.0,115.39279,106.7
4.0,24.73257607,969.525,110.75,2467.379725,84.075,4.895,60.05177,2.0,142.0,19.7995852777778,4.345
4.0,90.1422625,781.2,156.25,5572.60725,91.35,6.4305,106.006645,3.0,199.0,60.8180457142857,10.4
2.0,49.40425,653.95,173.5,5308.5,30.6,20.75,26.5,4.5,5.0,24.7,6.14
2.0,119.987735,625.7,186.5,9258.0,76.15,16.0,66.5,4.5,17.0,45.1,1.75
1.0,91.224,659.7,206.0,6511.0,42.6,21.0,23.0,4.0,0.0,23.0,90.0
5.0,110.52248,746.0,177.4,6736.4858,66.17,11.3644,90.405316,2.6,205.0,97.6998028303362,1.71
5.0,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,205.0,91.4357738461539,39.0
3.0,136.793126666667,661.8,193.0,12023.3333333333,28.7,28.1,37.0,4.66666666666667,37.0,28.9,9.49
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,83.555948,95.5
5.0,88.33268,802.98,151.0,4405.0858,76.11,10.7244,26.205316,3.4,205.0,22.6377633333333,2.49
5.0,104.23068,744.78,163.4,6112.2858,83.38,7.1844,87.805316,2.8,185.0,61.0294742857143,85.6
6.0,84.188275,752.466666666667,160.166666666667,4565.5715,66.1,8.69366666666667,110.00443,2.66666666666667,171.0,133.4658225,78.9
5.0,74.290174,810.8,149.8,4975.4858,63.986,6.9944,113.605316,2.2,171.0,60.94376,28.0
6.0,93.3859,734.066666666667,167.666666666667,5982.40483333333,79.1216666666667,10.3036666666667,96.6710966666667,3.16666666666667,183.0,59.7921058823529,44.0
4.0,54.5368875,826.2,133.75,5303.75,67.475,45.775,63.75,3.5,145.0,57.4193548387097,21.0
5.0,73.000813,781.26,151.8,5327.4858,76.726,8.7644,109.605316,2.6,171.0,61.0223314285714,5.72
5.0,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,205.0,96.7613691891892,0.92
4.0,75.963303,672.225,167.0,5757.5,55.85,25.5,65.25,3.25,106.0,101.9,3.51
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,254.101155652174,105.1
3.0,127.787666666667,827.366666666667,149.333333333333,12586.6666666667,154.7,18.8666666666667,184.333333333333,4.66666666666667,57.0,57.7049180327869,2.28
5.0,79.57161,735.32,177.4,4132.2858,66.644,7.3524,126.205316,2.4,205.0,103.283543076923,41.0
2.0,53.71397,1057.4,111.0,6011.54495,64.75,8.629,35.59025,2.5,116.0,37.4539210526316,4.11
