Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365.0,56.141962252
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,5062.011140854561
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,4882.610746016689
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14.0,3006.00661584528
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.90701084
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14.0,31.81242264
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321315999998
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.45455468
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,5925.813041974704
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90.0,42.32693164
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28.0,23.786922
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.421479776
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,8271.018203478481
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.85964676
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.679084
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.62730332
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7.0,21.917063088
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.079769451999997
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,11139.02451560232
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,4533.00997658904
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,8136.017906359682
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28.0,24.5798194
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,1507.5033178266
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.58541516
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.44570136
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3.0,19.41564416
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.221551679999997
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14.0,3726.00820047888
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91428524
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,7103.01563285064
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.104080959999997
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.38846488
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,4769.51049709716
