Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.835874796
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,35.75425543054136
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.082437432
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.335934716
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56.0,51.4349096
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52402188
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88455782
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,32.823194456
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.931941843999994
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.459520796
166.8,250.2,0.0,203.5,0.0,975.6,-692.6,3.0,6.902344236
275.0,180.0,120.0,162.0,10.35,830.0,765.0,28.0,76.23536132
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922478999999996
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28.0,50.23522136
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54026944
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.723510152
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.249270679999995
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,39.300132
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.091250688
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.892042159999995
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36270444
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42475728
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.234192132
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28.0,63.14221208
272.8,181.9,0.0,185.7,0.0,1012.4,-714.3,28.0,31.38150014
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.101223159999996
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.32952964
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389072
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99050724
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100.0,41.1617172
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.83934212
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0,53.69225402399999
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.180972492
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174488
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.45455468
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,57.02655996
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14.0,29.59230992
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.6806428
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28.0,33.0431373
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965116
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.226507999999995
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307951999994
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.63917714581204
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.377003588
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.489328168
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0,38.60376124
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100.0,49.99390476
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28.0,32.720462532
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.49762199999999
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.98920824
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94082508
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28.0,26.200088
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.31534036
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91154728
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.60910856945864
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.0603742
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56.0,23.24519085418796
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28.0,41.540929
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28.0,36.443632932
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.3377234
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.296095039999997
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.1269836
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064311264
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56.0,53.72396992
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864
