frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
2000.0,15.6,0.1016,39.6,0.0528487,110.894
5000.0,4.8,0.0254,71.3,0.000848633,135.468
1250.0,12.3,0.1016,39.6,0.0408268,121.165
1250.0,0.0,0.1016,71.3,0.00121072,130.335
630.0,12.7,0.0254,71.3,0.0121808,128.878
315.0,2.0,0.2286,39.6,0.00346574,120.137
315.0,9.5,0.0254,31.7,0.00461377,122.766
3150.0,9.5,0.0254,55.5,0.0043284,133.252
10000.0,0.0,0.0508,71.3,0.000740478,128.74
500.0,9.5,0.0254,31.7,0.00461377,126.886
2500.0,2.7,0.1524,71.3,0.00243851,128.334
2000.0,4.0,0.2286,55.5,0.0042862,124.254
6300.0,7.3,0.2286,71.3,0.0104404,115.818
4000.0,4.8,0.0254,31.7,0.000930789,135.328
800.0,12.7,0.0254,71.3,0.0121808,130.348
2000.0,7.2,0.1524,71.3,0.00752039,128.643
2000.0,5.3,0.2286,71.3,0.0051942,125.89
5000.0,4.8,0.0254,39.6,0.000907475,135.426
400.0,17.4,0.0254,71.3,0.016104,117.396
2500.0,5.4,0.1524,55.5,0.00433288,124.077
800.0,9.9,0.1524,71.3,0.0193001,128.879
4000.0,3.0,0.3048,71.3,0.00425727,120.264
5000.0,4.0,0.2286,31.7,0.00509068,115.969
6300.0,3.3,0.1016,31.7,0.00251435,120.702
3150.0,0.0,0.0508,31.7,0.000812164,135.49
1600.0,4.0,0.2286,55.5,0.0042862,128.264
1000.0,7.3,0.2286,31.7,0.0132672,119.099
2000.0,17.4,0.0254,31.7,0.0176631,124.356
630.0,2.0,0.2286,39.6,0.00346574,127.417
200.0,17.4,0.0254,71.3,0.016104,112.506
630.0,1.5,0.3048,39.6,0.00392107,128.311
2500.0,15.4,0.0508,55.5,0.0271925,125.63
1000.0,2.0,0.2286,55.5,0.00313525,129.002
6300.0,0.0,0.1524,55.5,0.00172668,123.303
200.0,19.7,0.0508,39.6,0.036484,125.974
800.0,4.0,0.2286,39.6,0.00473801,130.469
1250.0,8.9,0.1016,39.6,0.0124596,127.71
3150.0,0.0,0.0508,55.5,0.00076193,134.826
315.0,0.0,0.2286,31.7,0.0027238,120.595
500.0,7.2,0.1524,71.3,0.00752039,132.043
1600.0,7.3,0.2286,31.7,0.0132672,119.039
1600.0,12.3,0.1016,39.6,0.0408268,117.875
1600.0,11.2,0.0508,71.3,0.014072,135.191
10000.0,4.0,0.3048,71.3,0.00497773,110.905
10000.0,0.0,0.0508,31.7,0.000812164,122.45
1600.0,9.9,0.1524,71.3,0.0193001,121.789
1600.0,8.9,0.1016,71.3,0.0103088,128.763
2000.0,0.0,0.0508,55.5,0.00076193,131.456
2000.0,1.5,0.3048,39.6,0.00392107,122.101
1600.0,0.0,0.0508,71.3,0.000740478,129.68
315.0,17.4,0.0254,71.3,0.016104,115.846
4000.0,0.0,0.1016,31.7,0.00150092,126.933
1600.0,17.4,0.0254,31.7,0.0176631,126.846
6300.0,4.2,0.0508,71.3,0.00142788,129.308
1600.0,0.0,0.3048,39.6,0.00310138,124.049
500.0,9.5,0.0254,39.6,0.00449821,123.894
