Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.374375495999999
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7.0,12.05204048
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3.0,20.72564856
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.335934716
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.200357771999997
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245413568000004
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.021224
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28.0,45.70536404
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.30183076
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56.0,36.56291228
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.934619796
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.908319811999995
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.500339839999995
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.788400847999998
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.21823428799999
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,33.70158688
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.226507999999995
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.684340008
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,11.654902304
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.0932892
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28.0,13.293786756
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56.0,53.46196904
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3.0,21.02212324
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56.0,43.38872468
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.225328839999996
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.931941843999994
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0,38.60376124
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3.0,2.331807832
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.957582268
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.865242519999995
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.06830816
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.28978986
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100.0,37.9556538
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.068218236
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56.0,46.6430514
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28.0,17.959470848000002
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.378282643999995
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100.0,55.0201848
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100.0,52.95865156
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.30664712
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.63809508
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003984
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.870858223999996
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28.0,47.813781648
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.029847436
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,31.97100212
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56.0,43.49904084
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.826961643999994
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.14844728
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56.0,48.587373719999995
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.08573488
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28.0,22.93197176
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28.0,23.69039536
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796000005
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,59.79825348
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28.0,31.11605188
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3.0,14.39625888
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.109882284729316
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.321505756
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.0603742
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.922658848
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.70002808
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79421652
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.314271244
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.234192132
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.009542796
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7.0,45.89841732
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100.0,56.7438748
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.446370892
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.0621928
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28.0,23.524231644
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7.0,10.730314988
