frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
4000.0,4.8,0.0254,55.5,0.000873218,133.924
4000.0,9.5,0.0254,39.6,0.00449821,127.864
4000.0,0.0,0.2286,39.6,0.00253511,123.465
250.0,15.4,0.0508,71.3,0.0264269,124.835
250.0,15.6,0.1016,71.3,0.0437259,132.158
10000.0,0.0,0.1524,55.5,0.00172668,119.253
2000.0,8.9,0.1016,71.3,0.0103088,124.233
2500.0,0.0,0.3048,55.5,0.00283081,124.106
12500.0,2.7,0.1524,39.6,0.00294804,108.649
1000.0,15.4,0.0508,39.6,0.0282593,127.893
1600.0,9.9,0.1524,71.3,0.0193001,121.789
315.0,9.5,0.0254,39.6,0.00449821,119.294
315.0,0.0,0.2286,39.6,0.00253511,121.055
4000.0,12.3,0.1016,31.7,0.0418756,108.407
1000.0,4.8,0.0254,31.7,0.000930789,125.348
2500.0,0.0,0.1016,55.5,0.00131983,133.04
250.0,19.7,0.0508,71.3,0.0341183,119.115
16000.0,0.0,0.3048,71.3,0.00266337,108.721
800.0,12.3,0.1016,71.3,0.0337792,127.318
250.0,5.3,0.2286,39.6,0.00614329,127.011
1250.0,7.2,0.1524,71.3,0.00752039,132.513
800.0,12.6,0.1524,39.6,0.0584113,116.56
2500.0,0.0,0.2286,31.7,0.0027238,123.445
1000.0,12.7,0.0254,71.3,0.0121808,131.698
3150.0,15.4,0.0508,55.5,0.0271925,123.46
1600.0,9.5,0.0254,31.7,0.00461377,131.036
12500.0,4.2,0.0508,71.3,0.00142788,117.328
1000.0,8.4,0.0508,55.5,0.00544854,130.722
3150.0,3.0,0.3048,31.7,0.00529514,118.108
630.0,4.0,0.3048,71.3,0.00497773,131.615
8000.0,0.0,0.0508,71.3,0.000740478,130.89
1000.0,12.3,0.1016,39.6,0.0408268,122.435
315.0,22.2,0.0254,39.6,0.0229028,120.716
1600.0,1.5,0.3048,71.3,0.00336729,126.632
630.0,8.4,0.0508,55.5,0.00544854,126.152
315.0,9.9,0.1524,31.7,0.0252785,128.809
1250.0,4.0,0.3048,71.3,0.00497773,129.395
315.0,17.4,0.0254,39.6,0.0172206,115.144
2000.0,8.4,0.0508,39.6,0.00566229,129.965
8000.0,0.0,0.1016,39.6,0.00146332,122.341
2000.0,6.7,0.1016,71.3,0.00478288,134.568
10000.0,12.7,0.0254,71.3,0.0121808,114.418
5000.0,12.7,0.0254,39.6,0.0130253,125.107
2000.0,0.0,0.3048,39.6,0.00310138,123.689
3150.0,12.3,0.1016,39.6,0.0408268,113.055
10000.0,0.0,0.3048,71.3,0.00266337,115.391
200.0,12.3,0.1016,31.7,0.0418756,124.987
6300.0,7.3,0.2286,55.5,0.0111706,111.534
400.0,7.3,0.2286,31.7,0.0132672,130.269
1250.0,3.3,0.1016,31.7,0.00251435,134.022
5000.0,4.8,0.0254,31.7,0.000930789,135.248
6300.0,4.2,0.0508,71.3,0.00142788,129.308
3150.0,9.9,0.1524,31.7,0.0252785,112.209
315.0,5.4,0.1524,31.7,0.00525474,125.741
2000.0,0.0,0.1016,31.7,0.00150092,133.153
2500.0,0.0,0.1524,71.3,0.0015988,128.127
800.0,0.0,0.0508,55.5,0.00076193,124.336
1250.0,3.0,0.3048,39.6,0.00495741,125.802
6300.0,8.9,0.1016,39.6,0.0124596,113.11
6300.0,2.0,0.2286,31.7,0.00372371,115.137
1600.0,4.8,0.0254,39.6,0.000907475,125.966
5000.0,0.0,0.1524,71.3,0.0015988,126.457
2500.0,4.2,0.0508,39.6,0.00152689,133.847
8000.0,15.4,0.0508,71.3,0.0264269,112.675
1250.0,5.4,0.1524,39.6,0.00485029,127.117
1250.0,0.0,0.1524,39.6,0.00193287,131.023
1000.0,3.0,0.3048,31.7,0.00529514,126.838
200.0,11.2,0.0508,39.6,0.0150478,125.01
10000.0,0.0,0.0508,55.5,0.00076193,127.636
1000.0,8.9,0.1016,71.3,0.0103088,135.433
250.0,7.3,0.2286,71.3,0.0104404,139.918
6300.0,2.0,0.2286,55.5,0.00313525,118.712
10000.0,0.0,0.0254,55.5,0.00041229,134.563
4000.0,8.9,0.1016,71.3,0.0103088,120.243
2500.0,0.0,0.1016,71.3,0.00121072,132.595
4000.0,9.9,0.1524,31.7,0.0252785,111.459
5000.0,8.4,0.0508,55.5,0.00544854,115.812
2000.0,3.3,0.1016,31.7,0.00251435,131.642
2500.0,4.0,0.2286,71.3,0.00400603,124.338
500.0,3.0,0.3048,71.3,0.00425727,128.454
500.0,12.3,0.1016,71.3,0.0337792,140.158
6300.0,4.8,0.0254,55.5,0.000873218,135.164
4000.0,0.0,0.1524,71.3,0.0015988,128.857
800.0,9.9,0.1524,31.7,0.0252785,125.539
3150.0,6.7,0.1016,71.3,0.00478288,124.458
500.0,12.7,0.0254,39.6,0.0130253,127.127
5000.0,9.5,0.0254,39.6,0.00449821,125.044
1600.0,2.7,0.1524,39.6,0.00294804,130.049
1000.0,8.4,0.0508,31.7,0.00580776,129.516
1600.0,12.3,0.1016,55.5,0.0368233,121.824
2500.0,3.3,0.1016,31.7,0.00251435,130.392
3150.0,3.3,0.1016,39.6,0.00245138,128.401
250.0,4.0,0.3048,39.6,0.00579636,123.543
6300.0,3.3,0.1016,71.3,0.00202822,124.904
10000.0,0.0,0.0254,31.7,0.000439472,134.227
500.0,2.0,0.2286,31.7,0.00372371,126.677
1000.0,7.3,0.2286,55.5,0.0111706,125.194
2500.0,1.5,0.3048,39.6,0.00392107,120.981
6300.0,3.0,0.3048,39.6,0.00495741,114.042
800.0,4.8,0.0254,31.7,0.000930789,122.648
8000.0,4.2,0.0508,71.3,0.00142788,125.268
2500.0,0.0,0.3048,71.3,0.00266337,125.571
2000.0,0.0,0.3048,55.5,0.00283081,126.616
2500.0,5.4,0.1524,39.6,0.00485029,120.497
4000.0,15.4,0.0508,39.6,0.0282593,118.113
3150.0,9.5,0.0254,71.3,0.00420654,136.166
4000.0,2.0,0.2286,39.6,0.00346574,120.227
1000.0,0.0,0.0508,55.5,0.00076193,125.586
4000.0,2.0,0.2286,71.3,0.00293031,124.086
800.0,17.4,0.0254,39.6,0.0172206,135.324
200.0,8.9,0.1016,71.3,0.0103088,133.503
4000.0,0.0,0.3048,39.6,0.00310138,119.229
2500.0,5.3,0.2286,39.6,0.00614329,116.151
2500.0,4.8,0.0254,55.5,0.000873218,129.144
800.0,4.0,0.2286,31.7,0.00509068,130.869
3150.0,1.5,0.3048,39.6,0.00392107,119.111
500.0,9.5,0.0254,31.7,0.00461377,126.886
3150.0,0.0,0.2286,39.6,0.00253511,124.625
1600.0,7.2,0.1524,39.6,0.00909175,120.058
3150.0,15.4,0.0508,31.7,0.0289853,118.045
