Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.86585204399999
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56.0,74.3649114581204
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.65776027999999
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.31534036
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.59042571527067
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3.0,35.36322404
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56.0,53.95839176
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.826961643999994
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28.0,16.49916068
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.178794196
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.726417988
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.10006412
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270.0,53.300631656
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.675936308
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94082508
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180.0,52.1243856
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.395359639999995
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.798273423999994
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28.0,45.939785879999995
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748
