AT,V,AP,RH,PE
29.28,65.71,1013.76,48.05,445.49
24.16,66.05,1016.45,-73.27,443.75
30.97,69.13,1009.78,58.92,435.6
18.28,44.71,1016.99,33.71,462.28
14.43,44.47,1028.57,70.7,466.56
15.85,46.18,1013.14,97.8,462.88
14.81,42.03,1017.43,72.54,470.41
28.39,65.51,1014.52,-66.48,438.78
19.89,44.9,1008.12,67.3,453.09
8.66,36.25,1028.22,86.96,479.66
11.35,40.66,1016.86,96.4,466.55
17.43,63.09,1019.87,92.77,449.36
30.16,73.17,1010.74,58.99,434.43
10.82,44.63,1020.64,90.26,473.23
10.94,39.69,1004.5,86.29,459.69
24.78,68.63,1013.96,43.7,448.43
11.48,37.5,1014.38,69.75,472.9
26.65,73.18,1012.27,83.12,437.7
14.07,40.78,1024.67,72.66,456.71
15.57,44.68,1022.01,90.02,460.91
23.84,49.21,1013.85,50.36,447.09
28.02,68.08,1013.44,44.46,434.95
24.57,49.82,1016.82,65.25,452.3
7.26,36.08,1021.47,83.15,483.58
26.26,63.73,1010.45,70.61,442.18
24.51,62.08,1022.58,57.44,447.04
18.41,44.89,1009.75,77.24,448.88
6.64,35.19,1019.83,76.01,484.03
34.18,78.05,1010.71,66.77,432.1
16.99,40.89,1011.54,64.51,464.95
26.34,69.04,1009.44,72.06,444.13
27.97,58.84,1002.25,57.88,446.11
14.54,41.17,1015.15,67.78,470.19
24.52,56.85,1012.59,54.47,438.89
17.81,45.0,1022.32,43.84,471.0
14.69,35.71,1015.78,57.34,467.39
26.13,79.74,1005.61,90.27,431.29
29.92,67.22,1014.09,50.62,444.78
13.5,41.44,1015.72,68.36,471.34
20.64,49.21,1014.86,58.47,454.2
15.55,39.63,1004.98,89.82,466.83
27.39,67.07,1006.17,58.2,441.45
7.55,38.08,1019.37,76.32,485.49
19.66,42.18,1001.51,95.75,454.46
8.07,43.41,1016.02,76.26,467.56
23.19,67.07,1005.67,65.19,442.45
29.7,57.19,1008.41,55.07,436.29
21.49,56.9,1007.47,66.66,452.46
24.16,65.06,1013.88,58.96,442.32
8.62,42.49,1009.06,86.93,481.87
24.01,42.48,1011.39,55.1,453.12
32.45,66.44,1011.21,50.18,429.99
27.76,71.97,1008.53,86.97,434.04
9.24,41.4,1030.72,87.36,476.9
24.67,61.5,1009.06,72.77,437.37
28.5,64.84,1011.47,54.41,441.74
28.69,67.25,1017.71,44.6,436.21
21.37,57.76,1018.8,70.12,454.66
18.55,46.48,1007.34,80.67,452.37
22.88,65.48,1017.33,66.26,447.14
30.98,71.29,1008.78,47.7,432.99
22.82,60.08,1017.95,65.71,450.86
11.77,40.92,1021.85,81.55,467.31
14.76,49.64,1026.31,75.67,461.16
12.87,45.51,1015.3,86.67,475.77
12.72,40.71,1016.02,71.57,466.99
15.27,38.73,1002.83,77.77,465.99
26.94,68.24,1010.49,76.58,430.34
27.2,59.74,1011.99,56.74,440.13
4.71,42.07,1005.35,82.26,486.79
18.75,41.1,1001.97,59.6,458.31
22.94,61.5,1008.25,73.45,445.31
18.81,61.87,1009.71,70.47,448.49
21.13,51.43,1007.43,88.72,445.4
21.95,68.63,1012.8,61.55,448.9
14.31,42.86,1031.14,69.6,465.36
22.08,45.61,1014.02,75.71,456.71
17.72,48.14,1013.26,65.09,457.44
10.82,41.55,1004.55,65.14,475.44
31.71,69.04,1008.79,49.32,441.15
14.13,53.82,1016.72,64.85,467.08
17.65,62.1,1019.63,84.3,452.2
16.41,41.48,1016.28,45.19,451.93
14.05,39.59,1011.2,94.54,464.63
28.55,65.27,1013.34,48.95,437.62
20.85,56.89,1013.15,68.22,450.07
28.43,68.08,1011.32,58.19,433.05
30.47,70.83,1010.91,46.94,444.39
13.56,42.34,1017.95,93.83,462.6
12.36,52.75,1026.04,68.71,465.14
28.84,60.23,1009.7,59.0,437.82
21.1,49.16,1006.76,86.08,442.78
20.9,67.71,1007.16,59.02,446.57
15.25,43.02,1012.04,41.43,467.23
14.29,37.85,1009.98,92.81,468.63
9.54,41.17,1019.79,65.61,481.18
28.73,68.3,1016.53,55.73,434.15
28.36,66.75,1017.71,52.6,433.88
22.85,59.15,1014.74,63.92,448.61
29.55,66.25,1009.38,69.55,436.29
25.3,70.98,1007.22,95.1,440.86
14.73,39.52,1017.01,74.21,470.45
21.81,43.77,1011.97,64.72,453.13
20.29,65.27,1013.17,74.94,445.52
23.79,50.16,1005.32,75.82,435.49
26.56,52.3,1007.4,62.04,439.25
16.48,41.35,1005.61,89.07,465.64
25.43,60.95,1014.62,51.39,444.65
14.05,41.39,1019.06,68.54,472.19
29.3,67.69,1007.17,55.5,430.72
14.62,44.84,1023.41,85.17,464.51
10.81,44.63,1020.61,88.29,473.86
28.84,74.9,1004.38,66.86,436.42
15.55,40.66,1016.21,-88.5,457.53
3.82,35.47,1016.62,84.34,489.04
14.36,41.26,1021.16,73.43,462.25
26.3,69.05,1005.37,41.7,438.12
17.74,49.69,1006.09,80.7,457.05
16.85,42.24,1017.43,66.01,472.63
8.47,41.03,1021.72,70.16,485.1
