AT,V,AP,RH,PE
14.33,38.73,1003.52,85.92,468.86
18.67,58.46,1016.73,87.7,447.16
18.22,45.09,1013.62,75.56,454.74
27.09,73.5,1011.34,76.06,434.31
13.78,40.1,1014.49,81.86,445.98
23.76,70.32,1012.13,78.84,434.64
31.71,73.5,1010.63,40.17,430.45
26.29,56.85,1012.68,60.33,439.86
24.4,69.94,1005.75,58.1,438.76
15.48,41.66,1009.55,66.74,467.06
20.53,65.06,1016.69,73.47,446.64
13.18,40.03,1017.75,82.29,470.88
17.9,48.98,1014.17,80.4,453.02
8.83,36.3,1027.08,72.69,479.86
13.74,39.35,1014.82,77.48,471.11
15.91,71.14,1019.7,72.65,458.15
25.53,71.85,1009.19,74.7,431.26
29.1,76.2,1006.28,60.22,435.97
8.27,39.64,1011.0,84.64,479.91
22.12,47.93,1005.5,84.47,443.41
25.71,52.84,1006.32,53.29,445.54
16.36,53.82,1015.05,71.95,461.62
22.4,-999.0,1009.52,83.5,446.91
10.61,43.79,1016.03,76.33,480.28
27.29,64.45,1013.46,45.35,446.94
12.19,40.05,1014.77,84.39,473.92
24.26,69.51,1013.43,53.23,442.56
23.83,50.32,1008.41,72.23,445.17
26.45,74.33,1013.81,61.7,433.16
28.39,65.51,1014.52,66.48,438.78
16.82,47.45,1010.19,88.48,449.57
24.94,63.94,1012.72,73.71,438.55
15.11,45.01,1014.35,65.03,460.91
8.25,41.26,1020.59,91.84,475.17
26.84,70.36,1007.41,71.47,442.17
15.62,40.89,1007.01,79.21,466.15
22.01,60.84,1017.55,83.82,441.9
5.21,43.65,1017.64,78.62,486.08
17.28,39.99,1007.09,74.25,463.28
21.78,68.28,1001.0,79.3,443.24
8.03,37.8,1020.47,60.67,481.51
25.31,67.9,1006.34,68.04,440.36
12.49,38.25,1012.61,83.32,470.63
21.19,-999.0,1006.65,56.28,441.71
21.43,63.94,1017.28,57.49,449.02
11.77,40.71,1024.55,72.49,477.94
31.94,69.98,1013.32,56.17,432.03
18.28,45.0,1022.47,43.03,471.42
8.77,40.46,1019.68,77.84,475.0
21.75,50.12,1009.36,94.41,446.64
10.25,41.46,1020.65,87.07,481.94
22.78,49.16,1002.29,64.28,444.99
13.61,38.47,1015.1,54.98,466.51
14.35,46.18,1016.63,87.76,461.74
28.18,73.03,1014.18,67.72,439.74
22.49,56.9,1007.65,63.34,449.64
13.33,38.47,1015.42,58.27,466.26
30.98,67.48,1009.96,58.92,439.39
27.47,63.78,1016.07,48.47,446.69
25.09,69.68,1012.18,91.33,439.77
23.08,64.44,1014.85,69.95,448.61
10.81,45.0,1023.45,85.89,482.63
25.86,59.07,1008.59,81.28,440.9
16.23,43.69,1016.4,68.9,466.22
25.31,60.75,1008.65,79.35,437.33
11.67,44.6,1018.09,92.53,467.96
13.5,-999.0,1015.72,68.36,471.34
13.32,43.22,1009.45,75.3,466.83
31.03,74.33,1011.55,63.45,429.35
29.47,65.51,1014.71,58.28,444.8
28.61,69.84,1004.24,67.74,429.91
16.48,48.92,1011.84,64.16,458.67
27.65,48.41,1008.54,58.25,440.94
19.41,-999.0,1009.44,64.05,452.55
19.89,69.48,1011.06,86.73,447.63
23.03,44.89,1010.26,59.85,447.81
15.42,39.82,1012.89,83.54,469.9
32.26,71.29,1008.41,48.58,431.96
14.82,40.0,1016.32,66.3,458.46
19.69,56.65,1020.84,72.14,455.07
26.88,79.74,1006.54,93.7,434.77
22.75,70.94,1008.03,81.95,439.91
6.49,43.65,1020.41,72.78,484.94
29.98,47.93,1002.46,42.73,438.79
19.92,38.52,1018.15,60.68,451.16
24.11,68.63,1014.34,45.28,448.45
8.33,39.72,1020.24,82.84,479.12
13.44,37.85,1009.78,99.13,469.89
18.63,50.16,1010.21,97.13,450.14
21.75,67.45,1014.89,67.09,445.1
30.31,77.24,1008.02,67.84,435.28
24.05,61.87,1009.64,54.54,442.16
26.95,72.24,1011.16,73.14,435.65
4.23,38.44,1016.46,76.64,489.0
20.1,57.17,1011.96,87.68,452.67
26.87,-999.0,1002.48,71.91,437.78
8.88,36.3,1015.27,56.96,478.7
16.0,39.16,1016.37,77.63,468.49
24.91,52.3,1008.72,68.26,441.15
28.98,73.42,1011.25,72.9,432.2
17.2,58.49,1012.06,92.01,458.5
27.88,70.79,1005.06,72.5,429.62
23.55,51.95,1006.0,76.46,449.54
22.73,63.73,1009.12,94.8,441.75
9.68,40.22,1007.6,89.97,479.56
12.93,39.58,1010.93,75.9,473.09
23.45,66.48,1003.66,75.83,435.13
21.3,66.86,1013.04,55.43,450.56
20.27,63.56,1014.24,86.55,446.93
27.51,63.73,1009.97,66.14,440.81
14.55,42.74,1028.41,70.09,465.81
5.42,-999.0,1020.77,86.02,491.38
21.43,60.95,1015.27,75.49,449.12
27.47,70.72,1009.97,74.62,443.25
12.28,39.96,1011.76,77.07,468.0
13.31,41.26,1020.83,79.55,462.87
24.84,59.22,1013.18,83.08,442.7
15.11,56.03,1020.27,89.95,462.65
31.7,69.13,1000.29,46.27,427.95
31.01,67.69,1005.06,46.16,426.64
