AT,V,AP,RH,PE
14.51,1017.47,42.77,81.95,463.37
11.09,1025.47,40.43,74.97,490.96
24.99,1006.95,51.43,79.63,441.45
30.04,1011.04,68.08,51.01,429.52
19.66,1017.17,58.79,84.16,447.93
14.72,1009.65,40.83,80.98,469.8
20.0,1007.59,39.53,62.09,456.28
24.94,1019.76,62.96,58.44,443.48
5.09,1013.78,42.85,91.34,481.24
19.16,1012.36,43.43,72.59,451.0
14.65,1030.61,41.92,63.07,464.95
31.99,1004.98,53.53,53.53,432.43
8.47,1005.37,42.02,92.73,477.67
22.72,1014.64,65.61,70.53,449.04
21.57,1014.76,66.49,68.19,455.18
31.7,1006.26,70.36,58.18,438.38
28.37,1012.41,68.12,45.87,436.42
22.99,1006.65,68.67,77.62,446.67
13.9,1023.29,45.08,83.43,465.31
23.04,1014.29,64.27,80.23,439.67
20.19,1009.2,44.57,72.13,454.36
23.76,1009.15,61.5,68.52,441.16
21.35,1012.28,59.04,95.71,445.83
25.02,1008.07,47.45,60.42,446.62
9.64,1027.1,36.66,70.11,479.08
31.92,1000.77,69.13,58.91,425.19
20.73,1001.86,41.1,47.51,456.44
13.17,1012.82,36.71,72.76,474.93
13.95,1013.18,40.2,90.77,464.79
30.25,1006.58,68.24,31.9,432.05
33.17,1004.45,70.4,58.0,430.14
18.63,1007.98,45.87,79.9,453.79
25.07,1011.25,56.85,51.99,442.44
17.02,1014.38,44.85,62.66,459.98
12.07,1025.53,43.71,85.62,472.32
20.33,1016.47,57.76,75.35,450.25
12.07,1012.67,38.25,81.66,470.36
25.91,1010.92,68.08,74.25,432.07
17.7,1015.16,49.21,67.91,455.97
21.93,1017.8,60.84,82.61,443.89
16.77,1013.24,50.9,84.4,459.91
27.37,1013.09,65.06,50.92,440.5
17.51,1013.13,53.16,82.86,457.45
12.03,1015.93,40.75,85.07,474.97
14.44,1015.51,40.1,79.78,468.19
14.04,1008.98,40.83,82.04,469.75
12.93,1018.5,41.39,80.28,472.57
17.9,1004.3,67.71,89.59,449.73
10.28,1020.43,39.61,69.09,478.34
26.75,1013.88,69.45,53.65,434.57
19.67,1015.46,44.71,31.46,464.99
24.62,1010.55,70.47,72.71,435.88
14.22,1012.0,44.99,75.28,460.53
27.39,1006.17,67.07,58.2,441.45
7.61,1024.93,39.42,74.77,475.55
23.99,1008.41,50.32,67.4,444.23
16.38,1013.6,46.97,73.67,459.87
22.52,1014.34,64.27,82.77,445.4
29.85,1005.45,61.85,61.85,436.46
11.34,1020.25,41.54,75.83,477.24
21.12,1020.83,62.96,69.96,454.65
27.59,1008.64,71.97,88.22,437.33
30.63,1007.47,74.22,46.52,430.38
28.38,998.93,72.39,73.85,432.02
14.66,1006.15,47.83,91.98,461.46
6.59,1020.34,39.37,77.92,488.17
23.07,1008.64,70.47,83.37,439.04
27.83,1012.04,72.29,48.86,445.73
15.74,1024.7,43.71,78.38,462.66
20.32,1007.42,67.71,63.71,446.22
5.66,1024.7,39.42,78.52,482.11
8.11,1014.82,42.18,93.09,473.62
27.53,1007.75,70.32,49.31,433.72
9.18,1025.41,39.42,69.46,473.78
30.35,1009.55,77.17,63.62,432.75
24.17,1008.46,48.41,76.19,442.62
29.09,1007.86,70.98,80.35,439.34
26.37,1014.48,54.5,66.31,451.78
15.67,1018.73,45.17,94.74,462.09
14.8,1014.67,44.71,41.71,470.77
29.46,1006.96,71.94,62.26,428.54
26.43,1004.09,75.33,86.48,431.79
10.25,1020.65,41.46,87.07,481.94
26.92,1008.11,68.27,61.73,435.17
16.59,1012.88,43.56,59.61,465.03
14.66,1030.81,41.92,68.88,464.57
10.48,1021.35,40.0,88.52,478.86
30.24,1007.9,69.88,61.46,436.37
23.24,1017.1,63.78,63.8,446.95
30.13,1010.99,78.05,61.5,434.14
15.65,1018.0,54.3,69.66,461.69
12.75,1007.29,44.03,89.46,465.86
27.1,1006.28,52.84,53.85,439.08
24.54,1011.63,58.66,57.62,448.11
29.0,1012.78,69.68,66.09,442.79
15.98,1008.24,42.99,83.78,467.42
16.32,1021.3,43.5,72.6,460.07
21.94,1014.64,57.5,78.52,451.1
24.2,1014.82,60.95,59.42,448.43
15.94,1023.32,41.76,67.17,462.44
30.08,1017.6,67.25,53.09,434.01
16.84,1020.25,56.03,70.37,437.14
24.62,1010.45,68.31,75.18,448.58
13.93,1011.8,39.64,82.64,470.84
11.21,1007.95,44.03,93.03,471.79
17.33,1007.97,42.28,50.33,462.26
16.69,1019.92,40.56,51.43,469.9
17.08,1015.41,38.58,73.42,461.49
17.43,1019.87,63.09,92.77,449.36
25.89,1007.43,74.22,81.55,433.73
12.74,1008.19,39.13,94.81,468.57
21.71,1010.97,61.45,91.62,445.72
17.08,1016.04,58.86,87.46,449.98
14.1,1025.09,44.84,79.42,468.22
8.81,1014.99,43.56,81.5,482.52
29.2,1009.94,64.84,55.37,441.9
17.19,1016.74,58.86,85.97,451.87
22.1,1009.4,74.87,85.78,442.83
14.39,1014.19,44.85,75.16,465.88
14.87,1017.94,42.77,75.06,462.03
