frequency_Hz,attack_angle_deg,chord_length_m,free_stream_velocity_m_s,suction_side_displacement_thickness_m,scaled_sound_pressure_dB
1000.0,17.4,0.0254,31.7,0.0176631,131.796
1600.0,4.0,0.2286,31.7,0.00509068,125.229
8000.0,0.0,0.1016,31.7,0.00150092,120.193
1000.0,3.0,0.3048,55.5,0.00452492,129.329
800.0,2.7,0.1524,39.6,0.00294804,128.829
800.0,6.7,0.1016,39.6,0.00578076,134.625
6300.0,5.3,0.2286,39.6,0.00614329,112.541
2500.0,3.0,0.3048,55.5,0.00452492,122.439
2000.0,7.2,0.1524,71.3,0.00752039,128.643
315.0,7.3,0.2286,39.6,0.0123481,132.149
400.0,8.4,0.0508,55.5,0.00544854,121.582
12500.0,0.0,0.0508,31.7,0.000812164,119.07
12500.0,1.5,0.3048,71.3,0.00336729,109.222
2000.0,3.0,0.3048,71.3,0.00425727,125.524
2000.0,0.0,0.1524,71.3,0.0015988,128.647
2500.0,4.2,0.0508,71.3,0.00142788,131.978
1250.0,5.3,0.2286,71.3,0.0051942,133.38
630.0,5.4,0.1524,55.5,0.00433288,131.807
16000.0,2.7,0.1524,71.3,0.00243851,110.364
200.0,12.6,0.1524,39.6,0.0584113,114.75
4000.0,4.0,0.2286,55.5,0.0042862,120.654
6300.0,4.2,0.0508,39.6,0.00152689,125.717
800.0,1.5,0.3048,39.6,0.00392107,128.831
6300.0,0.0,0.2286,31.7,0.0027238,116.815
5000.0,4.0,0.3048,71.3,0.00497773,117.785
2000.0,17.4,0.0254,31.7,0.0176631,124.356
5000.0,12.7,0.0254,39.6,0.0130253,125.107
6300.0,0.0,0.1016,71.3,0.00121072,129.395
500.0,15.6,0.1016,39.6,0.0528487,115.304
800.0,3.0,0.3048,39.6,0.00495741,129.552
630.0,8.9,0.1016,39.6,0.0124596,131.92
250.0,9.9,0.1524,39.6,0.0233328,128.335
1250.0,4.8,0.0254,39.6,0.000907475,125.026
6300.0,15.4,0.0508,71.3,0.0264269,115.215
250.0,19.7,0.0508,39.6,0.036484,127.224
6300.0,0.0,0.0254,55.5,0.00041229,136.103
2500.0,12.6,0.1524,71.3,0.0483159,115.234
1000.0,5.3,0.2286,71.3,0.0051942,134.0
250.0,15.4,0.0508,39.6,0.0282593,122.893
6300.0,8.9,0.1016,39.6,0.0124596,113.11
1250.0,0.0,0.3048,39.6,0.00310138,125.499
630.0,2.0,0.2286,55.5,0.00313525,126.842
4000.0,19.7,0.0508,71.3,0.0341183,113.045
2000.0,2.0,0.2286,39.6,0.00346574,122.797
2500.0,17.4,0.0254,31.7,0.0176631,124.166
1600.0,9.9,0.1524,31.7,0.0252785,117.119
1000.0,7.3,0.2286,55.5,0.0111706,125.194
12500.0,0.0,0.0254,71.3,0.000400682,133.207
2000.0,15.4,0.0508,71.3,0.0264269,129.285
315.0,0.0,0.2286,39.6,0.00253511,121.055
20000.0,4.0,0.2286,71.3,0.00400603,109.638
2000.0,15.4,0.0508,31.7,0.0289853,120.835
4000.0,4.0,0.2286,39.6,0.00473801,119.159
250.0,8.9,0.1016,71.3,0.0103088,134.533
2500.0,9.9,0.1524,31.7,0.0252785,114.729
1000.0,15.4,0.0508,39.6,0.0282593,127.893
2000.0,11.2,0.0508,39.6,0.0150478,124.42
1600.0,19.7,0.0508,39.6,0.036484,117.604
630.0,8.9,0.1016,71.3,0.0103088,138.423
2000.0,7.3,0.2286,55.5,0.0111706,120.354
250.0,0.0,0.3048,31.7,0.00331266,118.595
315.0,7.3,0.2286,55.5,0.0111706,136.284
5000.0,4.8,0.0254,71.3,0.000848633,135.468
4000.0,0.0,0.1524,39.6,0.00193287,125.343
800.0,0.0,0.3048,39.6,0.00310138,129.099
5000.0,17.4,0.0254,39.6,0.0172206,119.854
2500.0,1.5,0.3048,39.6,0.00392107,120.981
1250.0,15.4,0.0508,71.3,0.0264269,130.845
400.0,9.5,0.0254,31.7,0.00461377,124.756
250.0,12.7,0.0254,71.3,0.0121808,119.698
1000.0,6.7,0.1016,39.6,0.00578076,134.515
2500.0,0.0,0.0254,39.6,0.000428464,131.836
2500.0,0.0,0.2286,71.3,0.00214345,128.354
630.0,2.7,0.1524,39.6,0.00294804,125.809
2000.0,9.5,0.0254,71.3,0.00420654,134.976
3150.0,0.0,0.1016,39.6,0.00146332,130.961
3150.0,0.0,0.3048,71.3,0.00266337,125.201
630.0,0.0,0.3048,39.6,0.00310138,128.629
5000.0,0.0,0.1016,31.7,0.00150092,124.393
4000.0,5.4,0.1524,71.3,0.00401199,121.431
1600.0,22.2,0.0254,71.3,0.0214178,131.817
315.0,0.0,0.3048,39.6,0.00310138,122.779
2000.0,9.5,0.0254,31.7,0.00461377,130.496
400.0,5.3,0.2286,39.6,0.00614329,131.221
1000.0,7.3,0.2286,71.3,0.0104404,126.838
5000.0,4.0,0.3048,39.6,0.00579636,113.733
800.0,0.0,0.1524,31.7,0.00209405,129.117
2000.0,19.7,0.0508,39.6,0.036484,117.724
200.0,17.4,0.0254,39.6,0.0172206,114.044
800.0,7.3,0.2286,71.3,0.0104404,130.748
315.0,0.0,0.2286,55.5,0.00229336,119.54
2500.0,8.4,0.0508,39.6,0.00566229,127.465
315.0,22.2,0.0254,39.6,0.0229028,120.716
1250.0,4.8,0.0254,31.7,0.000930789,127.408
10000.0,0.0,0.0508,39.6,0.000791822,125.998
250.0,7.3,0.2286,31.7,0.0132672,130.089
200.0,9.5,0.0254,39.6,0.00449821,116.074
5000.0,7.3,0.2286,31.7,0.0132672,111.029
315.0,2.0,0.2286,39.6,0.00346574,120.137
400.0,7.2,0.1524,71.3,0.00752039,130.123
630.0,4.0,0.2286,71.3,0.00400603,129.038
2500.0,17.4,0.0254,55.5,0.0165706,124.931
800.0,8.4,0.0508,55.5,0.00544854,128.562
5000.0,7.3,0.2286,55.5,0.0111706,113.144
2500.0,12.3,0.1016,39.6,0.0408268,113.315
1000.0,9.5,0.0254,71.3,0.00420654,129.556
800.0,3.0,0.3048,71.3,0.00425727,129.494
1250.0,22.2,0.0254,39.6,0.0229028,126.446
2500.0,4.8,0.0254,71.3,0.000848633,130.828
2500.0,0.0,0.0254,31.7,0.000439472,132.897
3150.0,12.7,0.0254,71.3,0.0121808,133.758
630.0,9.5,0.0254,55.5,0.0043284,125.452
630.0,2.0,0.2286,31.7,0.00372371,129.057
630.0,7.3,0.2286,31.7,0.0132672,126.189
2000.0,12.3,0.1016,71.3,0.0337792,122.218
1600.0,3.3,0.1016,39.6,0.00245138,133.071
5000.0,5.4,0.1524,39.6,0.00485029,117.037
6300.0,3.0,0.3048,39.6,0.00495741,114.042
4000.0,9.5,0.0254,39.6,0.00449821,127.864
1250.0,0.0,0.0508,39.6,0.000791822,129.148
