AT,V,AP,RH,PE
28.07,64.09,1005.41,64.09,436.61
21.7,60.77,1018.07,88.15,444.66
13.89,35.71,1016.4,65.49,468.54
25.72,74.67,1016.64,75.93,434.83
16.17,46.97,1014.22,85.8,456.08
27.24,44.89,1009.61,51.89,442.84
21.91,70.32,1009.17,90.57,439.29
19.48,58.66,1013.32,73.16,454.4
29.52,75.33,1002.62,70.64,433.39
19.44,48.7,1008.66,94.71,444.9
9.18,42.44,1014.52,98.04,480.49
12.38,45.09,1013.26,90.55,467.47
14.88,42.28,1007.26,71.3,466.73
30.99,68.51,1008.0,71.35,430.09
8.27,35.76,1020.11,75.25,480.8
13.41,45.0,1021.65,45.24,478.96
25.9,48.92,1009.82,35.42,443.8
8.58,40.72,1022.04,87.55,480.96
27.41,69.98,1008.51,65.49,431.64
21.49,61.27,1019.81,63.21,450.07
26.63,74.16,1009.72,83.26,436.03
18.58,46.97,1014.25,74.09,454.26
12.59,39.18,1024.18,67.57,471.32
26.75,64.79,1017.79,54.31,438.4
10.38,37.73,1021.5,75.02,475.02
18.0,53.16,1013.02,82.47,455.69
10.08,41.16,1023.14,96.03,469.17
24.2,68.67,1006.72,78.08,444.09
4.97,40.64,1020.91,94.28,485.43
20.71,58.79,1017.48,86.67,444.39
24.93,69.05,1001.02,85.14,429.53
11.2,35.76,1019.24,64.59,473.33
27.08,66.05,1017.33,54.68,439.47
9.03,37.14,1012.79,76.27,478.95
25.02,60.29,1017.49,54.75,445.61
23.57,67.9,1006.08,70.12,446.72
8.31,40.46,1020.07,78.18,476.72
20.35,50.9,1012.6,72.43,453.5
11.46,39.82,1012.09,86.2,477.99
21.28,70.72,1010.29,86.22,445.54
25.14,60.93,1007.44,76.71,437.4
27.61,59.54,1005.84,71.27,437.85
31.85,73.91,1003.6,60.22,431.26
21.63,71.85,1009.44,76.89,434.1
26.78,73.06,1007.99,90.47,433.25
8.77,40.77,1011.54,89.58,480.56
31.46,77.17,1009.26,59.61,435.56
26.2,74.67,1016.69,84.38,430.22
19.08,58.59,1013.42,68.88,451.05
23.85,69.45,1013.99,60.6,439.67
27.47,63.78,1016.07,48.47,446.69
28.15,72.99,1007.62,70.03,431.83
14.16,44.06,1018.92,76.34,464.91
19.94,38.52,1018.4,55.9,450.48
23.14,60.27,1018.51,80.54,442.59
6.53,42.85,1012.65,91.6,480.98
4.04,35.47,1017.51,87.35,486.86
29.0,77.54,1011.33,75.13,431.37
26.07,71.37,1008.6,79.48,439.25
18.4,43.96,1012.4,77.81,464.63
28.15,71.25,1000.51,81.04,431.28
4.97,42.85,1014.02,88.78,482.98
32.72,69.75,1009.6,49.35,437.99
32.0,71.85,1008.44,53.59,427.95
25.56,75.6,1017.37,69.31,442.2
9.82,39.64,1010.79,69.22,477.93
9.82,41.04,1026.72,77.28,473.98
12.87,41.5,1013.51,85.72,469.44
9.71,42.44,1014.29,94.03,481.03
19.88,44.6,1015.52,37.85,467.68
27.18,61.41,1012.17,46.11,449.7
19.47,43.43,1011.66,69.93,451.38
23.05,65.94,1010.99,69.73,442.39
17.69,46.36,1019.55,86.64,462.81
18.8,39.72,1001.24,63.8,459.36
22.03,59.43,1006.88,82.05,442.9
6.02,41.38,1021.2,88.71,490.57
10.35,40.27,1005.09,92.42,477.8
18.83,58.46,1016.85,87.16,449.63
13.98,41.79,1010.6,83.84,457.12
10.48,41.93,1017.17,92.81,480.01
14.98,43.99,1022.66,83.34,462.32
30.15,70.32,1007.58,54.14,426.8
24.26,47.93,1003.87,70.44,439.16
24.65,71.98,1006.46,91.11,431.77
16.71,46.18,1011.61,95.82,459.4
24.51,58.79,1016.11,61.7,443.5
16.81,42.42,1008.95,74.25,462.19
26.35,69.48,1008.45,70.47,435.23
6.22,38.68,1017.87,69.41,483.55
27.41,74.67,1016.57,80.16,429.21
30.32,74.22,1008.31,53.14,429.36
19.65,45.01,1014.18,56.77,451.63
6.33,42.07,1004.25,77.1,484.57
21.89,58.05,1011.31,85.71,441.76
8.6,40.77,1011.8,89.45,480.82
15.09,44.34,1019.46,60.49,468.8
7.7,40.72,1022.81,81.97,482.79
27.57,60.07,1016.52,54.75,440.12
13.52,41.44,1015.81,65.97,472.11
23.66,60.37,1006.91,87.13,438.59
29.97,67.9,1006.09,61.6,434.14
6.58,40.67,1020.18,71.07,494.84
17.3,42.24,1017.07,64.52,469.21
21.89,63.94,1019.55,55.09,447.74
8.55,35.77,1016.15,73.32,481.44
6.16,38.5,1012.83,93.68,490.92
26.68,62.91,1012.33,60.78,441.04
12.53,43.56,1014.8,74.05,469.23
17.8,43.72,1008.71,78.5,458.92
3.82,35.47,1016.62,84.34,489.04
22.33,45.87,1007.8,63.61,447.02
10.45,40.71,1015.68,81.48,469.22
26.06,71.73,1009.65,77.02,432.38
24.16,48.98,1015.19,42.55,459.27
24.96,60.84,1018.13,59.51,442.36
27.62,71.14,1011.6,52.8,434.72
21.95,57.76,1018.02,67.72,452.27
8.3,43.13,1020.02,83.11,484.07
25.92,73.77,1001.27,94.28,432.0
