Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.460969728
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3.0,15.340841
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,39.6621069
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.3403214
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.93522932
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,14.94094492
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3.0,13.22414968
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,31.97100212
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.786922
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.80422888
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952296
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.104080959999997
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.50475644
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.588422892
166.09,0.0,163.27,-999.0,4.49,1058.6,780.09,3.0,10.76272036
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61287436
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.98557104
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.86585204399999
540.0,0.0,0.0,-999.0,0.0,1125.0,613.0,90.0,69.65776027999999
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.051670812
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28.0,23.51802636
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064
