Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0,42.620648416
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.947729812
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.354550568
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,28.6822016
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7.0,45.89841732
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.009542796
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0,40.269535256000005
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.59042571527067
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0,40.93419012
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100.0,42.34761592
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.61185510399999
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.426376088
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.647607959999995
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.38612668
213.74,0.0,174.74,154.79,10.16,1053.5,-776.35,14.0,33.72916592
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.26733684
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61391356
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.91714304
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104130996
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.459520796
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.0178466
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.638264956
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515183999994
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.511011759999995
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.507014687999999
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28.0,21.53923024
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54104884
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14.0,29.7508894
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.60506024
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.7853632
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94082508
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.71882378
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28.0,33.003837168
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28.0,37.81086384
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.377003588
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.08573488
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,37.813621743999995
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.419591196
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.60910856945864
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,61.79773388
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.576122192
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.247292176
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.27736932
140.0,133.0,103.0,200.0,7.0,916.0,-753.0,28.0,36.4388066
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156
446.0,24.0,79.0,162.0,11.64,967.0,-712.0,7.0,39.300132
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37264682
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.395359639999995
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100.0,63.528318639999995
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.73865868
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,39.1622368
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.0297974
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28.0,33.27411176
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.899986092
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.17614616
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71367764
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.617500724
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28.0,38.804398756000005
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.75674496
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.082437432
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.494884039999995
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.204074924
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100.0,56.8128224
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43165204
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.21999288
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.69721314581203
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.066249704
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.10006412
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3.0,15.52010476
