number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
3.0,99.7181666666667,601.333333333333,171.666666666667,8441.33333333333,28.0,17.9633333333333,27.6666666666667,4.0,72.0,29.978,10.96
4.0,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,205.0,55.55079,59.0
3.0,77.2491666666667,690.366666666667,147.0,5993.0,102.166666666667,22.9333333333333,187.0,3.33333333333333,74.0,220.262096774194,0.62
8.0,68.9091375,716.5375,157.125,4631.553625,59.815,7.87025,125.0033225,2.0,205.0,76.9731,107.0
5.0,61.357238,897.46,142.2,3388.70378,76.65,6.656,87.041416,2.0,205.0,89.5261828571429,93.2
6.0,86.2707333333333,717.0,180.166666666667,3870.23816666667,56.625,7.59366666666667,115.337763333333,2.16666666666667,205.0,110.14925654321,48.0
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,85.1236068948655,110.0
5.0,86.611119,782.58,166.2,5854.4858,78.91,9.5044,105.805316,2.6,205.0,89.0143123076923,13.0
5.0,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,205.0,93.4358507692308,76.0
6.0,67.6233122,991.633333333333,122.166666666667,5353.35416666667,120.166666666667,12.3303333333333,43.6757133333333,3.33333333333333,153.0,37.5566758,19.7
3.0,57.9677666666667,706.0,167.333333333333,4516.33333333333,87.8666666666667,7.17666666666667,59.84,3.33333333333333,140.0,47.8533333333333,32.0
2.0,142.56169,765.85,189.0,15565.0,120.05,26.4,102.0,5.5,18.0,89.52,2.32
4.0,90.1422625,781.2,156.25,5572.60725,91.35,6.4305,106.006645,3.0,199.0,60.8294742857143,24.0
2.0,75.9025,721.95,173.0,9077.0,45.3,24.9,109.0,4.5,34.0,138.9934,0.51
2.0,203.895,860.6,162.5,12437.0,19.05,3.53,21.65,3.0,17.0,26.3870967741936,15.4
2.0,145.65,765.05,181.5,17480.0,105.2,28.35,103.5,6.0,7.0,109.011,2.79
2.0,17.558,768.75,116.0,2099.0,14.85,29.35,93.5,2.5,58.0,71.3333333333333,30.4
1.0,118.71,708.2,145.0,7310.0,108.8,7.0,67.0,4.0,0.0,67.0,3.71
5.0,57.905562,969.58,111.8,4156.50378,91.86,10.396,30.841416,2.6,147.0,38.5097234,0.64
3.0,72.0781333333333,702.7,178.333333333333,5044.33333333333,48.3666666666667,14.5633333333333,62.3333333333333,3.0,151.0,63.2,2.55
4.0,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,80.0,95.1131707317073,29.0
2.0,51.85869,731.9,142.5,5515.0,57.9,38.4,40.5,4.0,111.0,33.75,9.96
4.0,79.814,747.925,150.0,9117.0,87.825,22.425,63.5,3.5,90.0,68.3333333333333,3.9
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,96.3989276923077,86.6
5.0,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,205.0,100.835885691375,80.5
2.0,155.94295,711.2,158.0,11115.0,101.95,16.3,79.0,5.5,30.0,33.0588235294118,2.94
