Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.392211948
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,57.59882504
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.9035533120000006
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84000168
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.3991368
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,15.691094808
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.08483564
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.746162964
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0,67.11359384
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.593958644
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452
-999.0,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.321505756
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.43554904
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.71882378
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,14.94094492
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,31.97100212
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100.0,45.3675208
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52062436
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.287661424
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28.0,47.401475
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.69721314581203
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.83702404
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56.0,36.56291228
387.0,20.0,94.0,157.0,13.93,938.0,845.0,28.0,46.68441996
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.222171176
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.561653168
-999.0,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28.0,27.77209328
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,52.908319811999995
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,24.65566176
