Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.765208492
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.98790924
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.062002979999995
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245413568000004
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100.0,52.95865156
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.02993736
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55108132
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.4388066
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61287436
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,52.908319811999995
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.859147104
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.0305768
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56.0,43.38872468
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.63809508
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14.0,31.81242264
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28.0,26.22766704
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.06688932
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,50.526869708
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.0178466
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931782
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365.0,41.052779992
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.39807748
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91232668
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.70028788
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.63917714581204
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,30.439675923999996
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,57.02655996
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0,24.49708228
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.275510655999998
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28.0,44.868340176
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692496
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.65776027999999
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35047372
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.856968808
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436883999999
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.96696516
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,10.787541496
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.511011759999995
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,39.358047983999995
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28.0,45.939785879999995
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.147687824
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0,35.17017076
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.58541516
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100.0,55.0201848
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005615999999
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,44.0919902
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.215586251999994
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3.0,23.07676172
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78472376
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.10382116
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100.0,42.34761592
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4012152
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,45.854290856
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.963587759999996
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.066249704
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,9.307926
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.73865868
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.073134492
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3.0,9.131420144
