Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,36.251958603999995
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.419591196
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.43554904
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.00885332
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,32.823194456
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.29101888
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89334116
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87173752
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.483912255999998
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14.0,19.41564416
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.859916531999996
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740975999999
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,17.43684804
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,14.94094492
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.593958644
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.056057496
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.859147104
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.290928956
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.314271244
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.49592324
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26343984
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.20386516
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.865242519999995
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.315540328
451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28.0,78.80021203999999
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0,43.5748832
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.67556664
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.225328839999996
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28.0,24.84871504
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11423328
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.447519959999997
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0,40.269535256000005
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.664035368
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,68.75060685418796
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37264682
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61287436
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.019005639999996
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.93522932
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.899986092
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.38520732
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56.0,31.715896
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.079769451999997
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.596806471999997
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,48.97348028
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.96696516
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28.0,28.021683592
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365.0,41.052779992
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036
387.0,20.0,94.0,157.0,11.61,938.0,845.0,7.0,41.66503468
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.30183076
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.222171176
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12320644
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3.0,6.883728383999999
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.0621928
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.029847436
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3.0,23.07676172
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437787344
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.01138571527068
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.200357771999997
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28.0,36.443632932
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918
