number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
5.0,60.93397464,1047.9,111.0,3950.025,123.64,9.6564,28.410856,2.8,153.0,35.5066674,30.4
5.0,75.10025,750.94,158.8,4569.4858,67.87,7.6624,92.805316,2.4,205.0,110.294176,74.0
6.0,90.5213783333333,817.95,144.0,4643.5715,110.366666666667,8.087,107.24593,3.33333333333333,171.0,120.719508888889,65.0
4.0,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,171.0,61.1866171428571,26.2
2.0,168.2902,785.95,133.0,8010.0,142.2,14.2,5.5,5.5,20.0,5.0,4.35
5.0,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,205.0,96.3589276923077,78.35
4.0,160.55875,708.575,174.5,14502.25,110.3,13.69,78.5,4.75,29.0,81.3231428571429,0.734
6.0,96.738545,792.816666666667,148.666666666667,5776.23816666667,68.7716666666667,7.64533333333333,96.00443,2.66666666666667,171.0,42.9672254545455,17.9
7.0,110.540542857143,736.385714285714,163.0,5944.91842857143,64.8,7.71885714285714,98.7180828571429,2.85714285714286,190.0,169.673308,102.0
6.0,67.6233122,991.633333333333,122.166666666667,5353.35416666667,120.166666666667,12.3303333333333,43.6757133333333,3.33333333333333,153.0,37.5566758,19.7
3.0,126.35546,773.066666666667,151.666666666667,8243.0,106.9,12.3233333333333,29.84,5.0,95.0,18.1871844660194,2.9
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,96.3989276923077,80.0
3.0,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,17.0,83.7,7.181
3.0,86.2991,686.033333333333,161.333333333333,6681.66666666667,67.9333333333333,28.6666666666667,81.6666666666667,3.33333333333333,106.0,111.444444444444,6.0
5.0,92.74308,859.58,154.6,7081.0858,68.766,11.9224,116.465316,2.8,171.0,64.70204,20.0
5.0,91.06128,813.88,162.0,5236.2858,66.17,7.2744,115.405316,2.2,205.0,97.8758507692308,87.8
3.0,47.2486666666667,739.8,142.0,4409.33333333333,91.6,7.4,54.84,3.33333333333333,64.0,48.808,44.0
4.0,116.974825,731.775,158.25,10013.5,114.9,32.5,94.0,4.25,106.0,122.75,6.75
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,97.904745625,83.0
3.0,107.24042,693.833333333333,191.333333333333,9909.0,43.0666666666667,27.1666666666667,44.3333333333333,4.66666666666667,24.0,30.3,6.7
6.0,87.9327333333333,741.616666666667,174.5,5340.23816666667,58.8466666666667,10.5036666666667,91.1710966666667,2.33333333333333,205.0,82.4241185073294,47.8
5.0,85.99348,782.78,167.0,5649.2858,69.31,9.0244,101.605316,2.4,205.0,164.389511428571,11.0
6.0,83.8915416666667,754.516666666667,162.0,4825.5715,56.75,7.672,114.50443,2.5,171.0,84.3220046153846,62.0
5.0,60.78765,776.06,160.0,4114.0858,61.826,10.2844,94.805316,2.6,171.0,90.225058125,21.0
3.0,40.7016,689.2,167.0,2975.33333333333,101.166666666667,8.95333333333333,43.735,4.0,156.0,19.176,0.71
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,96.6218398303778,91.3
5.0,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,205.0,204.029689090909,125.0
3.0,87.4683333333333,856.166666666667,127.333333333333,6311.0,135.133333333333,12.2333333333333,27.5066666666667,5.0,53.0,40.628,14.5
3.0,94.4690266666667,774.833333333333,157.666666666667,8046.66666666667,81.5,52.4333333333333,72.3333333333333,4.33333333333333,141.0,86.15,6.1
6.0,60.4873016666667,869.766666666667,136.0,4268.58648333333,68.3216666666667,6.99666666666667,87.8678466666667,2.16666666666667,171.0,59.6572482614743,27.2
3.0,72.8169566666667,866.4,129.333333333333,5035.80966666667,103.966666666667,6.54066666666667,137.675526666667,2.33333333333333,147.0,60.690340148127,45.0
5.0,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,205.0,83.2450815384615,81.6
4.0,90.536925,821.375,134.25,8295.0,110.475,45.525,63.75,4.0,139.0,59.5373134328358,2.91
2.0,59.9439593,620.4,158.0,5635.0,65.8,18.75,144.5,4.0,80.0,97.44,16.9
6.0,120.375211666667,761.05,150.666666666667,6476.23816666667,74.6216666666667,7.21533333333333,81.8377633333333,3.0,171.0,80.25443,28.3
5.0,55.18976064,966.0,136.4,2804.625,122.244,6.0244,123.610856,1.8,211.0,94.1964996363636,87.0
2.0,118.5917,655.7,178.5,11109.0,57.5,21.35,57.0,3.0,59.0,45.6666666666667,0.87
2.0,27.883456,715.5,135.5,2722.5,23.9,33.0,21.5,3.0,97.0,26.1538461538462,0.39
4.0,26.455025,839.85,112.0,3841.5,74.65,45.225,104.5,2.75,82.0,110.679796954315,6.44
5.0,93.287014,773.96,147.6,6457.2858,98.1,7.2844,170.805316,2.4,147.0,62.1151885714286,17.2
2.0,205.79165,652.05,155.0,11595.0,28.65,4.485,40.5,3.5,2.0,36.21,6.88
2.0,128.807735,624.65,170.0,6728.0,79.15,6.65,40.0,3.5,50.0,49.0,3.6
6.0,89.0509833333333,708.6,187.333333333333,4368.90483333333,61.1633333333333,7.937,80.50443,2.5,205.0,97.6450815384615,69.1
2.0,120.042,762.95,178.0,13533.5,80.8,22.35,86.0,5.0,4.0,27.12,1.6
2.0,144.632735,540.6,216.5,6749.5,50.5,7.4,13.0,3.0,43.0,13.0,4.22
6.0,92.2584666666667,733.65,167.0,4405.23816666667,63.4916666666667,8.127,110.171096666667,2.5,205.0,135.4345725,83.5
5.0,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,205.0,99.7537546031746,52.8
6.0,90.7382966666667,723.716666666667,166.833333333333,5643.40483333333,76.5883333333333,10.1203333333333,86.1710966666667,3.0,171.0,56.1921058823529,20.0
2.0,135.69819,619.4,203.0,10940.0,44.55,26.15,38.5,4.5,10.0,49.35,9.85
5.0,61.357238,897.46,142.2,3388.70378,76.65,6.656,87.041416,2.0,205.0,97.5276099766537,47.3
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,97.5238967315175,90.9
6.0,78.6108764333333,715.716666666667,161.833333333333,4298.23816666667,67.075,8.287,113.837763333333,2.5,205.0,171.718082857143,79.0
2.0,59.9439593,620.4,158.0,5635.0,65.8,18.75,144.5,4.0,80.0,99.25,17.11
4.0,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,205.0,110.214176,77.7
5.0,64.69816064,957.92,141.4,3020.625,122.776,5.9164,90.610856,1.8,211.0,66.1869371428571,60.0
2.0,118.57425,704.6,179.5,13565.0,34.05,27.9,39.5,6.0,17.0,44.6,5.2
7.0,106.454828571429,778.271428571429,148.0,5851.20414285714,72.4,9.31885714285714,100.289511428571,3.14285714285714,171.0,169.302658,110.5
6.0,94.9545666666667,740.516666666667,171.5,6478.73816666667,79.1216666666667,10.687,97.1710966666667,3.0,185.0,71.5923314285714,21.0
5.0,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,205.0,108.870176,31.0
7.0,97.9685357142857,763.985714285714,163.714285714286,5907.20414285714,51.7714285714286,7.39028571428571,111.003797142857,2.42857142857143,177.0,78.6373892307692,19.0
