AT,V,AP,RH,PE
11.6,40.96,1023.95,86.83,473.66
23.48,66.44,1011.28,61.11,443.21
28.28,61.86,1012.07,64.49,439.65
26.7,66.56,1005.31,71.97,430.21
10.39,40.96,1023.51,84.73,479.0
14.08,40.73,1017.52,91.49,461.58
15.25,46.36,1019.69,95.83,461.68
16.98,53.16,1013.95,82.8,458.93
30.68,71.25,999.98,68.99,433.47
15.69,37.64,1016.0,83.88,462.18
13.2,40.83,1007.75,94.98,472.41
3.26,41.31,996.32,100.0,489.38
27.14,65.27,1013.26,55.17,441.68
26.51,70.32,1010.3,57.4,431.82
15.76,44.89,1010.33,85.06,459.67
14.04,42.44,1012.74,81.89,471.81
22.28,60.27,1018.98,84.12,443.44
21.36,58.95,1018.35,78.87,443.93
12.28,40.92,1023.23,89.14,460.33
26.44,54.2,1012.65,48.02,444.78
27.85,66.44,1008.48,77.15,429.0
31.2,73.17,1010.28,53.23,431.23
23.63,63.57,1011.05,87.96,449.01
17.77,56.53,1019.57,79.89,457.94
24.18,58.49,1011.3,77.82,445.49
10.1,41.58,1021.26,94.06,468.19
15.69,44.6,1014.06,61.51,462.07
28.85,66.54,1010.73,43.27,437.79
5.1,35.57,1027.17,80.49,489.96
12.38,45.51,1016.15,81.37,470.46
22.56,70.79,1005.85,93.09,435.14
18.6,68.28,1003.27,84.21,446.98
31.11,72.25,1012.34,44.45,434.22
25.24,68.28,1000.26,78.17,435.9
14.67,71.14,1019.84,77.72,458.8
29.71,71.85,1008.81,70.86,428.49
13.11,41.58,1020.43,74.32,460.44
9.38,44.77,1020.41,85.26,473.9
14.27,44.34,1018.95,71.44,470.98
8.13,39.96,1026.07,95.84,477.12
28.26,63.13,1012.0,68.35,440.58
4.0,39.9,1008.46,97.21,490.68
30.88,69.51,1011.48,46.58,433.14
5.17,39.33,1009.68,94.19,485.46
22.58,58.12,1014.88,80.59,448.32
27.82,52.84,1006.23,52.18,440.31
17.82,56.89,1014.24,77.73,453.83
22.76,58.96,1013.85,55.95,454.05
18.6,60.1,1009.91,87.13,453.94
15.56,41.1,1004.65,84.58,467.32
23.69,58.05,1012.08,74.26,444.46
25.24,68.67,1006.76,76.95,442.29
21.82,63.9,1014.48,92.53,447.29
29.78,73.42,1011.27,52.79,445.58
30.27,64.05,1011.93,65.72,438.68
28.54,71.94,1007.4,65.99,430.91
18.01,44.2,1018.84,55.72,456.36
23.26,64.05,1012.96,88.31,442.75
12.75,40.64,1020.44,83.17,466.93
30.64,74.87,1009.44,59.01,437.43
14.62,42.86,1015.56,84.5,470.79
20.03,66.86,1013.05,64.59,450.93
32.27,71.85,1007.88,56.01,427.56
15.34,40.73,1018.03,86.19,458.55
14.51,44.84,1023.23,82.33,465.09
32.63,69.89,1013.85,41.66,425.72
14.5,41.76,1023.94,84.42,464.23
13.77,42.86,1012.86,88.83,471.94
25.88,74.67,1016.66,81.09,434.81
6.72,38.91,1016.89,90.47,485.89
14.97,43.67,1011.13,87.33,465.54
21.33,50.32,1008.58,85.3,442.44
15.86,43.5,1021.22,75.38,459.42
30.04,67.25,1017.65,52.84,435.17
25.31,65.48,1018.31,55.57,439.72
11.82,41.26,1020.74,91.14,466.95
27.11,48.6,1002.78,53.39,439.4
15.6,41.04,1025.48,64.43,457.49
25.3,71.58,1010.18,87.36,433.97
18.19,43.96,1011.87,79.68,464.58
4.78,42.85,1013.39,93.36,481.47
25.79,59.43,1008.61,64.3,435.51
11.42,41.38,1021.98,60.19,479.23
14.64,44.92,1025.54,91.12,462.64
25.5,63.56,1013.85,64.69,442.28
15.92,41.2,1016.04,73.37,468.91
27.36,66.54,1011.31,45.3,436.69
19.69,56.65,1020.86,70.02,454.87
7.96,38.91,1016.35,89.17,482.17
13.68,44.47,1027.81,69.53,469.37
23.05,68.67,1006.69,76.43,447.34
13.67,40.71,1016.19,66.15,467.62
24.26,68.14,1005.09,59.49,438.79
10.72,41.38,1021.6,63.77,478.29
17.57,44.06,1015.43,72.75,459.73
30.26,77.24,1008.39,74.25,430.51
30.04,68.08,1011.04,51.01,429.52
27.04,69.98,1008.5,75.41,433.25
15.17,54.3,1017.38,72.11,464.39
13.14,43.71,1024.47,87.42,467.07
16.76,43.67,1011.27,70.55,462.44
25.56,74.67,1016.62,76.1,435.81
13.3,37.9,997.41,91.51,465.61
18.2,49.39,1018.83,96.3,455.86
22.84,71.25,1001.9,96.45,433.85
29.01,68.08,1010.74,52.51,427.91
23.95,58.46,1017.5,68.46,440.75
17.38,43.14,1011.09,61.9,459.02
25.21,64.63,1020.56,51.31,448.66
15.52,42.86,1015.09,83.48,467.12
21.75,58.79,1012.42,87.58,447.58
22.32,47.93,1004.07,86.95,440.21
18.92,46.93,1009.89,77.98,453.66
13.79,45.08,1023.3,83.59,465.69
28.46,49.16,1004.61,38.1,438.02
23.51,63.78,1016.1,69.79,446.58
17.32,41.67,1013.23,68.07,462.74
30.92,59.57,1010.87,62.43,440.96
6.19,41.31,1002.48,88.8,485.08
10.87,42.02,1002.08,95.22,472.63
