AT,V,AP,RH,PE
10.55,41.92,1030.0,91.23,460.34
27.19,64.27,1013.06,58.13,444.54
29.85,71.58,1010.04,58.66,432.26
20.15,58.59,1014.13,91.96,443.85
25.19,63.94,1012.78,75.15,438.73
13.5,54.3,1016.2,77.46,468.92
13.05,34.03,1018.31,64.99,449.45
24.29,63.57,1010.29,87.3,443.28
14.1,39.16,1008.19,74.05,464.07
12.32,41.26,1022.42,79.74,470.27
12.67,42.86,1014.06,89.9,473.13
22.3,50.78,1008.85,81.27,449.86
26.13,71.25,999.8,88.47,458.1
27.44,74.9,1003.85,76.65,436.42
31.16,64.96,1001.71,44.85,478.75
15.34,43.5,1021.18,79.44,426.85
10.8,41.39,1019.74,74.08,456.87
8.53,40.02,1031.27,85.57,476.73
15.61,40.89,1010.48,80.26,467.3
28.88,66.56,1006.26,59.15,426.66
26.88,73.56,1004.85,94.36,430.63
22.86,47.43,1009.75,61.54,452.53
23.82,44.89,1009.39,74.69,445.45
11.46,39.82,1012.09,86.2,445.1
30.27,64.69,1006.3,53.69,439.26
8.99,36.66,1028.11,71.98,467.81
13.52,39.3,1018.99,69.22,469.41
28.43,69.59,1008.79,73.33,457.6
14.77,58.2,1018.78,83.83,460.54
4.89,45.87,1007.58,99.35,482.69
26.33,61.41,1011.9,52.1,452.79
29.49,70.98,1007.83,79.08,434.43
24.41,58.59,1012.62,64.52,442.64
9.32,36.3,1027.67,73.25,479.52
6.49,43.65,1020.41,72.78,430.6
7.61,38.06,1021.16,83.22,484.14
10.37,40.03,1017.47,90.47,477.91
10.09,41.01,1019.89,96.55,471.15
29.06,72.86,1004.23,69.41,432.12
12.66,40.35,1011.37,82.77,473.11
14.69,35.71,1015.78,57.34,467.39
21.5,45.38,1013.88,64.28,460.18
6.8,41.16,1023.17,95.4,463.32
11.74,40.71,1020.64,82.15,470.05
13.21,43.71,1024.5,86.59,430.72
12.35,41.38,1021.99,55.38,474.94
13.31,41.26,1020.83,79.55,462.87
16.27,56.89,1013.74,84.36,454.88
24.21,71.77,1004.52,84.96,433.42
7.79,43.13,1019.67,85.35,484.42
26.93,59.54,1004.02,75.5,437.58
14.01,39.0,1016.73,79.23,466.7
18.9,58.46,1016.74,87.65,449.32
20.15,39.72,1001.85,59.32,484.94
12.46,40.73,1017.53,93.47,437.73
15.75,39.0,1015.91,69.58,470.95
27.55,73.68,1013.62,81.13,431.86
14.45,52.75,1023.97,63.59,459.85
19.45,58.95,1017.79,93.46,445.1
26.63,64.44,1012.66,61.19,442.0
17.9,43.72,1008.64,74.73,452.55
16.69,53.82,1015.39,63.62,458.96
25.04,51.95,1005.56,66.53,477.8
18.67,47.83,1005.12,82.97,454.47
20.6,60.08,1017.84,75.92,454.39
10.78,41.93,1015.56,95.71,478.88
18.58,63.78,1016.24,78.74,459.77
12.45,37.92,1008.03,61.87,470.59
28.82,64.79,1016.74,56.34,442.43
19.51,66.51,1015.28,80.75,448.04
29.6,67.79,1010.37,51.05,470.63
9.27,38.56,1017.69,62.49,475.42
13.24,54.3,1017.05,81.99,447.16
16.22,46.36,1020.04,91.73,460.73
21.09,50.9,1012.42,69.09,456.09
6.85,37.49,1011.01,84.53,483.12
11.06,36.71,1021.67,80.44,473.85
6.81,37.49,1010.74,88.25,482.21
16.96,44.9,1020.5,77.53,425.82
18.83,63.91,1010.8,96.18,448.15
30.49,64.44,1013.43,51.73,438.09
18.26,58.96,1014.04,69.7,457.43
26.76,48.41,1010.53,47.38,440.63
26.69,79.74,1008.29,73.79,453.96
7.76,42.28,1008.52,83.31,483.8
27.35,77.95,1017.43,73.36,437.61
5.51,41.03,1022.28,84.5,491.84
32.41,67.83,1008.54,55.96,464.7
9.52,41.26,1020.55,89.73,477.99
27.66,76.86,1001.31,69.47,436.64
25.44,56.57,1013.8,66.72,444.61
24.44,73.5,1011.49,87.39,466.39
14.48,38.92,1015.6,90.05,461.73
27.24,66.75,1017.78,69.6,433.65
12.86,40.6,1013.6,84.85,472.04
25.2,59.21,1017.54,55.53,444.16
17.47,43.56,1014.15,54.71,460.87
13.1,41.48,1009.0,87.41,431.41
24.0,58.05,1011.28,74.32,481.03
6.5,41.14,1028.15,86.78,480.96
11.53,41.39,1018.39,85.52,474.49
29.3,67.69,1007.17,55.5,435.72
29.0,69.13,1001.22,52.96,425.5
10.32,40.35,1011.64,84.05,481.51
7.31,42.18,1014.75,86.75,477.38
29.08,67.07,1005.73,57.18,435.57
14.91,46.9,1019.59,98.1,460.73
31.86,69.59,1008.61,59.74,472.69
23.77,64.15,1021.02,55.87,448.43
11.48,42.02,1000.29,94.76,471.43
20.3,44.9,1008.25,64.08,435.67
20.15,49.5,1013.47,66.7,462.65
8.66,36.25,1028.22,86.96,479.66
16.53,53.29,1018.64,87.47,475.44
24.67,68.61,1010.71,57.47,450.64
14.89,35.71,1015.1,55.11,469.37
14.13,48.92,1011.72,78.06,464.17
16.78,41.35,1000.23,70.52,459.64
26.94,71.14,1011.63,62.74,434.03
26.99,72.99,1008.0,76.1,430.81
