AT,V,AP,RH,PE
26.63,74.22,1007.44,78.5,434.0
13.4,40.89,1010.67,91.66,472.0
28.59,80.18,1011.36,89.18,432.0
31.54,72.58,1007.61,65.57,427.0
17.01,50.9,1013.23,82.03,460.0
11.28,43.41,1017.91,81.03,471.0
32.11,78.05,1010.36,58.78,431.0
20.42,60.77,1017.65,87.07,448.0
6.99,35.19,1019.32,68.95,480.0
14.56,53.82,1016.37,64.46,464.0
10.36,37.83,1005.87,98.56,473.0
21.52,50.66,1013.56,74.33,456.0
20.34,69.45,1012.76,91.05,443.0
17.54,42.42,1008.97,67.67,471.0
20.83,49.02,1009.45,91.92,445.0
14.76,49.64,1026.31,75.67,461.0
29.17,64.79,1016.43,61.05,441.0
22.02,46.93,1014.32,55.92,452.0
28.31,74.33,1011.89,69.77,428.0
13.47,43.34,1012.75,87.04,469.0
11.21,44.03,1007.95,93.03,472.0
21.89,74.78,1010.35,80.39,445.0
25.67,58.59,1013.0,62.34,451.0
8.66,44.68,1022.99,95.45,480.0
16.4,44.9,1009.22,82.31,456.0
25.79,65.27,1013.26,55.35,440.0
29.29,73.18,1012.4,66.65,430.0
24.1,68.61,1010.97,74.87,444.0
24.07,71.97,1008.83,94.87,442.0
10.99,44.63,1020.67,90.09,473.0
18.74,44.34,1019.4,55.16,469.0
20.76,70.72,1009.73,89.04,449.0
7.57,39.61,1018.66,85.73,481.0
19.45,41.1,1001.88,52.16,458.0
11.74,40.71,1020.64,82.15,470.0
10.8,39.58,1011.99,87.54,478.0
22.33,70.79,1006.02,93.35,437.0
18.93,44.06,1017.58,68.23,455.0
13.76,45.87,1008.89,87.27,464.0
18.84,67.32,1012.63,81.89,449.0
24.66,48.78,1018.39,71.79,449.0
20.12,58.12,1015.47,79.38,453.0
19.69,56.65,1020.77,62.83,456.0
9.5,37.36,1015.13,63.41,479.0
24.79,75.6,1017.07,68.23,440.0
17.04,56.03,1020.38,68.69,462.0
25.6,58.46,1016.34,66.6,442.0
25.42,59.04,1011.98,68.78,445.0
29.16,55.68,1004.84,55.68,435.0
28.32,66.54,1010.28,45.6,436.0
20.01,68.63,1012.34,69.49,454.0
14.94,40.0,1017.69,65.43,456.0
13.49,41.78,1010.66,63.34,468.0
22.54,63.91,1012.15,84.91,447.0
26.75,43.21,1012.29,87.28,430.0
25.01,66.56,1009.68,64.94,436.0
23.88,67.9,1005.99,67.58,446.0
8.82,43.56,1014.95,81.54,483.0
10.42,39.96,1025.21,95.69,471.0
10.28,39.61,1020.43,69.09,478.0
14.87,41.76,1022.26,78.21,465.0
27.19,62.91,1011.57,53.66,445.0
28.87,57.19,1008.09,64.29,436.0
9.68,40.22,1007.6,89.97,480.0
14.28,39.39,1013.82,77.52,470.0
7.97,39.04,1018.51,65.17,483.0
24.12,58.66,1011.55,58.96,451.0
17.16,58.86,1016.4,86.39,454.0
16.78,37.2,1011.97,68.94,471.0
25.24,66.54,1002.07,81.22,434.0
9.76,40.71,1020.88,91.82,471.0
22.32,70.47,1010.97,83.16,442.0
10.65,41.78,1013.66,70.04,474.0
29.25,72.99,1006.85,61.15,429.0
31.11,74.87,1009.11,54.86,434.0
22.25,60.77,1017.8,82.19,444.0
14.58,42.07,1017.9,86.14,461.0
24.33,68.08,1013.02,64.81,443.0
23.83,58.79,1009.77,78.13,444.0
17.79,46.21,1010.38,85.25,449.0
8.94,41.74,1022.55,90.74,484.0
7.39,39.81,1019.45,85.02,483.0
26.9,66.48,1004.47,54.71,433.0
13.27,40.27,1006.1,40.04,474.0
20.46,66.05,1014.93,78.51,454.0
12.54,40.8,1024.56,68.97,480.0
10.55,41.92,1030.0,91.23,471.0
8.25,37.49,1009.02,81.09,480.0
14.87,38.28,1014.65,80.24,467.0
10.98,37.5,1011.12,97.51,472.0
21.89,45.38,1014.42,68.95,459.0
30.53,65.18,1012.69,41.85,438.0
15.85,49.69,1015.33,89.24,469.0
13.35,40.27,1005.83,49.75,475.0
23.76,58.41,1013.85,85.38,446.0
21.18,44.57,1007.27,73.67,450.0
12.53,44.03,1007.21,84.2,470.0
30.56,71.25,1000.3,70.55,432.0
13.62,42.34,1017.87,89.67,465.0
5.41,40.07,1019.16,64.77,495.0
5.73,40.35,1012.24,91.84,490.0
28.32,68.12,1011.62,46.75,434.0
23.74,49.5,1013.2,49.51,463.0
27.37,70.72,1009.77,67.87,442.0
23.27,64.69,1006.84,70.53,438.0
10.31,39.82,1012.87,88.71,481.0
29.75,74.87,1009.1,56.5,436.0
17.74,50.88,1015.56,89.78,458.0
28.56,69.51,1012.45,46.59,434.0
14.49,41.92,1030.3,56.62,464.0
27.43,56.85,1011.86,36.76,437.0
22.1,71.29,1008.2,75.38,442.0
18.15,41.67,1012.75,52.69,464.0
19.32,44.71,1015.3,28.81,464.0
11.72,39.18,1024.19,68.53,469.0
5.75,42.07,1004.24,78.23,485.0
14.15,39.28,1013.5,77.63,471.0
15.47,46.48,1007.69,91.07,463.0
26.57,48.06,1013.23,40.24,440.0
27.89,68.12,1012.78,48.72,436.0
