AT,V,AP,RH,PE
11.34,43.67,87.95,1011.54,472.77
10.31,40.67,69.61,1017.61,485.25
9.26,40.78,88.48,1023.61,471.79
18.26,69.94,97.39,1004.1,443.59
18.14,43.56,47.1,1012.83,461.71
7.25,41.14,95.85,1024.99,477.45
20.96,69.48,82.63,1011.04,444.31
31.1,69.51,45.4,1010.84,429.74
10.42,41.26,96.76,1008.48,472.54
15.77,39.82,79.1,1013.01,468.78
9.72,43.41,76.39,1016.25,474.1
25.47,56.89,63.21,1013.02,440.38
29.8,64.69,54.43,1006.6,437.85
13.01,41.49,92.86,1019.82,466.5
5.72,40.81,92.46,1025.78,487.8
24.67,58.05,69.95,1011.31,444.57
30.89,74.87,56.58,1008.99,432.68
21.19,74.93,80.84,1015.75,443.29
25.88,61.47,68.71,1007.93,445.65
33.18,72.29,58.35,1009.51,435.26
9.19,41.01,98.98,1022.14,468.37
9.58,38.08,67.54,1019.49,478.5
15.64,38.28,76.93,1014.39,466.51
23.61,43.77,56.08,1011.81,444.55
28.98,70.8,73.45,1008.19,434.08
29.36,68.94,79.91,1007.5,431.39
4.83,38.44,72.94,1015.35,485.32
27.5,68.24,73.44,1010.38,430.9
14.84,38.91,69.27,1013.78,467.83
10.96,45.01,95.82,1017.97,468.64
26.98,43.77,40.8,1010.95,446.05
7.17,39.4,90.38,1011.48,484.33
25.1,60.37,72.53,1005.83,438.44
10.33,40.0,90.84,1021.35,479.32
27.22,69.04,70.62,1008.89,440.85
14.1,41.16,73.87,1021.26,460.01
17.33,53.16,82.77,1013.77,459.78
33.63,70.4,53.6,1004.02,430.05
31.35,67.32,38.56,1013.74,439.81
13.48,40.73,94.81,1017.59,463.6
25.13,59.44,77.92,1012.38,445.59
24.15,71.73,85.16,1009.76,436.55
25.87,44.57,55.92,1007.43,445.79
12.8,42.18,83.9,1016.27,467.69
12.36,37.73,65.45,1021.36,470.39
12.32,41.62,88.88,1012.88,464.72
24.09,73.68,94.55,1014.93,441.34
23.43,60.32,69.34,1015.34,446.88
32.51,71.22,47.6,1005.62,433.76
22.32,48.41,79.11,1008.68,445.36
15.47,44.9,81.74,1021.59,465.61
9.55,43.99,97.28,1020.5,476.06
23.14,62.26,66.44,1011.87,444.38
27.31,68.14,50.74,1005.73,437.83
16.66,36.71,70.66,1013.68,466.07
34.15,68.51,37.02,1010.75,430.19
31.71,69.04,49.32,1008.79,441.15
23.5,59.21,63.0,1018.29,443.31
27.54,68.27,56.42,1008.12,433.0
17.13,43.79,58.94,1016.09,465.3
15.99,43.34,78.66,1014.2,465.96
6.71,40.96,91.89,1022.71,486.58
20.68,42.04,63.43,1010.2,464.14
25.21,60.37,73.14,1006.01,436.23
13.12,44.21,89.29,1019.57,469.09
28.33,68.27,50.37,1008.09,432.66
29.27,64.69,55.79,1006.85,438.23
28.4,74.93,48.6,1013.65,442.23
23.96,58.33,59.97,1013.37,446.01
25.02,69.75,91.86,1010.04,437.87
27.36,63.31,51.58,1013.7,440.4
26.92,67.25,61.68,1017.74,434.05
8.48,42.49,88.68,1010.77,483.5
8.9,41.4,85.63,1030.83,472.95
25.76,57.32,43.61,1011.93,440.26
23.47,60.77,75.36,1017.19,444.46
22.99,61.02,81.56,1009.88,440.85
10.47,41.06,81.16,1022.24,477.47
14.02,40.66,84.14,1017.05,465.39
5.68,40.77,90.6,1022.49,487.58
21.92,64.63,65.22,1020.42,452.49
26.68,63.73,71.55,1009.7,439.69
12.85,40.92,84.04,1023.04,461.05
14.81,44.88,66.7,1019.1,464.65
7.91,39.96,88.44,1023.57,475.52
9.32,36.66,70.76,1027.46,479.13
14.85,44.63,75.76,1020.67,460.06
30.61,69.13,55.17,1009.32,429.1
23.15,66.48,76.0,1003.71,435.62
8.67,36.66,84.36,1026.8,480.38
30.34,75.08,52.97,1005.32,437.26
14.7,40.8,50.96,1025.78,472.85
18.63,50.16,97.13,1010.21,450.14
24.56,71.94,89.59,1006.81,437.97
28.41,66.91,57.93,1008.22,440.52
21.01,50.9,70.82,1012.24,453.99
27.78,72.43,74.53,1006.72,429.62
10.46,37.5,76.74,1013.12,472.16
11.09,41.58,91.09,1020.99,464.81
14.58,42.99,93.56,1007.55,468.43
8.86,36.71,79.65,1025.64,478.88
28.63,66.56,64.73,1005.88,427.35
12.45,43.67,91.34,1013.61,474.27
16.07,47.83,86.49,1006.99,458.18
21.39,52.3,79.77,1009.2,446.87
29.3,69.48,53.69,1010.1,429.42
15.38,43.99,83.41,1022.42,462.48
6.54,39.33,93.69,1011.54,491.16
11.45,41.17,84.64,1017.98,476.0
19.7,54.42,89.86,1011.83,450.48
9.48,40.8,78.98,1023.82,485.36
21.03,63.86,71.72,1014.84,450.64
30.56,69.14,71.0,1007.49,432.26
21.29,47.45,71.6,1008.85,447.78
26.42,59.54,76.28,1007.02,438.5
22.82,64.63,66.73,1020.78,449.34
27.36,66.54,45.3,1011.31,436.69
10.74,43.67,80.1,1011.75,477.32
20.77,51.3,88.72,1013.89,450.97
27.19,71.58,76.1,1010.85,436.77
