AT,V,AP,RH,PE
26.78,52.3,1008.52,61.23,441.21
29.46,71.94,1006.96,62.26,428.54
25.12,77.95,1009.26,82.95,433.4
9.66,40.05,1015.78,89.06,481.14
6.5,38.68,1017.8,62.9,483.72
13.03,41.26,1022.17,79.79,466.02
16.59,41.79,1006.67,73.9,455.42
8.76,40.96,1025.21,90.72,483.79
15.34,71.14,1019.79,77.56,457.1
25.99,49.82,1015.95,58.56,452.09
24.69,59.92,1010.12,80.58,436.33
27.61,69.68,1012.79,77.01,438.31
7.0,38.08,1020.27,77.67,482.38
18.97,43.43,1012.72,75.69,453.2
26.67,59.44,1012.01,58.83,441.29
22.68,59.54,1004.32,95.44,437.96
16.64,39.64,1008.7,81.79,463.49
12.61,41.58,1020.17,85.18,463.36
18.83,48.98,1016.33,74.23,453.28
9.53,41.44,1018.01,80.09,481.83
24.82,72.99,1007.81,84.72,435.68
10.17,41.46,1020.01,84.86,482.36
8.16,39.72,1020.54,82.11,480.21
17.68,44.92,1024.55,69.7,458.12
7.87,41.17,1020.33,77.77,486.2
7.17,41.92,1031.97,83.86,485.08
23.99,67.69,1007.9,78.57,437.1
26.91,70.47,1007.55,72.59,434.24
16.36,53.82,1015.05,71.95,461.62
22.97,42.48,1012.84,64.71,466.7
13.4,41.78,1010.2,64.57,466.68
12.9,44.63,1020.72,89.51,467.41
16.05,41.96,1011.82,96.05,463.72
13.61,38.47,1015.1,54.98,466.51
14.42,41.16,1004.32,88.42,467.25
6.69,43.65,1020.14,69.55,482.57
10.8,41.66,1013.79,81.96,475.51
15.18,43.67,1011.59,92.58,467.74
14.63,40.0,1018.03,63.4,457.09
24.15,63.13,1013.8,92.1,440.15
19.13,40.79,1004.47,91.7,457.83
21.8,51.3,1012.07,89.51,450.25
17.85,46.48,1007.79,83.59,458.16
14.84,41.48,1017.26,63.42,460.3
29.55,66.25,1009.38,69.55,436.29
10.63,44.2,1018.63,90.26,477.19
20.03,47.45,1009.04,77.56,450.6
22.83,59.43,1005.51,83.93,440.76
11.62,43.48,1016.66,76.32,468.37
7.52,41.66,1015.2,78.41,483.28
29.09,70.02,1010.13,48.06,443.27
29.19,67.51,1011.48,55.55,446.97
14.49,44.84,1024.09,86.55,465.72
29.09,75.33,1001.61,71.06,433.29
24.95,76.16,1006.2,76.16,437.47
25.04,63.86,1018.92,52.79,441.6
16.88,43.67,1011.43,73.98,463.81
18.87,52.08,1005.25,99.19,449.61
11.86,40.27,1008.06,72.91,474.57
32.84,77.95,1014.68,45.8,431.97
17.03,58.49,1011.91,92.16,460.48
29.55,67.69,1004.88,48.68,428.77
19.7,51.3,1014.88,88.1,454.94
31.84,77.95,1014.9,55.35,433.28
22.9,49.3,1003.45,80.95,441.77
23.05,58.86,1013.84,62.21,445.46
26.57,44.57,1007.76,50.39,445.49
8.12,43.02,1013.56,85.26,483.55
23.1,51.3,1011.93,80.05,452.17
29.42,74.9,1004.11,64.53,434.66
14.55,40.73,1018.36,89.12,458.82
19.83,59.21,1012.67,96.42,440.03
8.6,42.28,1008.58,80.15,484.21
12.29,40.71,1019.71,83.09,469.75
19.11,60.29,1017.1,76.62,454.16
29.28,77.17,1009.4,76.3,433.14
28.5,79.74,1006.75,87.09,433.08
22.72,69.84,1005.96,83.9,436.7
10.02,41.44,1017.37,77.65,479.63
26.76,70.98,1007.64,90.51,437.83
11.22,40.22,1011.01,81.67,476.7
23.59,59.43,1009.96,65.8,440.61
9.44,39.82,1013.26,91.55,483.18
26.88,69.51,1012.76,45.03,436.3
18.1,48.06,1015.47,82.47,454.04
29.07,72.51,1009.24,58.38,439.8
19.94,61.87,1009.7,66.6,445.97
24.41,52.3,1006.28,70.33,442.62
29.7,57.19,1008.41,55.07,436.29
29.05,64.84,1011.1,51.39,442.58
26.75,70.32,1007.61,54.09,433.46
15.3,38.62,1017.19,70.63,462.65
20.14,65.06,1014.81,80.01,444.84
23.49,73.18,1012.4,90.05,437.01
13.23,52.72,1026.4,75.78,465.26
18.62,59.15,1012.85,82.54,450.81
16.97,39.16,1005.7,69.13,458.59
19.3,56.65,1020.55,70.43,459.1
30.47,68.24,1009.55,64.98,427.94
8.43,40.6,1015.39,91.81,483.1
19.84,56.89,1013.23,78.32,447.92
22.25,60.77,1017.8,82.19,444.05
9.82,41.26,1007.71,96.69,478.02
33.95,80.18,1010.3,56.69,432.22
10.89,44.2,1018.3,86.32,479.16
19.1,43.79,1016.02,77.34,462.28
27.63,70.17,1000.42,85.22,432.46
28.43,63.31,1013.44,49.99,432.62
17.46,42.42,1008.97,69.19,469.63
11.55,40.6,1014.44,87.06,475.14
5.66,40.62,1015.87,84.97,485.18
31.68,73.68,1014.85,64.0,431.11
28.53,66.51,1015.9,40.68,436.16
30.05,56.9,1007.02,41.96,437.55
29.12,66.51,1015.69,37.9,432.88
29.67,66.51,1015.6,34.1,434.8
33.94,74.67,1015.94,28.16,427.98
27.89,73.21,1001.32,85.88,431.59
16.14,44.63,1019.44,47.85,463.5
24.14,41.1,1002.1,38.49,450.13
