AT,V,AP,RH,PE
21.92,64.63,1020.42,65.22,452.49
19.02,49.25,1019.75,58.29,453.49
19.12,50.16,1011.52,99.71,451.49
10.94,39.04,1021.62,86.41,479.8
26.51,50.05,1006.75,65.34,440.22
8.23,40.77,1011.92,90.59,479.24
20.98,42.23,1013.12,67.37,461.9
15.77,41.79,1007.96,80.69,455.87
30.67,77.95,1015.28,61.67,435.96
30.44,68.84,1010.97,55.34,438.31
10.31,42.49,1009.43,78.36,479.64
13.9,39.54,1007.01,81.33,471.16
21.0,66.86,1013.06,59.7,451.89
24.04,68.94,1007.62,69.11,437.13
20.04,48.92,1011.14,68.92,447.89
10.11,42.49,1010.22,82.11,483.56
26.91,70.47,1007.55,72.59,434.24
25.78,59.15,1013.61,66.68,441.71
14.85,43.13,1016.02,55.29,470.37
16.97,50.9,1012.31,82.65,463.28
33.18,72.29,1009.51,58.35,435.26
20.98,42.23,1012.9,70.7,462.27
30.22,74.9,1003.57,67.15,434.17
27.37,72.58,1008.16,79.94,428.05
4.41,42.07,1005.54,68.85,488.36
24.87,65.75,1006.45,65.75,435.6
22.49,71.29,1008.24,75.8,442.58
23.62,56.85,1011.11,64.44,442.96
26.3,61.41,1012.45,56.85,448.55
16.77,49.39,1018.61,95.86,459.38
24.05,67.83,1009.35,63.8,442.53
22.84,71.25,1001.9,96.45,433.85
24.25,74.93,1013.07,69.31,445.44
21.75,50.12,1009.36,94.41,446.64
3.92,41.31,999.22,95.26,487.35
20.63,43.77,1010.71,62.34,448.25
8.64,38.56,1016.51,66.03,484.45
29.68,64.33,1011.2,57.73,441.79
6.93,39.81,1017.25,87.29,484.98
21.13,51.43,1007.43,88.72,445.4
21.17,59.8,1016.06,77.73,455.66
29.72,77.95,1014.9,72.73,434.99
13.65,41.58,1020.56,72.17,460.8
10.38,41.01,1020.8,94.26,465.9
10.24,41.17,1019.73,82.04,479.78
10.56,39.13,1010.19,87.12,463.14
26.85,74.16,1008.66,93.8,431.16
9.27,38.56,1017.69,62.49,475.42
29.35,68.31,1010.46,46.2,445.86
30.27,64.05,1011.93,65.72,438.68
26.65,58.41,1013.53,65.83,442.66
12.82,46.18,1018.53,88.46,466.06
2.71,39.42,1026.66,81.11,489.3
29.35,54.2,1013.07,42.45,439.47
19.24,58.33,1013.65,85.47,449.26
14.44,40.8,1025.05,56.59,472.95
15.95,49.25,1019.04,88.51,463.4
23.99,50.32,1008.41,67.4,444.23
17.95,49.21,1012.05,59.44,455.1
26.75,70.32,1007.61,54.09,433.46
22.61,60.27,1018.81,83.27,440.98
5.48,40.07,1019.63,65.62,495.76
7.26,41.22,1014.86,97.82,488.75
29.04,70.72,1009.55,66.58,437.95
11.92,41.2,1016.99,81.24,476.0
20.07,42.23,1012.86,74.11,461.25
15.07,39.82,1012.78,84.46,471.31
25.95,59.14,1016.42,67.03,438.46
9.12,41.54,1018.61,79.26,482.95
27.85,66.44,1008.48,77.15,429.0
31.12,67.69,1005.3,50.46,425.21
11.16,40.05,1014.95,88.38,479.11
18.21,39.54,1009.81,70.92,461.73
12.24,40.96,1023.22,78.74,475.32
13.99,36.71,1013.43,83.13,473.2
17.89,42.42,1008.92,65.08,467.59
18.5,41.85,1015.81,64.78,466.8
12.02,43.69,1016.12,74.07,477.74
12.85,40.35,1011.29,81.27,472.69
6.08,35.79,1011.08,90.59,483.08
29.8,69.34,1009.36,64.74,437.65
22.06,47.43,1009.85,76.85,453.5
11.58,40.66,1017.0,97.13,466.42
18.0,53.16,1013.02,82.47,455.69
23.68,59.27,1010.75,83.82,440.44
9.96,42.03,1017.78,82.39,477.85
15.2,40.55,1005.0,88.4,465.09
21.25,44.05,1005.69,81.87,448.43
5.94,39.9,1007.84,86.33,485.86
28.9,60.07,1015.96,45.06,440.62
12.8,44.9,1007.58,66.6,466.95
25.47,60.75,1007.27,65.91,438.42
27.5,65.59,1011.23,65.37,441.27
12.51,41.92,1031.21,64.66,468.41
12.97,40.75,1016.05,79.67,476.28
27.69,73.91,1005.23,75.71,435.08
27.09,49.3,1003.93,61.0,437.44
23.56,71.85,1009.67,74.78,439.48
13.54,40.69,1015.85,77.55,471.05
10.33,40.6,1015.0,88.62,478.3
24.78,50.78,1008.81,62.97,443.98
7.73,39.04,1018.61,68.23,482.39
18.28,60.1,1009.72,85.79,452.93
25.48,60.29,1017.55,51.22,443.77
22.04,69.51,1013.25,56.15,446.34
28.07,66.17,1010.58,64.11,443.77
23.49,73.18,1012.4,90.05,437.01
21.11,58.12,1015.38,77.78,453.28
7.16,38.56,1019.17,70.1,486.12
12.84,39.54,1011.47,89.86,468.22
31.4,66.54,1003.55,57.73,425.91
20.15,39.72,1001.85,59.32,456.87
23.44,62.52,1016.46,67.21,447.19
24.73,65.34,1015.42,52.8,446.92
26.93,59.54,1004.02,75.5,437.58
26.45,47.43,1008.87,53.25,442.12
24.61,62.39,1006.39,79.08,437.01
23.26,63.56,1013.64,71.3,446.67
22.63,57.17,1009.83,77.43,433.54
7.55,39.22,1014.53,77.76,482.19
