AT,V,AP,RH,PE
24.88,49.16,1006.04,64.54,445.18
21.41,54.2,1011.37,82.28,448.11
25.41,68.94,1007.21,69.2,436.95
13.52,41.44,1015.81,65.97,472.11
19.46,46.33,1013.77,89.62,452.11
14.54,41.17,1015.15,67.78,470.19
23.1,59.43,1007.36,85.96,440.64
6.91,37.49,1011.05,82.07,481.88
30.28,79.74,1006.96,70.21,433.45
18.67,44.06,1017.13,77.18,454.51
11.57,41.54,1020.13,69.14,476.89
29.33,64.84,1010.76,53.32,443.15
21.67,62.39,1007.98,92.96,445.85
9.83,41.17,1019.34,72.29,478.21
21.04,47.43,1007.15,64.82,450.27
9.99,43.52,1022.95,99.67,473.64
15.22,41.35,1003.12,95.45,464.56
14.28,42.74,1028.79,70.67,467.22
27.98,67.9,1006.3,73.53,436.08
9.68,38.16,1015.54,79.67,475.51
24.69,71.73,1010.13,70.54,436.78
11.41,41.54,1019.94,66.49,477.89
25.77,65.48,1018.07,51.47,440.96
24.49,49.82,1017.09,64.02,451.42
13.65,39.28,1012.97,79.64,471.91
21.86,63.09,1016.64,87.94,442.79
12.05,49.83,1008.54,95.11,454.18
12.82,38.62,1018.71,83.8,467.41
15.82,43.34,1014.52,79.07,460.4
14.41,40.71,1016.78,69.77,467.01
16.71,46.18,1011.61,95.82,459.4
28.54,71.94,1007.4,65.99,430.91
10.82,39.96,1025.53,95.89,468.57
22.35,51.43,1011.34,77.33,445.34
8.29,36.08,1020.38,81.53,483.26
24.63,59.57,1010.45,85.36,440.67
11.49,41.54,1020.17,70.91,476.74
8.02,41.92,1029.8,92.05,467.21
30.93,71.85,1008.63,58.47,427.82
5.66,39.42,1024.7,78.52,482.11
25.25,62.91,1012.51,62.64,443.14
18.41,49.69,1006.66,80.55,454.97
11.86,40.55,1019.82,91.45,473.31
31.04,68.31,1010.54,42.74,441.56
13.41,45.0,1022.31,76.29,475.9
28.27,66.56,1007.36,55.99,433.52
31.1,69.51,1010.84,45.4,429.74
2.64,39.64,1011.02,85.24,481.29
30.04,64.44,1014.46,52.19,437.95
14.87,54.3,1017.17,71.57,462.87
25.96,63.77,1013.24,65.43,445.26
24.96,65.18,1012.68,76.19,436.24
9.39,39.66,1019.22,75.33,482.16
17.13,42.86,1014.15,73.6,463.09
12.52,42.34,1018.67,95.29,464.71
20.11,50.78,1008.73,93.24,447.42
28.82,64.79,1016.74,56.34,445.1
28.14,65.34,1014.44,46.17,443.11
13.98,44.84,1023.6,89.09,462.81
5.98,41.31,1001.66,89.5,484.51
25.21,46.21,1010.87,59.35,439.55
12.82,48.14,1017.47,81.45,467.48
22.97,63.94,1010.5,88.47,440.81
24.61,62.96,1020.1,63.83,445.79
25.32,71.94,1009.94,62.93,435.06
16.88,38.58,1014.72,73.99,462.7
12.56,43.41,1016.93,81.02,467.19
34.61,73.03,1013.61,36.91,438.56
25.57,59.43,1008.88,61.19,438.9
13.78,40.1,1014.49,81.86,445.98
23.68,59.27,1010.75,83.82,440.44
6.94,38.91,1018.94,90.64,485.12
22.94,58.05,1012.27,80.12,433.77
16.69,53.82,1015.39,63.62,458.96
18.45,42.44,1013.45,63.52,459.79
26.91,65.34,1014.19,50.7,443.6
21.45,69.94,1010.5,82.17,443.31
9.21,39.72,1019.54,74.44,478.96
14.87,38.28,1014.65,80.24,467.29
15.99,43.34,1014.2,78.66,465.96
17.39,42.44,1013.72,73.79,461.55
24.96,68.12,1011.27,70.22,437.62
18.21,62.26,1011.97,87.28,455.88
13.69,41.74,1021.19,60.86,471.84
18.77,39.54,1009.39,63.35,458.58
20.57,44.78,1008.89,38.78,465.69
5.66,35.79,1013.86,94.42,484.15
11.92,40.62,1015.91,55.4,464.9
30.93,70.83,1010.61,46.13,440.59
25.96,71.64,1003.84,86.83,432.93
28.26,72.43,1006.68,72.3,426.2
8.57,39.69,1000.91,99.9,474.29
7.78,40.8,1026.7,85.61,488.54
15.21,52.75,1024.32,61.11,458.84
11.98,39.35,1014.97,98.05,472.43
12.83,41.5,1013.12,86.07,470.87
6.5,41.14,1028.15,86.78,480.96
19.3,65.59,1014.07,81.98,452.76
26.16,59.87,1013.24,71.92,446.73
20.01,59.87,1019.0,84.12,448.39
21.84,58.86,1014.13,69.67,445.16
27.24,68.08,1013.23,51.96,445.25
14.94,41.35,1004.82,98.04,466.73
24.39,51.86,1014.92,59.98,447.7
20.03,62.26,1012.15,82.54,447.4
20.8,50.9,1012.07,73.16,457.0
23.25,56.9,1006.82,76.37,442.76
8.02,40.23,1017.42,90.26,484.22
20.05,42.48,1012.29,85.09,457.01
32.81,75.08,1005.09,42.0,433.37
27.69,69.98,1008.52,60.93,433.47
11.42,40.35,1011.55,82.71,478.7
18.86,50.78,1008.46,91.67,446.7
15.73,38.73,1002.48,76.91,466.63
22.42,71.77,1005.5,90.62,435.06
15.2,39.0,1016.1,72.76,463.88
26.82,65.27,1013.6,53.85,437.84
32.26,73.68,1014.75,60.9,426.48
16.81,38.52,1018.26,75.21,459.01
23.45,66.48,1003.66,75.83,435.13
